method,scenario,topology_a,topology_b,ordered_pair_label,latent_spearman,metric_spearman,delta_spearman,metric_spearman_column,n_observations,source_csv,ordered_topology_pairs,mesh_pair_level,chamfer_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,nicp_correspondence_spearman,nicp_correspondence_pearson,model_beats_nicp_correspondence,nonrigid_nicp_seconds_mean,nonrigid_nicp_seconds_median,metric_seconds_mean,metric_seconds_median
rigid_chamfer,jitter,original,crop,original__to__crop,0.708450,0.088141,0.620309,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/original__to__crop/ranking_summary.csv,1,1,,0.739277,,0.714563,,100,4950,4950,0.007551,0.007627,0.008266,0.008331,,,,,0.088141,0.024715,1,0.000674,0.000660,0.000000,0.000000,0.000041,0.000039,0.000674,0.000660,,,,,,,
rigid_chamfer,jitter,original,down8k,original__to__down8k,0.689050,0.244654,0.444396,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/original__to__down8k/ranking_summary.csv,1,1,,0.721652,,0.595243,,100,4950,4950,0.000444,0.000439,0.001190,0.001174,,,,,0.244654,0.126409,1,0.000706,0.000689,0.000000,0.000000,0.000040,0.000038,0.000706,0.000689,,,,,,,
rigid_chamfer,jitter,original,noisy,original__to__noisy,0.756498,0.485330,0.271168,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/original__to__noisy/ranking_summary.csv,1,1,,0.787509,,0.727953,,100,4950,4950,0.009129,0.009133,0.009931,0.009926,,,,,0.485330,0.059556,1,0.000762,0.000753,0.000000,0.000000,0.000040,0.000039,0.000762,0.000753,,,,,,,
rigid_chamfer,jitter,original,remesh,original__to__remesh,0.673952,0.432585,0.241367,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/original__to__remesh/ranking_summary.csv,1,1,,0.705739,,0.683028,,100,4950,4950,0.005208,0.005213,0.006011,0.006014,,,,,0.432585,0.022710,1,0.000762,0.000760,0.000000,0.000000,0.000040,0.000039,0.000762,0.000760,,,,,,,
rigid_chamfer,jitter,original,up60k,original__to__up60k,0.731994,0.386559,0.345435,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/original__to__up60k/ranking_summary.csv,1,1,,0.760390,,0.762640,,100,4950,4950,0.048377,0.048497,0.049119,0.049214,,,,,0.386559,-0.002250,1,0.000702,0.000686,0.000000,0.000000,0.000040,0.000038,0.000702,0.000686,,,,,,,
rigid_chamfer,jitter,remesh,crop,remesh__to__crop,0.609802,0.119433,0.490369,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/remesh__to__crop/ranking_summary.csv,1,1,,0.655566,,0.616262,,100,4950,4950,0.002877,0.003345,0.003544,0.003971,,,,,0.119433,0.039304,1,0.000624,0.000610,0.000000,0.000000,0.000044,0.000039,0.000624,0.000610,,,,,,,
rigid_chamfer,jitter,remesh,down8k,remesh__to__down8k,0.716177,0.252133,0.464044,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/remesh__to__down8k/ranking_summary.csv,1,1,,0.756152,,0.675772,,100,4950,4950,0.000358,0.000350,0.001082,0.001068,,,,,0.252133,0.080381,1,0.000684,0.000673,0.000000,0.000000,0.000039,0.000038,0.000684,0.000673,,,,,,,
rigid_chamfer,jitter,remesh,noisy,remesh__to__noisy,0.692870,0.428697,0.264173,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/remesh__to__noisy/ranking_summary.csv,1,1,,0.736963,,0.521160,,100,4950,4950,0.003706,0.003709,0.004511,0.004518,,,,,0.428697,0.215803,1,0.000765,0.000769,0.000000,0.000000,0.000040,0.000039,0.000765,0.000769,,,,,,,
rigid_chamfer,jitter,remesh,original,remesh__to__original,0.709636,0.461288,0.248347,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/remesh__to__original/ranking_summary.csv,1,1,,0.751364,,0.337187,,100,4950,4950,0.003706,0.003709,0.004505,0.004505,,,,,0.461288,0.414177,1,0.000759,0.000755,0.000000,0.000000,0.000040,0.000039,0.000759,0.000755,,,,,,,
rigid_chamfer,jitter,remesh,up60k,remesh__to__up60k,0.754749,0.411044,0.343705,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/remesh__to__up60k/ranking_summary.csv,1,1,,0.789824,,0.745511,,100,4950,4950,0.032734,0.033408,0.033459,0.034117,,,,,0.411044,0.044313,1,0.000685,0.000668,0.000000,0.000000,0.000041,0.000038,0.000685,0.000668,,,,,,,
rigid_chamfer,jitter,up60k,crop,up60k__to__crop,0.641056,0.072557,0.568499,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/up60k__to__crop/ranking_summary.csv,1,1,,0.683087,,0.658540,,100,4950,4950,0.034479,0.039065,0.034959,0.039620,,,,,0.072557,0.024547,1,0.000417,0.000405,0.000000,0.000000,0.000063,0.000057,0.000417,0.000405,,,,,,,
rigid_chamfer,jitter,up60k,down8k,up60k__to__down8k,0.718561,0.382573,0.335988,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/up60k__to__down8k/ranking_summary.csv,1,1,,0.755642,,0.357922,,100,4950,4950,0.012964,0.013671,0.013676,0.014356,,,,,0.382573,0.397720,1,0.000667,0.000654,0.000000,0.000000,0.000045,0.000041,0.000667,0.000654,,,,,,,
rigid_chamfer,jitter,up60k,noisy,up60k__to__noisy,0.725033,0.488689,0.236344,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/up60k__to__noisy/ranking_summary.csv,1,1,,0.764609,,0.265192,,100,4950,4950,0.052247,0.052355,0.053012,0.053096,,,,,0.488689,0.499417,1,0.000724,0.000709,0.000000,0.000000,0.000041,0.000040,0.000724,0.000709,,,,,,,
rigid_chamfer,jitter,up60k,original,up60k__to__original,0.742174,0.485188,0.256987,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/up60k__to__original/ranking_summary.csv,1,1,,0.780490,,0.284610,,100,4950,4950,0.052247,0.052355,0.052997,0.053080,,,,,0.485188,0.495880,1,0.000709,0.000692,0.000000,0.000000,0.000041,0.000040,0.000709,0.000692,,,,,,,
rigid_chamfer,jitter,up60k,remesh,up60k__to__remesh,0.729244,0.457238,0.272006,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/jitter/up60k__to__remesh/ranking_summary.csv,1,1,,0.762438,,0.291408,,100,4950,4950,0.036050,0.036585,0.036788,0.037306,,,,,0.457238,0.471030,1,0.000696,0.000687,0.000000,0.000000,0.000042,0.000039,0.000696,0.000687,,,,,,,
rigid_chamfer,mixed,crop,down8k,crop__to__down8k,0.577439,-0.086745,0.664184,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/crop__to__down8k/ranking_summary.csv,1,1,,0.595077,,0.575839,,100,4950,4950,0.000557,0.000444,0.001139,0.001087,,,,,-0.086745,0.019237,1,0.000530,0.000504,0.000000,0.000000,0.000052,0.000044,0.000530,0.000504,,,,,,,
rigid_chamfer,mixed,crop,noisy,crop__to__noisy,0.651342,-0.053863,0.705204,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/crop__to__noisy/ranking_summary.csv,1,1,,0.685542,,0.649477,,100,4950,4950,0.007006,0.007092,0.007732,0.007803,,,,,-0.053863,0.036065,1,0.000686,0.000673,0.000000,0.000000,0.000041,0.000039,0.000686,0.000673,,,,,,,
rigid_chamfer,mixed,crop,original,crop__to__original,0.665837,-0.030251,0.696089,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/crop__to__original/ranking_summary.csv,1,1,,0.698337,,0.664098,,100,4950,4950,0.007006,0.007092,0.007725,0.007794,,,,,-0.030251,0.034239,1,0.000678,0.000664,0.000000,0.000000,0.000041,0.000039,0.000678,0.000664,,,,,,,
rigid_chamfer,mixed,crop,remesh,crop__to__remesh,0.539709,-0.006209,0.545918,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/crop__to__remesh/ranking_summary.csv,1,1,,0.559381,,0.542396,,100,4950,4950,0.003725,0.004239,0.004397,0.004879,,,,,-0.006209,0.016984,1,0.000629,0.000616,0.000000,0.000000,0.000043,0.000039,0.000629,0.000616,,,,,,,
rigid_chamfer,mixed,crop,up60k,crop__to__up60k,0.588944,-0.059523,0.648467,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/crop__to__up60k/ranking_summary.csv,1,1,,0.617009,,0.634569,,100,4950,4950,0.026874,0.031680,0.027363,0.032272,,,,,-0.059523,-0.017560,1,0.000429,0.000417,0.000000,0.000000,0.000060,0.000053,0.000429,0.000417,,,,,,,
rigid_chamfer,mixed,down8k,crop,down8k__to__crop,0.612455,0.027357,0.585098,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/down8k__to__crop/ranking_summary.csv,1,1,,0.659074,,0.650215,,100,4950,4950,0.000580,0.000451,0.001140,0.001077,,,,,0.027357,0.008859,1,0.000506,0.000496,0.000000,0.000000,0.000053,0.000046,0.000506,0.000496,,,,,,,
rigid_chamfer,mixed,down8k,noisy,down8k__to__noisy,0.717819,0.401486,0.316333,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/down8k__to__noisy/ranking_summary.csv,1,1,,0.757541,,0.717815,,100,4950,4950,0.000445,0.000440,0.001193,0.001179,,,,,0.401486,0.039726,1,0.000707,0.000693,0.000000,0.000000,0.000042,0.000040,0.000707,0.000693,,,,,,,
rigid_chamfer,mixed,down8k,original,down8k__to__original,0.702025,0.374594,0.327431,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/down8k__to__original/ranking_summary.csv,1,1,,0.742720,,0.656352,,100,4950,4950,0.000445,0.000440,0.001186,0.001172,,,,,0.374594,0.086369,1,0.000699,0.000684,0.000000,0.000000,0.000042,0.000040,0.000699,0.000684,,,,,,,
rigid_chamfer,mixed,down8k,remesh,down8k__to__remesh,0.696967,0.320224,0.376742,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/down8k__to__remesh/ranking_summary.csv,1,1,,0.728764,,0.638310,,100,4950,4950,0.000358,0.000350,0.001072,0.001057,,,,,0.320224,0.090453,1,0.000672,0.000660,0.000000,0.000000,0.000042,0.000040,0.000672,0.000660,,,,,,,
rigid_chamfer,mixed,down8k,up60k,down8k__to__up60k,0.726479,0.460305,0.266174,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/down8k__to__up60k/ranking_summary.csv,1,1,,0.763106,,0.243362,,100,4950,4950,0.011626,0.012393,0.012316,0.013083,,,,,0.460305,0.519744,1,0.000644,0.000630,0.000000,0.000000,0.000046,0.000041,0.000644,0.000630,,,,,,,
rigid_chamfer,mixed,noisy,crop,noisy__to__crop,0.680382,0.083795,0.596587,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/noisy__to__crop/ranking_summary.csv,1,1,,0.723127,,0.684810,,100,4950,4950,0.007551,0.007627,0.008279,0.008346,,,,,0.083795,0.038317,1,0.000687,0.000673,0.000000,0.000000,0.000041,0.000039,0.000687,0.000673,,,,,,,
rigid_chamfer,mixed,noisy,down8k,noisy__to__down8k,0.691490,0.280165,0.411324,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/noisy__to__down8k/ranking_summary.csv,1,1,,0.721027,,0.574324,,100,4950,4950,0.000444,0.000439,0.001200,0.001184,,,,,0.280165,0.146703,1,0.000716,0.000701,0.000000,0.000000,0.000040,0.000038,0.000716,0.000701,,,,,,,
rigid_chamfer,mixed,noisy,original,noisy__to__original,0.755781,0.508763,0.247018,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/noisy__to__original/ranking_summary.csv,1,1,,0.792381,,0.255603,,100,4950,4950,0.009133,0.009134,0.009936,0.009934,,,,,0.508763,0.536778,1,0.000763,0.000759,0.000000,0.000000,0.000040,0.000039,0.000763,0.000759,,,,,,,
rigid_chamfer,mixed,noisy,remesh,noisy__to__remesh,0.664542,0.400082,0.264460,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/noisy__to__remesh/ranking_summary.csv,1,1,,0.691573,,0.306139,,100,4950,4950,0.005209,0.005214,0.006010,0.006016,,,,,0.400082,0.385435,1,0.000762,0.000763,0.000000,0.000000,0.000040,0.000039,0.000762,0.000763,,,,,,,
rigid_chamfer,mixed,noisy,up60k,noisy__to__up60k,0.717892,0.409650,0.308241,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/noisy__to__up60k/ranking_summary.csv,1,1,,0.750278,,0.325686,,100,4950,4950,0.048434,0.048546,0.049211,0.049307,,,,,0.409650,0.424593,1,0.000738,0.000728,0.000000,0.000000,0.000039,0.000038,0.000738,0.000728,,,,,,,
rigid_chamfer,mixed,original,crop,original__to__crop,0.677128,0.087670,0.589459,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/original__to__crop/ranking_summary.csv,1,1,,0.721757,,0.682188,,100,4950,4950,0.007551,0.007627,0.008265,0.008335,,,,,0.087670,0.039569,1,0.000673,0.000663,0.000000,0.000000,0.000041,0.000039,0.000673,0.000663,,,,,,,
rigid_chamfer,mixed,original,down8k,original__to__down8k,0.685209,0.244573,0.440636,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/original__to__down8k/ranking_summary.csv,1,1,,0.713029,,0.623434,,100,4950,4950,0.000443,0.000439,0.001198,0.001184,,,,,0.244573,0.089595,1,0.000715,0.000702,0.000000,0.000000,0.000040,0.000038,0.000715,0.000702,,,,,,,
rigid_chamfer,mixed,original,noisy,original__to__noisy,0.755198,0.479329,0.275869,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/original__to__noisy/ranking_summary.csv,1,1,,0.786997,,0.281387,,100,4950,4950,0.009129,0.009134,0.009935,0.009934,,,,,0.479329,0.505610,1,0.000765,0.000759,0.000000,0.000000,0.000040,0.000039,0.000765,0.000759,,,,,,,
rigid_chamfer,mixed,original,remesh,original__to__remesh,0.673802,0.401039,0.272762,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/original__to__remesh/ranking_summary.csv,1,1,,0.696167,,0.611777,,100,4950,4950,0.005209,0.005214,0.006004,0.006009,,,,,0.401039,0.084390,1,0.000756,0.000754,0.000000,0.000000,0.000040,0.000039,0.000756,0.000754,,,,,,,
rigid_chamfer,mixed,original,up60k,original__to__up60k,0.720967,0.386397,0.334570,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/original__to__up60k/ranking_summary.csv,1,1,,0.751083,,0.667772,,100,4950,4950,0.048427,0.048546,0.049184,0.049287,,,,,0.386397,0.083311,1,0.000717,0.000708,0.000000,0.000000,0.000040,0.000038,0.000717,0.000708,,,,,,,
rigid_chamfer,mixed,remesh,crop,remesh__to__crop,0.577727,0.103731,0.473995,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/remesh__to__crop/ranking_summary.csv,1,1,,0.626226,,0.594660,,100,4950,4950,0.002876,0.003345,0.003548,0.003978,,,,,0.103731,0.031565,1,0.000628,0.000621,0.000000,0.000000,0.000044,0.000039,0.000628,0.000621,,,,,,,
rigid_chamfer,mixed,remesh,down8k,remesh__to__down8k,0.690387,0.230977,0.459410,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/remesh__to__down8k/ranking_summary.csv,1,1,,0.725225,,0.646045,,100,4950,4950,0.000358,0.000350,0.001089,0.001077,,,,,0.230977,0.079180,1,0.000691,0.000679,0.000000,0.000000,0.000040,0.000038,0.000691,0.000679,,,,,,,
rigid_chamfer,mixed,remesh,noisy,remesh__to__noisy,0.685987,0.415712,0.270275,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_rigidonly/mixed/remesh__to__noisy/ranking_summary.csv,1,1,,0.727324,,0.546507,,100,4950,4950,0.003707,0.003711,0.004504,0.004510,,,,,0.415712,0.180817,1,0.000758,0.000760,0.000000,0.000000,0.000040,0.000039,0.000758,0.000760,,,,,,,
