scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md
clean,all,all,all_pairs,0,1,0.747838,0.285201,0.462637,0.772504,0.183469,0.589035,1,100,4950,148500,148500,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean,,,
translation,all,all,all_pairs,0,1,0.732017,0.279739,0.452278,0.760302,0.182776,0.577526,1,100,4950,148500,148500,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation,,,
