scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,cpd_registered_chamfer
translation,12,same_subject,id0051,original,id0051_GTready_original,id0051,remesh,id0051_GTready_remesh,0.0,0.2375166118144989,0.0022619832307100296,0.00038201926508918405,nan
translation,13,same_subject,id0051,original,id0051_GTready_original,id0051,up60k,id0051_GTready_up60k,0.0,0.15916216373443604,0.0011813505552709103,0.0006569368997588754,nan
translation,14,same_subject,id0051,remesh,id0051_GTready_remesh,id0051,up60k,id0051_GTready_up60k,0.0,0.1533229798078537,0.0005898823728784919,0.0003287959552835673,nan
translation,15,same_subject,id0059,crop,id0059_GTready_crop,id0059,down8k,id0059_GTready_down8k,0.0,0.25418439507484436,0.012799570336937904,0.010690657421946526,nan
translation,16,same_subject,id0059,crop,id0059_GTready_crop,id0059,noisy,id0059_GTready_noisy,0.0,0.23903898894786835,0.0070039075799286366,0.006412949413061142,nan
translation,17,same_subject,id0059,crop,id0059_GTready_crop,id0059,original,id0059_GTready_original,0.0,0.240553617477417,0.0067621441558003426,0.005580432713031769,nan
translation,18,same_subject,id0059,crop,id0059_GTready_crop,id0059,remesh,id0059_GTready_remesh,0.0,0.28423190116882324,0.007062483578920364,0.009543659165501595,nan
translation,19,same_subject,id0059,crop,id0059_GTready_crop,id0059,up60k,id0059_GTready_up60k,0.0,0.2647014856338501,0.00986137893050909,0.00673314742743969,nan
translation,20,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,noisy,id0059_GTready_noisy,0.0,0.11937283724546432,0.0009152244892902672,0.0006890511722303927,nan
translation,21,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,original,id0059_GTready_original,0.0,0.11741629987955093,0.0015268053393810987,0.000371214235201478,nan
translation,22,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,remesh,id0059_GTready_remesh,0.0,0.14069640636444092,0.0021561533212661743,0.0016836212016642094,nan
translation,23,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,up60k,id0059_GTready_up60k,0.0,0.07496105879545212,0.0005370485596358776,0.0003495448618195951,nan
translation,24,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,original,id0059_GTready_original,0.0,0.05637182667851448,0.000200927461264655,0.0002114449453074485,nan
translation,25,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,remesh,id0059_GTready_remesh,0.0,0.13951215147972107,0.0008142206352204084,0.0006302904803305864,nan
translation,26,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,up60k,id0059_GTready_up60k,0.0,0.10569969564676285,0.0003410865319892764,0.00020701233006548136,nan
translation,27,same_subject,id0059,original,id0059_GTready_original,id0059,remesh,id0059_GTready_remesh,0.0,0.1590936779975891,0.0010849772952497005,0.00104491354431957,nan
translation,28,same_subject,id0059,original,id0059_GTready_original,id0059,up60k,id0059_GTready_up60k,0.0,0.11306308954954147,0.0006652235751971602,0.00043716569780372083,nan
translation,29,same_subject,id0059,remesh,id0059_GTready_remesh,id0059,up60k,id0059_GTready_up60k,0.0,0.0986986979842186,0.0007362422766163945,0.0008384992834180593,nan
translation,30,same_subject,id0068,crop,id0068_GTready_crop,id0068,down8k,id0068_GTready_down8k,0.0,0.2865406274795532,0.014747505076229572,0.011184513568878174,nan
translation,31,same_subject,id0068,crop,id0068_GTready_crop,id0068,noisy,id0068_GTready_noisy,0.0,0.28578826785087585,0.009085923433303833,0.012944702059030533,nan
translation,32,same_subject,id0068,crop,id0068_GTready_crop,id0068,original,id0068_GTready_original,0.0,0.27055200934410095,0.009607534855604172,0.008363872766494751,nan
translation,33,same_subject,id0068,crop,id0068_GTready_crop,id0068,remesh,id0068_GTready_remesh,0.0,0.3287409842014313,0.009334314614534378,0.011678424663841724,nan
translation,34,same_subject,id0068,crop,id0068_GTready_crop,id0068,up60k,id0068_GTready_up60k,0.0,0.2904701232910156,0.012799825519323349,0.015978077426552773,nan
translation,35,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,noisy,id0068_GTready_noisy,0.0,0.10846995562314987,0.0006474572001025081,0.0005892173503525555,nan
translation,36,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,original,id0068_GTready_original,0.0,0.11125870048999786,0.000984648708254099,0.00045091327046975493,nan
translation,37,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,remesh,id0068_GTready_remesh,0.0,0.13726277649402618,0.002031729556620121,0.0017179336864501238,nan
translation,38,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,up60k,id0068_GTready_up60k,0.0,0.08857995271682739,0.0004836682346649468,0.00022870971588417888,nan
translation,39,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,original,id0068_GTready_original,0.0,0.0710143893957138,0.00017837106133811176,0.0002488704049028456,nan
translation,40,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,remesh,id0068_GTready_remesh,0.0,0.14137360453605652,0.0009244803222827613,0.0007655728259123862,nan
translation,41,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,up60k,id0068_GTready_up60k,0.0,0.12289576977491379,0.00045312909060157835,0.0001778162259142846,nan
translation,42,same_subject,id0068,original,id0068_GTready_original,id0068,remesh,id0068_GTready_remesh,0.0,0.14924529194831848,0.0008619003929197788,0.0007826813380233943,nan
translation,43,same_subject,id0068,original,id0068_GTready_original,id0068,up60k,id0068_GTready_up60k,0.0,0.11234714090824127,0.0005551064386963844,0.00010030690464191139,nan
translation,44,same_subject,id0068,remesh,id0068_GTready_remesh,id0068,up60k,id0068_GTready_up60k,0.0,0.09095893800258636,0.0007445826195180416,0.0006280477391555905,nan
translation,45,same_subject,id0084,crop,id0084_GTready_crop,id0084,down8k,id0084_GTready_down8k,0.0,0.20402252674102783,0.012738221324980259,0.008429078385233879,nan
translation,46,same_subject,id0084,crop,id0084_GTready_crop,id0084,noisy,id0084_GTready_noisy,0.0,0.22708295285701752,0.007724827155470848,0.00579864252358675,nan
translation,47,same_subject,id0084,crop,id0084_GTready_crop,id0084,original,id0084_GTready_original,0.0,0.1991482973098755,0.007773043587803841,0.011571456678211689,nan
translation,48,same_subject,id0084,crop,id0084_GTready_crop,id0084,remesh,id0084_GTready_remesh,0.0,0.19252866506576538,0.007364447228610516,0.009142639115452766,nan
translation,49,same_subject,id0084,crop,id0084_GTready_crop,id0084,up60k,id0084_GTready_up60k,0.0,0.19908052682876587,0.010342232882976532,0.008013474754989147,nan
translation,50,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,noisy,id0084_GTready_noisy,0.0,0.17628565430641174,0.0006064159097149968,0.0003117427695542574,nan
translation,51,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,original,id0084_GTready_original,0.0,0.14713726937770844,0.001035767956636846,0.00041579885873943567,nan
translation,52,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,remesh,id0084_GTready_remesh,0.0,0.14194883406162262,0.0018070118967443705,0.0017681850586086512,nan
translation,53,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,up60k,id0084_GTready_up60k,0.0,0.06834764778614044,0.0003765615401789546,0.00029925067792646587,nan
translation,54,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,original,id0084_GTready_original,0.0,0.10484394431114197,0.00017546059098094702,0.00017395944450981915,nan
translation,55,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,remesh,id0084_GTready_remesh,0.0,0.15175659954547882,0.0008026740979403257,0.0008795421454124153,nan
translation,56,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,up60k,id0084_GTready_up60k,0.0,0.1510305106639862,0.00031442538602277637,0.0002525574527680874,nan
translation,57,same_subject,id0084,original,id0084_GTready_original,id0084,remesh,id0084_GTready_remesh,0.0,0.13164319097995758,0.0008280178299173713,0.0008385051041841507,nan
translation,58,same_subject,id0084,original,id0084_GTready_original,id0084,up60k,id0084_GTready_up60k,0.0,0.12014850229024887,0.0004934410098940134,0.00015096573042683303,nan
translation,59,same_subject,id0084,remesh,id0084_GTready_remesh,id0084,up60k,id0084_GTready_up60k,0.0,0.09329594671726227,0.0007194771897047758,0.000736493500880897,nan
translation,60,same_subject,id0129,crop,id0129_GTready_crop,id0129,down8k,id0129_GTready_down8k,0.0,0.3240430951118469,0.011428133584558964,0.010759251192212105,nan
translation,61,same_subject,id0129,crop,id0129_GTready_crop,id0129,noisy,id0129_GTready_noisy,0.0,0.26448768377304077,0.005496038589626551,0.00484256399795413,nan
translation,62,same_subject,id0129,crop,id0129_GTready_crop,id0129,original,id0129_GTready_original,0.0,0.25823184847831726,0.005285634659230709,0.0055207242257893085,nan
translation,63,same_subject,id0129,crop,id0129_GTready_crop,id0129,remesh,id0129_GTready_remesh,0.0,0.3417697250843048,0.005894202273339033,0.004136849194765091,nan
translation,64,same_subject,id0129,crop,id0129_GTready_crop,id0129,up60k,id0129_GTready_up60k,0.0,0.3270813226699829,0.009290724992752075,0.006884635426104069,nan
translation,65,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,noisy,id0129_GTready_noisy,0.0,0.14900055527687073,0.001189789967611432,0.0007472267025150359,nan
translation,66,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,original,id0129_GTready_original,0.0,0.1555328667163849,0.0018156347796320915,0.0006144532817415893,nan
translation,67,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,remesh,id0129_GTready_remesh,0.0,0.12302923202514648,0.0019356838893145323,0.0019193203188478947,nan
translation,68,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,up60k,id0129_GTready_up60k,0.0,0.0900142639875412,0.00043691517203114927,0.000399780401494354,nan
translation,69,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,original,id0129_GTready_original,0.0,0.07218910753726959,0.00018881107098422945,0.0003664953401312232,nan
translation,70,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,remesh,id0129_GTready_remesh,0.0,0.16459695994853973,0.0006404589512385428,0.0005114782834425569,nan
translation,71,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,up60k,id0129_GTready_up60k,0.0,0.1598597913980484,0.0006983982166275382,0.00018003536388278008,nan
translation,72,same_subject,id0129,original,id0129_GTready_original,id0129,remesh,id0129_GTready_remesh,0.0,0.1661609709262848,0.0007121089147403836,0.00030766811687499285,nan
translation,73,same_subject,id0129,original,id0129_GTready_original,id0129,up60k,id0129_GTready_up60k,0.0,0.15821519494056702,0.00107655581086874,0.00032547060982324183,nan
translation,74,same_subject,id0129,remesh,id0129_GTready_remesh,id0129,up60k,id0129_GTready_up60k,0.0,0.09284205734729767,0.0007502232911065221,0.0006089595844969153,nan
translation,75,same_subject,id0158,crop,id0158_GTready_crop,id0158,down8k,id0158_GTready_down8k,0.0,0.21326874196529388,0.010854719206690788,0.008265429176390171,nan
translation,76,same_subject,id0158,crop,id0158_GTready_crop,id0158,noisy,id0158_GTready_noisy,0.0,0.21899233758449554,0.005041973665356636,0.003802947234362364,nan
translation,77,same_subject,id0158,crop,id0158_GTready_crop,id0158,original,id0158_GTready_original,0.0,0.20682767033576965,0.005466626025736332,0.003838084638118744,nan
translation,78,same_subject,id0158,crop,id0158_GTready_crop,id0158,remesh,id0158_GTready_remesh,0.0,0.21295154094696045,0.005999354645609856,0.005849489942193031,nan
translation,79,same_subject,id0158,crop,id0158_GTready_crop,id0158,up60k,id0158_GTready_up60k,0.0,0.2178388088941574,0.009030617773532867,0.004684939049184322,nan
translation,80,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,noisy,id0158_GTready_noisy,0.0,0.12822161614894867,0.0011653826804831624,0.0005356827168725431,nan
translation,81,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,original,id0158_GTready_original,0.0,0.12230821698904037,0.0014088039752095938,0.0007656484376639128,nan
translation,82,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,remesh,id0158_GTready_remesh,0.0,0.10859205573797226,0.001857222057878971,0.0014668973162770271,nan
translation,83,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,up60k,id0158_GTready_up60k,0.0,0.08008670806884766,0.0003965773794334382,0.0004962129169143736,nan
translation,84,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,original,id0158_GTready_original,0.0,0.05785712972283363,0.0001893529260996729,0.00017968393513001502,nan
translation,85,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,remesh,id0158_GTready_remesh,0.0,0.14147605001926422,0.0008163851452991366,0.0006603950751014054,nan
translation,86,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,up60k,id0158_GTready_up60k,0.0,0.15917077660560608,0.0008375882753171027,0.0002899394603446126,nan
translation,87,same_subject,id0158,original,id0158_GTready_original,id0158,remesh,id0158_GTready_remesh,0.0,0.1361263543367386,0.0008739185286685824,0.00043253361945971847,nan
translation,88,same_subject,id0158,original,id0158_GTready_original,id0158,up60k,id0158_GTready_up60k,0.0,0.14547131955623627,0.0009330756729468703,0.00019199569942429662,nan
translation,89,same_subject,id0158,remesh,id0158_GTready_remesh,id0158,up60k,id0158_GTready_up60k,0.0,0.08376651257276535,0.0007755099795758724,0.0009071756503544748,nan
translation,90,same_subject,id0187,crop,id0187_GTready_crop,id0187,down8k,id0187_GTready_down8k,0.0,0.25515106320381165,0.00897691398859024,0.01592019386589527,nan
translation,91,same_subject,id0187,crop,id0187_GTready_crop,id0187,noisy,id0187_GTready_noisy,0.0,0.21973545849323273,0.0046060457825660706,0.003529319539666176,nan
translation,92,same_subject,id0187,crop,id0187_GTready_crop,id0187,original,id0187_GTready_original,0.0,0.19717064499855042,0.004645969718694687,0.0038502488750964403,nan
translation,93,same_subject,id0187,crop,id0187_GTready_crop,id0187,remesh,id0187_GTready_remesh,0.0,0.28908878564834595,0.005284859798848629,0.003783977357670665,nan
translation,94,same_subject,id0187,crop,id0187_GTready_crop,id0187,up60k,id0187_GTready_up60k,0.0,0.2347220927476883,0.0064702946692705154,0.0037238970398902893,nan
translation,95,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,noisy,id0187_GTready_noisy,0.0,0.19272658228874207,0.0007190576870925725,0.00030173471895977855,nan
translation,96,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,original,id0187_GTready_original,0.0,0.16815170645713806,0.0010870092082768679,0.0005518350517377257,nan
translation,97,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,remesh,id0187_GTready_remesh,0.0,0.135278582572937,0.0017091534100472927,0.001315599074587226,nan
translation,98,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,up60k,id0187_GTready_up60k,0.0,0.0696658194065094,0.0005083154537715018,0.00033201914629898965,nan
translation,99,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,original,id0187_GTready_original,0.0,0.1040135845541954,0.00015949684893712401,0.00027324780239723623,nan
translation,100,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,remesh,id0187_GTready_remesh,0.0,0.2361712008714676,0.0006507777725346386,0.0005418165819719434,nan
translation,101,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,up60k,id0187_GTready_up60k,0.0,0.17022550106048584,0.00024044429301284254,0.000280284381005913,nan
translation,102,same_subject,id0187,original,id0187_GTready_original,id0187,remesh,id0187_GTready_remesh,0.0,0.22627873718738556,0.0007785128545947373,0.0005036181537434459,nan
translation,103,same_subject,id0187,original,id0187_GTready_original,id0187,up60k,id0187_GTready_up60k,0.0,0.14252468943595886,0.00033625352079980075,0.0001284053869312629,nan
translation,104,same_subject,id0187,remesh,id0187_GTready_remesh,id0187,up60k,id0187_GTready_up60k,0.0,0.1211734339594841,0.0005119778797961771,0.000531465164385736,nan
translation,105,same_subject,id0267,crop,id0267_GTready_crop,id0267,down8k,id0267_GTready_down8k,0.0,0.265765517950058,0.014184016734361649,0.016172686591744423,nan
translation,106,same_subject,id0267,crop,id0267_GTready_crop,id0267,noisy,id0267_GTready_noisy,0.0,0.2471703439950943,0.008209308609366417,0.0072859786450862885,nan
translation,107,same_subject,id0267,crop,id0267_GTready_crop,id0267,original,id0267_GTready_original,0.0,0.2584313750267029,0.008369205519557,0.007134485989809036,nan
translation,108,same_subject,id0267,crop,id0267_GTready_crop,id0267,remesh,id0267_GTready_remesh,0.0,0.31433457136154175,0.010252943262457848,0.015110885724425316,nan
translation,109,same_subject,id0267,crop,id0267_GTready_crop,id0267,up60k,id0267_GTready_up60k,0.0,0.28765907883644104,0.011410875245928764,0.0070600351318717,nan
translation,110,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,noisy,id0267_GTready_noisy,0.0,0.13095727562904358,0.0007817901205271482,0.001025818637572229,nan
translation,111,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,original,id0267_GTready_original,0.0,0.126351997256279,0.0011479405220597982,0.0005560874124057591,nan
translation,112,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,remesh,id0267_GTready_remesh,0.0,0.14448556303977966,0.0016572687309235334,0.0013046027161180973,nan
translation,113,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,up60k,id0267_GTready_up60k,0.0,0.073975570499897,0.00033048022305592895,0.0003996598825324327,nan
translation,114,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,original,id0267_GTready_original,0.0,0.0635356679558754,0.00018459514831192791,0.00020367121032904834,nan
translation,115,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,remesh,id0267_GTready_remesh,0.0,0.18877628445625305,0.0010086385300382972,0.0009256390039809048,nan
translation,116,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,up60k,id0267_GTready_up60k,0.0,0.1297563761472702,0.0003420405846554786,0.00022452723351307213,nan
translation,117,same_subject,id0267,original,id0267_GTready_original,id0267,remesh,id0267_GTready_remesh,0.0,0.19750741124153137,0.0013388097286224365,0.0010288587072864175,nan
translation,118,same_subject,id0267,original,id0267_GTready_original,id0267,up60k,id0267_GTready_up60k,0.0,0.12136072665452957,0.0005315995076671243,0.00011630661902017891,nan
translation,119,same_subject,id0267,remesh,id0267_GTready_remesh,id0267,up60k,id0267_GTready_up60k,0.0,0.12513761222362518,0.000763324205763638,0.0007687174947932363,nan
translation,120,same_subject,id0456,crop,id0456_GTready_crop,id0456,down8k,id0456_GTready_down8k,0.0,0.22618095576763153,0.006439243443310261,0.00541256507858634,nan
translation,121,same_subject,id0456,crop,id0456_GTready_crop,id0456,noisy,id0456_GTready_noisy,0.0,0.20322880148887634,0.0022214092314243317,0.0019654042553156614,nan
translation,122,same_subject,id0456,crop,id0456_GTready_crop,id0456,original,id0456_GTready_original,0.0,0.21040010452270508,0.002349261660128832,0.002962810918688774,nan
translation,123,same_subject,id0456,crop,id0456_GTready_crop,id0456,remesh,id0456_GTready_remesh,0.0,0.20508766174316406,0.0020459103398025036,0.0009617481846362352,nan
translation,124,same_subject,id0456,crop,id0456_GTready_crop,id0456,up60k,id0456_GTready_up60k,0.0,0.21208707988262177,0.004139261785894632,0.004231642931699753,nan
translation,125,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,noisy,id0456_GTready_noisy,0.0,0.1457918882369995,0.0013136728666722775,0.0005811532610096037,nan
translation,126,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,original,id0456_GTready_original,0.0,0.14692679047584534,0.001807390945032239,0.0006338914390653372,nan
translation,127,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,remesh,id0456_GTready_remesh,0.0,0.14603953063488007,0.003009381704032421,0.002426209393888712,nan
translation,128,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.0,0.06950138509273529,0.0005716558080166578,0.0005999282002449036,nan
translation,129,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,original,id0456_GTready_original,0.0,0.0664030909538269,0.00023012186284177005,0.00027683679945766926,nan
translation,130,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,remesh,id0456_GTready_remesh,0.0,0.14556878805160522,0.0008882732945494354,0.0007623474230058491,nan
translation,131,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,up60k,id0456_GTready_up60k,0.0,0.12968789041042328,0.0005242794868536294,0.0004314792458899319,nan
translation,132,same_subject,id0456,original,id0456_GTready_original,id0456,remesh,id0456_GTready_remesh,0.0,0.15306735038757324,0.000965510553214699,0.0004931275034323335,nan
translation,133,same_subject,id0456,original,id0456_GTready_original,id0456,up60k,id0456_GTready_up60k,0.0,0.13211849331855774,0.000682845595292747,0.0002360359503654763,nan
translation,134,same_subject,id0456,remesh,id0456_GTready_remesh,id0456,up60k,id0456_GTready_up60k,0.0,0.10264727473258972,0.0011858614161610603,0.0008139119017869234,nan
translation,135,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.2845580577850342,0.012060170993208885,0.00929189845919609,nan
translation,136,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.28291890025138855,0.004532304592430592,0.0030418194364756346,nan
translation,137,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.24780617654323578,0.005383973941206932,0.0038482064846903086,nan
translation,138,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.3055110573768616,0.005840655416250229,0.0028020059689879417,nan
translation,139,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2879796028137207,0.008837582543492317,0.006900893524289131,nan
translation,140,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18506933748722076,0.001600265153683722,0.0007064157980494201,nan
translation,141,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.12690699100494385,0.0017596983816474676,0.0020255264826118946,nan
translation,142,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.12342380732297897,0.0020783317741006613,0.002850398188456893,nan
translation,143,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.06593691557645798,0.0004756934358738363,0.0003846996114589274,nan
translation,144,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.12333850562572479,0.00015937487478367984,0.00017529359320178628,nan
translation,145,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.17828170955181122,0.0006273651379160583,0.00029108498711138964,nan
translation,146,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.18220780789852142,0.0007104999385774136,0.0003181561187375337,nan
translation,147,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.1366613358259201,0.0006375307566486299,0.0003245184198021889,nan
translation,148,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.12238752841949463,0.0007066499092616141,0.0005088084144517779,nan
translation,149,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.08063647896051407,0.0007259933045133948,0.000888557406142354,nan
translation,150,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.24128349125385284,0.012297974899411201,0.010587567463517189,nan
translation,151,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.26742640137672424,0.0064084455370903015,0.006844799034297466,nan
translation,152,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.24163204431533813,0.006713974755257368,0.005167234223335981,nan
translation,153,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.2775626480579376,0.007774100638926029,0.004072921816259623,nan
translation,154,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.24784976243972778,0.010036008432507515,0.008242731913924217,nan
translation,155,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.0,0.14553555846214294,0.0009804420405998826,0.0005272265989333391,nan
translation,156,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,original,id0485_GTready_original,0.0,0.11780594289302826,0.0014257715083658695,0.0008661610772833228,nan
translation,157,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,remesh,id0485_GTready_remesh,0.0,0.1518237292766571,0.001773440046235919,0.0014547735918313265,nan
translation,158,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,up60k,id0485_GTready_up60k,0.0,0.07771824300289154,0.0004421417834237218,0.0004914073506370187,nan
translation,159,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,original,id0485_GTready_original,0.0,0.08081839233636856,0.00015529023949056864,0.0003607524558901787,nan
translation,160,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,remesh,id0485_GTready_remesh,0.0,0.1961398422718048,0.000832387013360858,0.0006364189321175218,nan
translation,161,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,up60k,id0485_GTready_up60k,0.0,0.15885968506336212,0.0005718609318137169,0.0002682464837562293,nan
translation,162,same_subject,id0485,original,id0485_GTready_original,id0485,remesh,id0485_GTready_remesh,0.0,0.1778542548418045,0.0009518118458800018,0.0005273436545394361,nan
translation,163,same_subject,id0485,original,id0485_GTready_original,id0485,up60k,id0485_GTready_up60k,0.0,0.13120590150356293,0.0008129029884003103,0.00041468668496236205,nan
translation,164,same_subject,id0485,remesh,id0485_GTready_remesh,id0485,up60k,id0485_GTready_up60k,0.0,0.09939819574356079,0.0006453619571402669,0.0005843144608661532,nan
translation,165,same_subject,id0489,crop,id0489_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.0,0.23909246921539307,0.014917613938450813,0.015299716964364052,nan
