method,F,subject,error
INORig,3,id0047,0.0030528237382714254
INORig,3,id0048,0.00437401065736539
INORig,3,id0049,0.002474817542376133
INORig,3,id0050,0.0024279951550577024
INORig,3,id0051,0.0031967752951168093
INORig,3,id0052,0.002909813806765395
INORig,3,id0053,0.0031435844460523704
INORig,3,id0054,0.0028173618789647478
INORig,3,id0055,0.003925157066958379
INORig,3,id0056,0.0025396066013490992
INORig,3,id0057,0.002373885257919671
INORig,3,id0058,0.002400310679198944
INORig,3,id0059,0.0025702452038509657
INORig,3,id0060,0.0027312740024604204
INORig,3,id0061,0.002344488072555097
INORig,3,id0062,0.0037734546323778717
INORig,3,id0063,0.0025402763510371895
INORig,3,id0064,0.0035754961606972073
INORig,3,id0065,0.0025865787469941093
INORig,3,id0066,0.0023538814768153185
INORig,3,id0067,0.0024061039295097675
INORig,3,id0068,0.002242064143325583
INORig,3,id0069,0.002594316217245949
INORig,3,id0070,0.00338834134967067
INORig,3,id0071,0.0037029001881344332
INORig,3,id0072,0.003089714739420606
INORig,3,id0073,0.003046986746549328
INORig,3,id0074,0.002907942371385198
INORig,3,id0075,0.0027149219583049323
INORig,3,id0076,0.002718574809728457
INORig,3,id0077,0.00383497009051481
INORig,3,id0078,0.0029085099507628795
INORig,3,id0079,0.0032798634891023333
INORig,3,id0080,0.0026026525084958227
INORig,3,id0081,0.003058957422838059
INORig,3,id0082,0.0026830730994277393
INORig,3,id0083,0.002733898952480377
INORig,3,id0084,0.002954165999680591
INORig,3,id0085,0.002325983328913178
INORig,3,id0086,0.003837327024728569
INORig,3,id0087,0.002417518239993311
INORig,3,id0088,0.0039083603044109995
INORig,3,id0089,0.0029668666888250975
INORig,3,id0090,0.0031222956809974977
INORig,3,id0091,0.0034241569057517165
INORig,3,id0092,0.0030490762450838035
INORig,3,id0093,0.003005814291180659
INORig,3,id0094,0.0035601288596449044
INORig,3,id0095,0.0026904337600196252
INORig,3,id0096,0.0046838819452116745
INORig,3,id0097,0.002649624521921975
INORig,3,id0098,0.0023677554900032095
