epoch,sigma,is_clean,spearman,pearson,ratio,gate_mean,intra_mean,n_eval
14,2.09127911e-03,0,0.660386,0.693539,0.990459,nan,2.195337e-07,16
14,9.56352500e-03,0,0.691249,0.727222,1.036748,nan,2.281025e-07,16
14,4.37344830e-02,0,0.567602,0.628361,0.851299,nan,2.470327e-07,16
14,2.00000000e-01,0,0.350392,0.323193,0.525525,nan,6.381926e-07,16
16,0.0,1,0.725293,0.734905,1.0,nan,2.194735e-07,16
16,1.00000000e-04,0,0.732523,0.742338,1.009968,nan,2.311188e-07,16
16,4.57305052e-04,0,0.728071,0.736864,1.003830,nan,2.300281e-07,16
16,2.09127911e-03,0,0.730002,0.737068,1.006492,nan,2.347349e-07,16
16,9.56352500e-03,0,0.703479,0.713120,0.969924,nan,2.393934e-07,16
16,4.37344830e-02,0,0.713411,0.730524,0.983617,nan,2.685940e-07,16
16,2.00000000e-01,0,0.434787,0.416974,0.599464,nan,6.749743e-07,16
18,0.0,1,0.732593,0.749569,1.0,nan,1.992056e-07,16
18,1.00000000e-04,0,0.729585,0.752360,0.995895,nan,2.066504e-07,16
18,4.57305052e-04,0,0.714619,0.732822,0.975466,nan,2.060921e-07,16
18,2.09127911e-03,0,0.722363,0.745643,0.986036,nan,2.104439e-07,16
18,9.56352500e-03,0,0.735009,0.756357,1.003299,nan,2.163744e-07,16
18,4.37344830e-02,0,0.699778,0.734951,0.955207,nan,2.488893e-07,16
18,2.00000000e-01,0,0.429377,0.445381,0.586106,nan,5.535532e-07,16
20,0.0,1,0.714029,0.729681,1.0,nan,2.236816e-07,16
20,1.00000000e-04,0,0.711022,0.728710,0.995788,nan,2.313705e-07,16
20,4.57305052e-04,0,0.691791,0.714954,0.968856,nan,2.326364e-07,16
20,2.09127911e-03,0,0.710535,0.722550,0.995108,nan,2.349586e-07,16
20,9.56352500e-03,0,0.700563,0.718987,0.981141,nan,2.408553e-07,16
20,4.37344830e-02,0,0.694923,0.704607,0.973243,nan,2.764991e-07,16
20,2.00000000e-01,0,0.491236,0.456997,0.687977,nan,6.262919e-07,16
