topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations
noisy,up60k,noisy__to__up60k,1,0,0.790981,0.489375,0.301605,0.816460,0.516335,0.300125,1,100,4950,4950,4950
