subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,noisy,up60k,0.322800,0.377662,0.002109,1,
id0001,id0018,noisy,up60k,0.366204,0.497306,0.002926,1,
id0001,id0020,noisy,up60k,0.345168,0.478887,0.003218,1,
id0001,id0026,noisy,up60k,0.465494,0.636608,0.002820,1,
id0001,id0027,noisy,up60k,0.364464,0.467194,0.001423,1,
id0001,id0041,noisy,up60k,0.287332,0.432443,0.001661,1,
id0001,id0042,noisy,up60k,0.491159,0.636552,0.004502,1,
id0001,id0045,noisy,up60k,0.360608,0.369308,0.001008,1,
id0001,id0048,noisy,up60k,0.335410,0.366302,0.002328,1,
id0001,id0056,noisy,up60k,0.350707,0.560779,0.002287,1,
id0001,id0062,noisy,up60k,0.483203,0.563906,0.003678,1,
id0001,id0069,noisy,up60k,0.345951,0.510023,0.002203,1,
id0001,id0071,noisy,up60k,0.455894,0.589390,0.003821,1,
id0001,id0072,noisy,up60k,0.337381,0.412746,0.001673,1,
id0001,id0075,noisy,up60k,0.409765,0.559071,0.002225,1,
id0001,id0080,noisy,up60k,0.454938,0.572830,0.003494,1,
id0001,id0081,noisy,up60k,0.402132,0.568400,0.002517,1,
id0001,id0086,noisy,up60k,0.362781,0.458058,0.002173,1,
id0001,id0088,noisy,up60k,0.287890,0.435122,0.002747,1,
id0001,id0097,noisy,up60k,0.271231,0.384518,0.001449,1,
id0001,id0100,noisy,up60k,0.340169,0.433901,0.001980,1,
id0001,id0106,noisy,up60k,0.399704,0.575245,0.003450,1,
id0001,id0107,noisy,up60k,0.313481,0.393027,0.001513,1,
id0001,id0110,noisy,up60k,0.337847,0.470503,0.002026,1,
id0001,id0113,noisy,up60k,0.369655,0.499483,0.002566,1,
id0001,id0115,noisy,up60k,0.352460,0.460737,0.001840,1,
id0001,id0130,noisy,up60k,0.292304,0.389684,0.001319,1,
id0001,id0132,noisy,up60k,0.290086,0.398494,0.001228,1,
id0001,id0136,noisy,up60k,0.364559,0.455610,0.002401,1,
id0001,id0153,noisy,up60k,0.290769,0.437224,0.001811,1,
id0001,id0161,noisy,up60k,0.321011,0.451278,0.001514,1,
id0001,id0169,noisy,up60k,0.339859,0.446238,0.001774,1,
id0001,id0182,noisy,up60k,0.353581,0.510635,0.002113,1,
id0001,id0183,noisy,up60k,0.377801,0.515975,0.003953,1,
id0001,id0186,noisy,up60k,0.276798,0.430742,0.001240,1,
