scenario,noise_mode,sigma,group_type,group,metric,n,mean,std,cv,min,p05,p25,p50,p75,p95,max,iqr,range,std_vs_raw,iqr_vs_raw,range_vs_raw,median_vs_raw
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__noisy,rigid_p2p,4950,0.04497355556,0.01108584222,0.2464969042,0.02524469593,0.03004546851,0.03644111586,0.04315586506,0.05197328442,0.06547732455,0.09243794015,0.01553216856,0.06719324421,0.6943133212,0.6645769153,0.7998117725,0.7526499867
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__noisy,nicp_p2p,4950,0.02964766299,0.002325329539,0.07843213614,0.0230033232,0.02603334855,0.02803012609,0.02949099526,0.03108180071,0.03364845382,0.04011069144,0.003051674613,0.01710736824,0.1456368622,0.1305723983,0.2036316994,0.5143309528
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__noisy,nicp_p2tri,4950,0.02658337047,0.002509676045,0.09440774439,0.01949631505,0.02277033882,0.02484287216,0.02639829601,0.02814351786,0.03093034832,0.03772865417,0.003300645698,0.01823233912,0.1571826006,0.1412251565,0.2170224052,0.4603934393
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__original,latent_distance,4950,0.4871887739,0.1246870779,0.255931755,0.223892644,0.316578117,0.396351561,0.470447138,0.5594146252,0.712460959,1.068005323,0.1630630642,0.8441126794,7.795694855,6.968719264,9.947370548,8.382588867
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__original,raw_chamfer,4950,0.05763348695,0.01599435076,0.2775183597,0.02798159489,0.03527360146,0.04482145529,0.05612193863,0.06822074259,0.08644107213,0.1128394651,0.02339928731,0.08485787025,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__original,rigid_p2p,4950,0.04599313324,0.01157150013,0.2515919076,0.02503943105,0.03029037572,0.03712435866,0.04425153637,0.05323573821,0.06771580004,0.09296874775,0.01611137956,0.0679293167,0.7234742004,0.6885414648,0.8005069712,0.7884890909
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__original,nicp_p2p,4950,0.02964112089,0.002560384494,0.08637947612,0.02268949336,0.0257281395,0.02787273381,0.02941304708,0.03118291929,0.03415405103,0.04169491662,0.003310185481,0.01900542327,0.1600805517,0.1414652266,0.2239677146,0.5240917866
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__original,nicp_p2tri,4950,0.02679385464,0.002750345367,0.1026483648,0.01942735198,0.02264049569,0.02487029386,0.02655583582,0.02846993202,0.03166923118,0.03954059648,0.003599638155,0.02011324449,0.1719572997,0.1538353757,0.237022735,0.4731810138
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__remesh,latent_distance,4950,0.5083354008,0.1259128955,0.2476964919,0.2248112708,0.3324145019,0.4161793366,0.4924500883,0.5828407258,0.7395314753,1.044545054,0.1666613892,0.8197337836,7.719044469,6.848667218,9.32595482,7.929754849
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__remesh,raw_chamfer,4950,0.06345491017,0.01631197954,0.2570641027,0.02948935756,0.03974639177,0.05051675795,0.06210155265,0.07485162251,0.09202452587,0.1173874655,0.02433486456,0.08789810796,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__remesh,rigid_p2p,4950,0.04241106014,0.01044086729,0.2461826526,0.02453595833,0.02918573254,0.03417745329,0.04030711016,0.04878731554,0.06210336839,0.09157621303,0.01460986225,0.06704025471,0.6400735887,0.6003675185,0.762704184,0.6490515686
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__remesh,nicp_p2p,4950,0.02953116873,0.002600122642,0.0880467233,0.02306046303,0.02570344044,0.02773759805,0.02924718839,0.03106931796,0.03413019808,0.04248082164,0.003331719906,0.01942035861,0.1593995772,0.1369113807,0.2209417138,0.4709574421
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__remesh,nicp_p2tri,4950,0.026667643,0.002797729779,0.1049110257,0.01960145035,0.02252466381,0.02473337176,0.02635434355,0.02831049157,0.03158789637,0.03989953641,0.003577119813,0.02029808606,0.1715138112,0.1469956738,0.2309274514,0.424374954
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__up60k,latent_distance,4950,0.4994954674,0.1269134893,0.2540833654,0.2381924987,0.3247679636,0.4073882475,0.4821962118,0.5734530985,0.7312170863,1.073200703,0.166064851,0.835008204,7.004562158,6.277183609,8.696293397,7.175484775
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__up60k,raw_chamfer,4950,0.06803150767,0.01811868986,0.2663279189,0.03082336334,0.04007238835,0.0539549319,0.06720050657,0.08041024391,0.09950366111,0.1268422263,0.02645531202,0.09601886297,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__up60k,rigid_p2p,4950,0.04711070886,0.01203382406,0.2554371257,0.02481879639,0.03057276161,0.03782031927,0.04529039977,0.05442220068,0.07000712338,0.09363813117,0.01660188141,0.06881933478,0.6641663473,0.6275443434,0.7167272415,0.6739592017
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__up60k,nicp_p2p,4950,0.02966843216,0.002519170159,0.08491079493,0.02292343425,0.02590409419,0.02794182547,0.02944147583,0.0311938825,0.03406883486,0.04179403515,0.003252057031,0.0188706009,0.1390371036,0.1229264289,0.1965301433,0.4381138972
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,crop__to__up60k,nicp_p2tri,4950,0.02689270299,0.00270025951,0.1004086317,0.02017478938,0.02290110813,0.02503520946,0.02662297321,0.02852942055,0.03157084371,0.03986572096,0.003494211083,0.01969093157,0.1490317198,0.1320797532,0.2050735758,0.3961722101
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__crop,latent_distance,4950,0.4832831455,0.1228553358,0.2542098498,0.207732901,0.3221686184,0.3937124833,0.4626608789,0.5527249575,0.711493513,1.237697721,0.1590124741,1.02996482,6.549979776,5.719988778,9.772123319,6.35889372
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__crop,raw_chamfer,4950,0.07325426723,0.01875659773,0.2560478514,0.03177891147,0.04321691142,0.05878533541,0.07275807699,0.08658477353,0.1051773362,0.1371771741,0.02779943812,0.1053982626,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__crop,rigid_p2p,4950,0.0439232172,0.007744315781,0.1763148575,0.0274832617,0.03320549888,0.03797917261,0.04276126451,0.04897275463,0.05819379412,0.07362394466,0.01099358202,0.04614068297,0.4128848894,0.3954605835,0.4377746069,0.5877184538
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__crop,nicp_p2p,4950,0.03488042326,0.003703025063,0.1061634211,0.02642074196,0.02963652502,0.03220656731,0.03446675479,0.03714299249,0.0416015938,0.05481264746,0.004936425178,0.0283919055,0.1974252002,0.17757284,0.2693773578,0.4737172314
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__crop,nicp_p2tri,4950,0.03233831432,0.003961501419,0.1225017909,0.02324278386,0.0266794775,0.02947272952,0.03190606169,0.03476442931,0.03949984137,0.05328307633,0.005291699786,0.03004029247,0.2112057568,0.1903527604,0.2850169607,0.4385226082
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__noisy,latent_distance,4950,0.4546683096,0.1281068931,0.2817590107,0.1696223021,0.2817112654,0.3621537238,0.4361512363,0.5278924108,0.6914598674,1.134928942,0.1657386869,0.9653066397,12.55901115,12.84091198,13.51795032,10.77961748
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__noisy,raw_chamfer,4950,0.04275492668,0.01020039648,0.2385782709,0.02621411237,0.03073595454,0.03511857323,0.04046073409,0.04802565391,0.06308994339,0.09762335837,0.01290708068,0.071409246,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__noisy,rigid_p2p,4950,0.03292080065,0.005047350586,0.1533179779,0.02281416155,0.02657731613,0.02917962969,0.0319508084,0.03571285521,0.04251251756,0.05783140305,0.006533225525,0.0350172415,0.4948190589,0.5061737575,0.4903740547,0.7896744614
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__noisy,nicp_p2p,4950,0.0285397609,0.002613386291,0.0915700135,0.02257095732,0.02505487347,0.02669126045,0.02813044786,0.0300079117,0.03340865793,0.04401750684,0.003316651251,0.02144654952,0.2562043834,0.2569637034,0.3003329502,0.6952530272
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__noisy,nicp_p2tri,4950,0.02532248085,0.002887923777,0.114045847,0.01889172558,0.0214651224,0.02326586745,0.02486931554,0.02698788013,0.03075794193,0.04216433088,0.003722012675,0.0232726053,0.2831187771,0.2883698311,0.3259046497,0.6146530976
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__original,latent_distance,4950,0.4582359693,0.130158675,0.284042903,0.1661134958,0.2832394019,0.3650835678,0.4392118156,0.5336882323,0.702835086,1.14156878,0.1686046645,0.9754552841,11.30753949,11.22149242,12.74829248,10.40800508
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__original,raw_chamfer,4950,0.04478784376,0.01151078668,0.2570069401,0.02626272596,0.03102503648,0.03595334183,0.04219942364,0.05097849698,0.06762382685,0.1027792701,0.01502515514,0.07651654414,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__original,rigid_p2p,4950,0.03387475183,0.005629514854,0.1661861578,0.02248150671,0.0266388108,0.02965296242,0.03279993492,0.03706724792,0.0446063036,0.0602444783,0.007414285502,0.03776297159,0.4890643022,0.4934581661,0.4935268838,0.7772602583
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__original,nicp_p2p,4950,0.02866583056,0.002935353003,0.1023990216,0.02199360757,0.02470532759,0.02657569454,0.02819655793,0.03032490189,0.03423284535,0.04520367841,0.003749207349,0.02321007084,0.255008896,0.2495286946,0.3033340189,0.6681740056
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__original,nicp_p2tri,4950,0.02568135652,0.003191437139,0.1242705827,0.01847872085,0.02137069787,0.02341038948,0.02518606296,0.02750638524,0.03176700746,0.04367218844,0.004095995764,0.02519346759,0.2772562144,0.272609216,0.3292551679,0.596834288
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__remesh,latent_distance,4950,0.4568014316,0.1250522962,0.2737563579,0.175701052,0.2857985675,0.3648456261,0.4397765994,0.5294423699,0.6883457989,1.039494991,0.1645967439,0.8637939394,15.11658303,14.88581742,16.39446551,10.19848401
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__remesh,raw_chamfer,4950,0.04464947402,0.008272524019,0.1852770766,0.0280720529,0.03380777919,0.03843787552,0.04312176191,0.04949516175,0.06036008471,0.08076019566,0.01105728622,0.05268814276,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__remesh,rigid_p2p,4950,0.03489469843,0.006076244223,0.1741308708,0.02275262763,0.02723116163,0.03031823529,0.03361385304,0.03832309035,0.04667875311,0.06298525648,0.008004855059,0.04023262885,0.7345091061,0.7239439133,0.7635992985,0.779510195
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__remesh,nicp_p2p,4950,0.02913451006,0.002944274185,0.1010579611,0.02181080125,0.02508900692,0.02703253281,0.02868718185,0.03076888533,0.03457395132,0.04429712212,0.003736352515,0.02248632087,0.3559100195,0.3379086368,0.4267814293,0.6652599657
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__remesh,nicp_p2tri,4950,0.0261439896,0.003203282175,0.1225246117,0.01791682147,0.02177878734,0.02385033138,0.02566434276,0.02794303674,0.0321135787,0.0422664449,0.004092705358,0.02434962343,0.3872194468,0.3701365122,0.462146171,0.5951598827
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__up60k,latent_distance,4950,0.4448274941,0.1308477724,0.2941539678,0.1606286913,0.2666720107,0.3489385173,0.4255805314,0.5220974833,0.6837262809,1.066158772,0.173158966,0.9055300802,15.54553777,15.95857753,14.77685143,11.05074494
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__up60k,raw_chamfer,4950,0.04013052329,0.008417063104,0.2097421717,0.02392002634,0.02948102689,0.03381504494,0.03851147897,0.04466557129,0.05645716486,0.08520033931,0.01085052635,0.06128031297,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__up60k,rigid_p2p,4950,0.03323612936,0.005648842413,0.1699608986,0.02261134842,0.0260155098,0.02899315574,0.03221578766,0.03629235036,0.04391804624,0.0634181754,0.007299194614,0.04080682698,0.671117983,0.672704197,0.6659043501,0.8365242916
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__up60k,nicp_p2p,4950,0.02801627155,0.002901357905,0.1035597438,0.02132264908,0.02411753411,0.02591150872,0.02754794411,0.0296296268,0.03334616136,0.0457924152,0.00371811808,0.02446976612,0.3446995548,0.3426670707,0.3993087655,0.7153177403
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,down8k__to__up60k,nicp_p2tri,4950,0.02493794531,0.003155622652,0.1265389996,0.01742950286,0.02072883397,0.02265135037,0.02444312703,0.02671266536,0.03074726399,0.04415846401,0.004061314982,0.02672896115,0.3749078049,0.3742965872,0.4361753368,0.6346971783
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__crop,latent_distance,4950,0.4827858632,0.1226492149,0.254044752,0.2125110328,0.3146396071,0.3937673867,0.4649777859,0.5518109649,0.7104677528,1.195855021,0.1580435783,0.9833439887,7.643620495,6.480928682,11.09340528,8.143833292
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__crop,raw_chamfer,4950,0.05847220246,0.01604595819,0.2744202804,0.02796923596,0.03550974013,0.04542225683,0.0570956906,0.06980820305,0.08723607518,0.1166114485,0.02438594622,0.08864221258,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__crop,rigid_p2p,4950,0.0406670603,0.006876514682,0.1690929866,0.02747738304,0.03145401186,0.03534974414,0.03958873583,0.04495336413,0.05340891301,0.06928493745,0.009603619997,0.04180755441,0.4285512027,0.3938178126,0.4716438499,0.693375199
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__crop,nicp_p2p,4950,0.03357557875,0.003583380747,0.1067258073,0.0250840089,0.02864891128,0.03097887558,0.03306163355,0.03568430627,0.04024010118,0.05321717619,0.00470543069,0.02813316729,0.2233198356,0.1929566582,0.3173788929,0.5790565488
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__crop,nicp_p2tri,4950,0.03092130392,0.003799264607,0.1228688355,0.02198265862,0.02573085786,0.0281745447,0.03038635701,0.03314952972,0.03793940521,0.05122978313,0.004974985015,0.02924712451,0.2367739315,0.2040103333,0.3299457861,0.5322005337
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__down8k,latent_distance,4950,0.4660559533,0.1316706072,0.2825210283,0.1680446565,0.2860225126,0.3685947135,0.4473335296,0.540207088,0.703837359,1.067236066,0.1716123745,0.8991914093,11.99971704,12.14253499,13.34711267,10.95534932
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__down8k,raw_chamfer,4950,0.04362248065,0.01097280934,0.251540242,0.02573366381,0.03096046351,0.03532125839,0.04083242959,0.04945441713,0.06568656093,0.09310339623,0.01413315874,0.06736973242,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__down8k,rigid_p2p,4950,0.03512887747,0.007946367113,0.2262061212,0.02217547668,0.02619081282,0.02932142231,0.03310861983,0.03881565168,0.05088705733,0.08681173241,0.009494229374,0.06463625573,0.7241871127,0.671769811,0.9594257452,0.8108412889
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__down8k,nicp_p2p,4950,0.0275923581,0.002462143068,0.08923278899,0.02178299898,0.02424736476,0.02583867244,0.027256984,0.0289702579,0.03209192944,0.04079481123,0.003131585464,0.01901181225,0.2243858425,0.2215771805,0.2822010949,0.6675327496
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__down8k,nicp_p2tri,4950,0.02473447841,0.002643126704,0.1068600138,0.01851892689,0.0211351649,0.02282446292,0.02438858314,0.02621353494,0.02956874332,0.03878884859,0.003389072011,0.0202699217,0.240879671,0.2397957933,0.3008757934,0.5972846433
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__original,latent_distance,4950,0.4515887927,0.1339336434,0.2965831872,0.1438774914,0.2669331625,0.3537002951,0.4328173846,0.5285910815,0.7005168051,1.088605881,0.1748907864,0.9447283894,15.72031678,16.11584303,16.09440775,11.68100756
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__original,raw_chamfer,4950,0.03880176433,0.008519780189,0.2195719792,0.02407093549,0.02846112014,0.03238265763,0.03705308659,0.04323476049,0.05561156384,0.08277010629,0.01085210287,0.0586991708,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__original,rigid_p2p,4950,0.03363483251,0.005961145821,0.1772313217,0.02288463864,0.02636732535,0.02926004587,0.0323382242,0.03688917867,0.04520625207,0.0753329479,0.007629132805,0.05244830926,0.6996830539,0.7030096284,0.8935102241,0.8727538561
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__original,nicp_p2p,4950,0.02826439819,0.002688972349,0.09513637371,0.02238787853,0.02470595531,0.02636312411,0.02783216262,0.02967710633,0.03331513776,0.04435411828,0.003313982217,0.02196623975,0.3156152259,0.3053769631,0.374217207,0.7511428921
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__original,nicp_p2tri,4950,0.02531002137,0.002890623428,0.1142086522,0.01906472848,0.02147756305,0.02323630938,0.02483503573,0.02687712707,0.03066340637,0.04271026151,0.003640817688,0.02364553303,0.3392838035,0.3354942108,0.4028256738,0.6702555176
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__remesh,latent_distance,4950,0.4723929283,0.1290452506,0.2731735445,0.198378846,0.29463927,0.376908347,0.4551631957,0.547620818,0.7084764838,1.035290599,0.170712471,0.8369117528,16.99362352,17.742996,16.1578671,10.98620858
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__remesh,raw_chamfer,4950,0.04272634195,0.007593745413,0.1777298281,0.02657552419,0.0328760463,0.03718130925,0.04143041638,0.04680270977,0.05741242643,0.07837145417,0.009621400524,0.05179592998,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__remesh,rigid_p2p,4950,0.03387309019,0.005649685474,0.1667897863,0.02351907935,0.02690374482,0.02964031414,0.03269613947,0.03687798455,0.04474309514,0.06806789316,0.007237670412,0.04454881381,0.7439919521,0.7522470761,0.860083289,0.7891820147
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__remesh,nicp_p2p,4950,0.0287719626,0.002674053383,0.0929395544,0.02281740195,0.02517171836,0.02684664107,0.02837616765,0.03027258456,0.0337206052,0.0429636962,0.003425943488,0.02014629425,0.3521389299,0.3560753426,0.3889551604,0.6849114764
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__remesh,nicp_p2tri,4950,0.02586245285,0.002875206265,0.111172992,0.01964785663,0.02199979517,0.023801449,0.02542370603,0.02750089075,0.03116311846,0.04070013939,0.003699441752,0.02105228276,0.3786282142,0.3845013772,0.4064466603,0.613648335
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__up60k,latent_distance,4950,0.4659106394,0.1313874815,0.2820014621,0.1816082001,0.2857167318,0.3695050254,0.4465033859,0.5421099067,0.7048914671,1.054980159,0.1726048812,0.8733719587,13.9624012,14.98706028,14.40174589,11.29155742
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__up60k,raw_chamfer,4950,0.04158994823,0.00941009212,0.2262588082,0.0261544897,0.03023776399,0.03471346466,0.03954311786,0.04623039179,0.06045888269,0.0867979676,0.01151692713,0.06064347791,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__up60k,rigid_p2p,4950,0.03384447828,0.006233972598,0.1841946727,0.02326015751,0.02648642545,0.0293591448,0.03238091335,0.03699927963,0.04593571881,0.08054097484,0.007640134835,0.05728081733,0.6624773189,0.6633831009,0.9445503343,0.8188760801
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__up60k,nicp_p2p,4950,0.02821486411,0.002629451278,0.09319383101,0.02228797135,0.02474359179,0.02631750353,0.0278035294,0.02962803669,0.03310835821,0.04365743048,0.003310533164,0.02136945913,0.2794288562,0.2874493452,0.3523785223,0.7031193013
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,noisy__to__up60k,nicp_p2tri,4950,0.02532505564,0.002816308392,0.1112064049,0.01904517484,0.02162074377,0.02326387993,0.0248787057,0.02686235073,0.03057079883,0.04173287839,0.003598470793,0.02268770355,0.2992859534,0.3124506,0.3741161347,0.6291538716
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,original__to__crop,latent_distance,4950,0.4856670623,0.1243276904,0.2559936632,0.2149453461,0.3159292594,0.3954835683,0.4675097764,0.555880785,0.7155917376,1.219515562,0.1603972167,1.004570216,7.757432318,6.62448582,11.10290183,8.338556472
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,original__to__crop,raw_chamfer,4950,0.05757977089,0.01602691268,0.2783427657,0.02739128256,0.03505027048,0.0445950877,0.05606603229,0.06880786753,0.08646451957,0.1178694505,0.02421277984,0.09047816792,1,1,1,1
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,original__to__crop,rigid_p2p,4950,0.04002359311,0.006964699332,0.1740148445,0.02636457605,0.03070031098,0.0346529026,0.0389308381,0.04438126804,0.05287858921,0.06870745455,0.009728365444,0.0423428785,0.4345627552,0.4017863917,0.4679900077,0.6943747668
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,original__to__crop,nicp_p2p,4950,0.03288846022,0.003669832236,0.1115841913,0.02413496258,0.02783479711,0.030226439,0.03236472478,0.03502397431,0.03967114495,0.05289200793,0.004797535311,0.02875704535,0.2289793617,0.1981406242,0.317834081,0.577260838
facebench_remesh_100subj_norm,facebench_remesh_100subj_norm,,topology_pair,original__to__crop,nicp_p2tri,4950,0.03015329665,0.003906106114,0.1295415941,0.02096847883,0.02473406692,0.02733308071,0.02960239469,0.03244347133,0.03741020466,0.05094075931,0.00511039062,0.02997228048,0.2437216819,0.211061706,0.3312653336,0.5279916107
