scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,template_icp_chamfer
translation,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.29518142342567444,0.011638574302196503,0.011130576953291893
translation,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.30397024750709534,0.004438714124262333,0.0069861216470599174
translation,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.2580544352531433,0.005373059306293726,0.007265295833349228
translation,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.34372571110725403,0.0055320365354418755,0.006190722342580557
translation,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.3020934760570526,0.008515385910868645,0.008767256513237953
translation,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18363988399505615,0.0015294598415493965,0.0005078979302197695
translation,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.12098638713359833,0.0015523249749094248,0.0006988581735640764
translation,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.13752885162830353,0.002108948538079858,0.0015734594780951738
translation,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.06539157032966614,0.0004480959032662213,0.0005075288354419172
translation,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.1286880522966385,0.0001804424391593784,0.00026685764896683395
translation,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.18186336755752563,0.0006239111535251141,0.0005448378506116569
translation,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.1814916878938675,0.0006992608541622758,0.00028790358919650316
translation,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.1523635983467102,0.0006525532808154821,0.0002812982420437038
translation,13,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.11702316254377365,0.0005993738886900246,0.0001794077397789806
translation,14,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.10063843429088593,0.0008007668657228351,0.0005337856709957123
translation,15,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.24900195002555847,0.012703013606369495,0.0070355054922401905
translation,16,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.2743839621543884,0.006622929126024246,0.004513395018875599
translation,17,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.2512260973453522,0.006948623340576887,0.004803464747965336
translation,18,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.2878708243370056,0.008486337959766388,0.0031489687971770763
translation,19,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.24912232160568237,0.01048099435865879,0.0049858130514621735
translation,20,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.0,0.14802570641040802,0.001014087931253016,0.0004062448279000819
translation,21,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,original,id0485_GTready_original,0.0,0.12529432773590088,0.0015271931188181043,0.0007366593927145004
translation,22,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,remesh,id0485_GTready_remesh,0.0,0.16175144910812378,0.0017852126620709896,0.0018912706291303039
translation,23,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,up60k,id0485_GTready_up60k,0.0,0.09868133068084717,0.000522050482686609,0.0015145272482186556
translation,24,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,original,id0485_GTready_original,0.0,0.08224928379058838,0.0001603925775270909,0.0005911621847189963
translation,25,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,remesh,id0485_GTready_remesh,0.0,0.2140335589647293,0.0009536684374324977,0.0010451055131852627
translation,26,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,up60k,id0485_GTready_up60k,0.0,0.1806541383266449,0.0007119975634850562,0.0009329435415565968
translation,27,same_subject,id0485,original,id0485_GTready_original,id0485,remesh,id0485_GTready_remesh,0.0,0.19828595221042633,0.0011042591650038958,0.0007598847150802612
translation,28,same_subject,id0485,original,id0485_GTready_original,id0485,up60k,id0485_GTready_up60k,0.0,0.15707115828990936,0.0010378442239016294,0.0009294815245084465
translation,29,same_subject,id0485,remesh,id0485_GTready_remesh,id0485,up60k,id0485_GTready_up60k,0.0,0.10608804225921631,0.0006858463166281581,0.001299329218454659
translation,30,same_subject,id0489,crop,id0489_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.0,0.2375747114419937,0.014856848865747452,0.008887210860848427
translation,31,same_subject,id0489,crop,id0489_GTready_crop,id0489,noisy,id0489_GTready_noisy,0.0,0.3400082290172577,0.008248033933341503,0.006991645321249962
translation,32,same_subject,id0489,crop,id0489_GTready_crop,id0489,original,id0489_GTready_original,0.0,0.2485494464635849,0.008360468782484531,0.00664837472140789
translation,33,same_subject,id0489,crop,id0489_GTready_crop,id0489,remesh,id0489_GTready_remesh,0.0,0.26854464411735535,0.007337993010878563,0.005460504442453384
translation,34,same_subject,id0489,crop,id0489_GTready_crop,id0489,up60k,id0489_GTready_up60k,0.0,0.24496205151081085,0.012660190463066101,0.0068860361352562904
translation,35,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,noisy,id0489_GTready_noisy,0.0,0.23286888003349304,0.0010357374558225274,0.0012732930481433868
translation,36,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,original,id0489_GTready_original,0.0,0.14112791419029236,0.001441702013835311,0.0011489733587950468
translation,37,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,remesh,id0489_GTready_remesh,0.0,0.15788814425468445,0.0020949712488800287,0.001977123087272048
translation,38,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,up60k,id0489_GTready_up60k,0.0,0.0638246238231659,0.0002879104285966605,0.0002763542579486966
translation,39,same_subject,id0489,noisy,id0489_GTready_noisy,id0489,original,id0489_GTready_original,0.0,0.14101377129554749,0.00020824550301767886,0.0007916406029835343
translation,40,same_subject,id0489,noisy,id0489_GTready_noisy,id0489,remesh,id0489_GTready_remesh,0.0,0.18909822404384613,0.0009880089201033115,0.0014313939027488232
translation,41,same_subject,id0489,noisy,id0489_GTready_noisy,id0489,up60k,id0489_GTready_up60k,0.0,0.24258626997470856,0.000848566647619009,0.0009317566873505712
translation,42,same_subject,id0489,original,id0489_GTready_original,id0489,remesh,id0489_GTready_remesh,0.0,0.13141249120235443,0.0005854141199961305,0.0005534334341064095
translation,43,same_subject,id0489,original,id0489_GTready_original,id0489,up60k,id0489_GTready_up60k,0.0,0.15283647179603577,0.0009238925995305181,0.0010375685524195433
translation,44,same_subject,id0489,remesh,id0489_GTready_remesh,id0489,up60k,id0489_GTready_up60k,0.0,0.13348488509655,0.0011049475288018584,0.0016201352700591087
translation,45,different_subject,id0478,crop,id0478_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.4771696925163269,0.01696030981838703,0.012133527547121048
translation,46,different_subject,id0478,crop,id0478_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.47011542320251465,0.009877831675112247,0.010071586817502975
translation,47,different_subject,id0478,crop,id0478_GTready_crop,id0485,original,id0485_GTready_original,0.34237438440322876,0.4846098721027374,0.010466746985912323,0.00860133022069931
translation,48,different_subject,id0478,crop,id0478_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.5152759552001953,0.011718690395355225,0.008815597742795944
translation,49,different_subject,id0478,crop,id0478_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.48976409435272217,0.01401195302605629,0.011015680618584156
translation,50,different_subject,id0478,crop,id0478_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.5956281423568726,0.02474195510149002,0.018281124532222748
translation,51,different_subject,id0478,crop,id0478_GTready_crop,id0489,noisy,id0489_GTready_noisy,0.4157305955886841,0.5910348892211914,0.015661252662539482,0.016243748366832733
translation,52,different_subject,id0478,crop,id0478_GTready_crop,id0489,original,id0489_GTready_original,0.4157305955886841,0.5731739401817322,0.01621067337691784,0.012925379909574986
translation,53,different_subject,id0478,crop,id0478_GTready_crop,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.6160849332809448,0.014359195716679096,0.010459555312991142
translation,54,different_subject,id0478,crop,id0478_GTready_crop,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.6133803725242615,0.021641399711370468,0.016622290015220642
translation,55,different_subject,id0478,down8k,id0478_GTready_down8k,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.4210512340068817,0.009307144209742546,0.00541642727330327
translation,56,different_subject,id0478,down8k,id0478_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.3417357802391052,0.001094789244234562,0.0008683311170898378
translation,57,different_subject,id0478,down8k,id0478_GTready_down8k,id0485,original,id0485_GTready_original,0.34237438440322876,0.37392836809158325,0.0013298292178660631,0.0014634246472269297
translation,58,different_subject,id0478,down8k,id0478_GTready_down8k,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.4242079555988312,0.0019731672946363688,0.0016343439929187298
translation,59,different_subject,id0478,down8k,id0478_GTready_down8k,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.4043128788471222,0.0015547012444585562,0.0013593141920864582
translation,60,different_subject,id0478,down8k,id0478_GTready_down8k,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.50177401304245,0.006085911765694618,0.004848545417189598
translation,61,different_subject,id0478,down8k,id0478_GTready_down8k,id0489,noisy,id0489_GTready_noisy,0.4157305955886841,0.4798088073730469,0.0014277384616434574,0.0019457889720797539
translation,62,different_subject,id0478,down8k,id0478_GTready_down8k,id0489,original,id0489_GTready_original,0.4157305955886841,0.48865848779678345,0.0015255118487402797,0.0016674359794706106
translation,63,different_subject,id0478,down8k,id0478_GTready_down8k,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.523591935634613,0.0018857487011700869,0.001909628277644515
translation,64,different_subject,id0478,down8k,id0478_GTready_down8k,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.5417742729187012,0.0028826980851590633,0.0017126896418631077
translation,65,different_subject,id0478,noisy,id0478_GTready_noisy,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.47737494111061096,0.003527634311467409,0.0031435329001396894
translation,66,different_subject,id0478,noisy,id0478_GTready_noisy,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.473185658454895,0.003978908993303776,0.0017611654475331306
translation,67,different_subject,id0478,noisy,id0478_GTready_noisy,id0485,original,id0485_GTready_original,0.34237438440322876,0.4475861191749573,0.0014122219290584326,0.001343463663943112
translation,68,different_subject,id0478,noisy,id0478_GTready_noisy,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.5162274837493896,0.002609899267554283,0.0012988151283934712
translation,69,different_subject,id0478,noisy,id0478_GTready_noisy,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.5017628073692322,0.0030226584058254957,0.0013919919729232788
translation,70,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.5685306191444397,0.002494359854608774,0.0028441413305699825
translation,71,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.6166723370552063,0.007758490275591612,0.0030653278809040785
translation,72,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,original,id0489_GTready_original,0.4157305955886841,0.5565125942230225,0.0034398995339870453,0.001898743212223053
translation,73,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.5978713035583496,0.0034091277047991753,0.001652362523600459
translation,74,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.6290262341499329,0.006387852132320404,0.002242511138319969
translation,75,different_subject,id0478,original,id0478_GTready_original,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.41135841608047485,0.004382643848657608,0.0037980349734425545
translation,76,different_subject,id0478,original,id0478_GTready_original,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.4012199640274048,0.004141419194638729,0.0018379942048341036
translation,77,different_subject,id0478,original,id0478_GTready_original,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.35133156180381775,0.0014852529857307673,0.001282733166590333
translation,78,different_subject,id0478,original,id0478_GTready_original,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.44687262177467346,0.0026535221841186285,0.0013752573868259788
translation,79,different_subject,id0478,original,id0478_GTready_original,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.4290067255496979,0.0030378021765500307,0.002104794606566429
translation,80,different_subject,id0478,original,id0478_GTready_original,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.5013368129730225,0.0031600610818713903,0.003241118974983692
