metric,pair_type,count,mean,median,std,q10,q90
latent_distance,different_subject,300,0.5127561740080515,0.4958103150129318,0.12789651205780772,0.36168150305747987,0.7103072822093964
latent_distance,same_subject,180,0.16599190295156505,0.1490801647305488,0.06855768980324004,0.07400420159101487,0.26274080574512476
raw_chamfer,different_subject,300,0.006793070090158481,0.00483853928744785,0.0055626605240426666,0.00193785825977094,0.014732728525996186
raw_chamfer,same_subject,180,0.0032151349531583137,0.0010625279392115499,0.003852545503620941,0.0003679782559628701,0.00945120966061947
rigid_registered_chamfer,different_subject,300,0.009562455237416192,0.0043080348987131496,0.055209549125282545,0.0015993132488801099,0.013292964547872488
rigid_registered_chamfer,same_subject,180,0.0029169708379210785,0.00076396056101655,0.004668000823207103,0.00023142074642234,0.0082450035028159
nicp_correspondence,different_subject,300,0.10400076666193539,0.0983978776016265,0.03872115970541951,0.08441474615822242,0.12230059814901889
nicp_correspondence,same_subject,180,0.09253676745172193,0.08770158619395145,0.015270142444563265,0.07763845408297436,0.11601270431242816
