scenario,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,metric,metric_value,gt_rank,raw_abs_rank_error,metric_abs_rank_error,extra_abs_rank_error_vs_raw
clean,id0051,down8k,id0051_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.3394517600536346,0.003626013174653,0.0113644320517778,0.1161667089894551,rigid_registered_chamfer,0.0113644320517778,104.0,5.0,148.0,143.0
clean,id0084,down8k,id0084_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.5340049862861633,0.0070289145223796,0.0026604835875332,0.0979700628160587,rigid_registered_chamfer,0.0026604835875332,262.0,65.0,168.0,103.0
clean,id0084,noisy,id0084_GTready_noisy,id0158,original,id0158_GTready_original,0.4561443328857422,0.0053576445206999,0.0021141013130545,0.0908844675714308,rigid_registered_chamfer,0.0021141013130545,201.5,39.5,134.5,95.0
clean,id0084,original,id0084_GTready_original,id0478,noisy,id0478_GTready_noisy,0.5340049862861633,0.0059272972866892,0.0024329444859176,0.0870953526353923,rigid_registered_chamfer,0.0024329444859176,262.0,85.0,176.0,91.0
clean,id0084,down8k,id0084_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.3869602382183075,0.0048322780057787,0.0019657963421195,0.0905339589350446,rigid_registered_chamfer,0.0019657963421195,155.0,5.0,96.0,91.0
clean,id0158,up60k,id0158_GTready_up60k,id0267,down8k,id0267_GTready_down8k,0.3202216327190399,0.0035869209095835,0.0059125670231878,0.0954854683165659,rigid_registered_chamfer,0.0059125670231878,70.5,35.5,118.5,83.0
clean,id0051,down8k,id0051_GTready_down8k,id0456,original,id0456_GTready_original,0.3394517600536346,0.005241451319307,0.0098264645785093,0.1130507703823023,rigid_registered_chamfer,0.0098264645785093,104.0,55.0,135.0,80.0
clean,id0129,crop,id0129_GTready_crop,id0456,down8k,id0456_GTready_down8k,0.3427438139915466,0.0053930226713418,0.010116665624082,0.1132545107109473,rigid_registered_chamfer,0.010116665624082,118.5,45.5,124.5,79.0
clean,id0051,up60k,id0051_GTready_up60k,id0456,original,id0456_GTready_original,0.3394517600536346,0.0035895011387765,0.0054642846807837,0.1084566528138037,rigid_registered_chamfer,0.0054642846807837,104.0,3.0,80.0,77.0
clean,id0084,down8k,id0084_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.5340049862861633,0.008928439579904,0.0044346461072564,0.1015980793886474,rigid_registered_chamfer,0.0044346461072564,262.0,35.0,106.0,71.0
clean,id0051,crop,id0051_GTready_crop,id0084,noisy,id0084_GTready_noisy,0.6307607293128967,0.0180010013282299,0.0080325100570917,0.1175533303630503,rigid_registered_chamfer,0.0080325100570917,297.5,13.5,81.5,68.0
clean,id0084,crop,id0084_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.3869602382183075,0.006447228603065,0.0114885233342647,0.1126425390800832,rigid_registered_chamfer,0.0114885233342647,155.0,33.0,99.0,66.0
clean,id0084,original,id0084_GTready_original,id0478,down8k,id0478_GTready_down8k,0.5340049862861633,0.0045155528932809,0.0022570320870727,0.0824603473417552,rigid_registered_chamfer,0.0022570320870727,262.0,124.0,189.0,65.0
clean,id0051,original,id0051_GTready_original,id0456,remesh,id0456_GTready_remesh,0.3394517600536346,0.0046849218197166,0.0075386115349829,0.1113612238891102,rigid_registered_chamfer,0.0075386115349829,104.0,40.0,105.0,65.0
clean,id0059,up60k,id0059_GTready_up60k,id0478,noisy,id0478_GTready_noisy,0.3204611837863922,0.0027979805599898,0.0010575354099273,0.0923575268335493,rigid_registered_chamfer,0.0010575354099273,78.0,4.0,69.0,65.0
clean,id0059,original,id0059_GTready_original,id0068,remesh,id0068_GTready_remesh,0.3045295774936676,0.002940725069493,0.0039760936051607,0.1018727821089328,rigid_registered_chamfer,0.0039760936051607,47.0,33.0,98.0,65.0
clean,id0478,noisy,id0478_GTready_noisy,id0485,down8k,id0485_GTready_down8k,0.3423743844032287,0.0038494006730616,0.0016390890814363,0.082585797011349,rigid_registered_chamfer,0.0016390890814363,111.0,13.0,76.0,63.0
clean,id0084,up60k,id0084_GTready_up60k,id0485,down8k,id0485_GTready_down8k,0.3869602382183075,0.0031420993618667,0.0014589964412152,0.0763774031594088,rigid_registered_chamfer,0.0014589964412152,155.0,66.0,128.0,62.0
clean,id0478,noisy,id0478_GTready_noisy,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.0052369190379977,0.0027927088085561,0.0999881033271949,rigid_registered_chamfer,0.0027927088085561,184.0,26.0,87.0,61.0
clean,id0129,down8k,id0129_GTready_down8k,id0267,crop,id0267_GTready_crop,0.5515099167823792,0.0125435106456279,0.0068200295791029,0.1063010844969126,rigid_registered_chamfer,0.0068200295791029,285.5,27.5,87.5,60.0
clean,id0084,down8k,id0084_GTready_down8k,id0129,noisy,id0129_GTready_noisy,0.5342274308204651,0.0053905225358903,0.0028862720355391,0.1012897320255164,rigid_registered_chamfer,0.0028862720355391,268.0,105.0,162.0,57.0
clean,id0051,up60k,id0051_GTready_up60k,id0084,crop,id0084_GTready_crop,0.6307607293128967,0.0057294592261314,0.0033492564689368,0.0981958436983413,rigid_registered_chamfer,0.0033492564689368,297.5,124.5,180.5,56.0
clean,id0158,remesh,id0158_GTready_remesh,id0267,up60k,id0267_GTready_up60k,0.3202216327190399,0.0045938221737742,0.0063586877658963,0.1018195205494189,rigid_registered_chamfer,0.0063586877658963,70.5,69.5,122.5,53.0
clean,id0068,up60k,id0068_GTready_up60k,id0267,crop,id0267_GTready_crop,0.2843898236751556,0.0065183965489268,0.0101884882897138,0.1081645105726295,rigid_registered_chamfer,0.0101884882897138,26.0,165.0,218.0,53.0
clean,id0059,remesh,id0059_GTready_remesh,id0267,noisy,id0267_GTready_noisy,0.2867189645767212,0.0020510810427367,0.0026008791755884,0.0964530130321247,rigid_registered_chamfer,0.0026008791755884,32.5,6.5,58.5,52.0
clean,id0051,down8k,id0051_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.3394517600536346,0.003626013174653,0.0113644320517778,0.1161667089894551,nicp_correspondence,0.1161667089894551,104.0,5.0,149.0,144.0
clean,id0187,crop,id0187_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.3891295492649078,0.0058258972130715,0.0038444623351097,0.0835358409975836,nicp_correspondence,0.0835358409975836,166.0,10.0,144.0,134.0
clean,id0084,original,id0084_GTready_original,id0478,noisy,id0478_GTready_noisy,0.5340049862861633,0.0059272972866892,0.0024329444859176,0.0870953526353923,nicp_correspondence,0.0870953526353923,262.0,85.0,211.0,126.0
clean,id0068,down8k,id0068_GTready_down8k,id0267,noisy,id0267_GTready_noisy,0.2843898236751556,0.001873115543276,0.0020527353044599,0.0986282235815225,nicp_correspondence,0.0986282235815225,26.0,1.0,127.0,126.0
clean,id0084,original,id0084_GTready_original,id0478,down8k,id0478_GTready_down8k,0.5340049862861633,0.0045155528932809,0.0022570320870727,0.0824603473417552,nicp_correspondence,0.0824603473417552,262.0,124.0,248.0,124.0
clean,id0129,original,id0129_GTready_original,id0267,crop,id0267_GTready_crop,0.5515099167823792,0.0067436941899359,0.0048451987095177,0.0900404458396008,nicp_correspondence,0.0900404458396008,285.5,90.5,209.5,119.0
clean,id0129,original,id0129_GTready_original,id0485,down8k,id0485_GTready_down8k,0.4702528715133667,0.0044527994468808,0.0032554601784795,0.0835387327004648,nicp_correspondence,0.0835387327004648,219.0,83.0,196.0,113.0
clean,id0187,up60k,id0187_GTready_up60k,id0267,original,id0267_GTready_original,0.483904093503952,0.00508454721421,0.0040333215147256,0.0871466507031295,nicp_correspondence,0.0871466507031295,235.5,81.5,182.5,101.0
clean,id0051,up60k,id0051_GTready_up60k,id0456,original,id0456_GTready_original,0.3394517600536346,0.0035895011387765,0.0054642846807837,0.1084566528138037,nicp_correspondence,0.1084566528138037,104.0,3.0,104.0,101.0
clean,id0068,remesh,id0068_GTready_remesh,id0187,original,id0187_GTready_original,0.5425209999084473,0.0079986453056335,0.0082300556823611,0.0943454001229303,nicp_correspondence,0.0943454001229303,278.0,64.0,162.0,98.0
clean,id0059,remesh,id0059_GTready_remesh,id0267,noisy,id0267_GTready_noisy,0.2867189645767212,0.0020510810427367,0.0026008791755884,0.0964530130321247,nicp_correspondence,0.0964530130321247,32.5,6.5,101.5,95.0
clean,id0059,original,id0059_GTready_original,id0068,remesh,id0068_GTready_remesh,0.3045295774936676,0.002940725069493,0.0039760936051607,0.1018727821089328,nicp_correspondence,0.1018727821089328,47.0,33.0,126.0,93.0
clean,id0084,down8k,id0084_GTready_down8k,id0267,up60k,id0267_GTready_up60k,0.4591736793518066,0.0042570531368255,0.0027970524970442,0.0866677294395034,nicp_correspondence,0.0866677294395034,205.0,72.0,159.0,87.0
clean,id0084,up60k,id0084_GTready_up60k,id0485,down8k,id0485_GTready_down8k,0.3869602382183075,0.0031420993618667,0.0014589964412152,0.0763774031594088,nicp_correspondence,0.0763774031594088,155.0,66.0,152.0,86.0
clean,id0478,noisy,id0478_GTready_noisy,id0485,down8k,id0485_GTready_down8k,0.3423743844032287,0.0038494006730616,0.0016390890814363,0.082585797011349,nicp_correspondence,0.082585797011349,111.0,13.0,96.0,83.0
clean,id0084,noisy,id0084_GTready_noisy,id0158,original,id0158_GTready_original,0.4561443328857422,0.0053576445206999,0.0021141013130545,0.0908844675714308,nicp_correspondence,0.0908844675714308,201.5,39.5,116.5,77.0
clean,id0051,original,id0051_GTready_original,id0456,remesh,id0456_GTready_remesh,0.3394517600536346,0.0046849218197166,0.0075386115349829,0.1113612238891102,nicp_correspondence,0.1113612238891102,104.0,40.0,117.0,77.0
clean,id0158,remesh,id0158_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.2481215149164199,0.0022906048689037,0.0022581389639526,0.0952459047108069,nicp_correspondence,0.0952459047108069,8.5,42.5,116.5,74.0
clean,id0051,down8k,id0051_GTready_down8k,id0456,original,id0456_GTready_original,0.3394517600536346,0.005241451319307,0.0098264645785093,0.1130507703823023,nicp_correspondence,0.1130507703823023,104.0,55.0,128.0,73.0
clean,id0158,noisy,id0158_GTready_noisy,id0267,original,id0267_GTready_original,0.3202216327190399,0.0023330999538302,0.0030271671712398,0.1006966077899888,nicp_correspondence,0.1006966077899888,70.5,18.5,91.5,73.0
clean,id0068,down8k,id0068_GTready_down8k,id0158,remesh,id0158_GTready_remesh,0.3173516094684601,0.0037057274021208,0.0034964885562658,0.1033535397882846,nicp_correspondence,0.1033535397882846,63.0,51.0,121.0,70.0
clean,id0084,down8k,id0084_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.3869602382183075,0.0048322780057787,0.0019657963421195,0.0905339589350446,nicp_correspondence,0.0905339589350446,155.0,5.0,74.0,69.0
clean,id0129,crop,id0129_GTready_crop,id0456,down8k,id0456_GTready_down8k,0.3427438139915466,0.0053930226713418,0.010116665624082,0.1132545107109473,nicp_correspondence,0.1132545107109473,118.5,45.5,114.5,69.0
