subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,original,crop,0.322800,0.383218,0.015866,1,
id0001,id0018,original,crop,0.366204,0.459310,0.009949,1,
id0001,id0020,original,crop,0.345168,0.450608,0.009066,1,
id0001,id0026,original,crop,0.465494,0.453576,0.005583,1,
id0001,id0027,original,crop,0.364464,0.412854,0.009021,1,
id0001,id0041,original,crop,0.287332,0.430929,0.007981,1,
id0001,id0042,original,crop,0.491159,0.572766,0.005028,1,
id0001,id0045,original,crop,0.360608,0.352163,0.006965,1,
id0001,id0048,original,crop,0.335410,0.333747,0.010648,1,
id0001,id0056,original,crop,0.350707,0.530189,0.007446,1,
id0001,id0062,original,crop,0.483203,0.531296,0.005644,1,
id0001,id0069,original,crop,0.345951,0.510612,0.007529,1,
id0001,id0071,original,crop,0.455894,0.575933,0.003594,1,
id0001,id0072,original,crop,0.337381,0.407187,0.010874,1,
id0001,id0075,original,crop,0.409765,0.448314,0.004064,1,
id0001,id0080,original,crop,0.454938,0.481659,0.004708,1,
id0001,id0081,original,crop,0.402132,0.500389,0.015091,1,
id0001,id0086,original,crop,0.362781,0.449897,0.010410,1,
id0001,id0088,original,crop,0.287890,0.436231,0.015971,1,
id0001,id0097,original,crop,0.271231,0.362678,0.006133,1,
id0001,id0100,original,crop,0.340169,0.388894,0.005836,1,
id0001,id0106,original,crop,0.399704,0.508320,0.010099,1,
id0001,id0107,original,crop,0.313481,0.410363,0.012254,1,
id0001,id0110,original,crop,0.337847,0.338886,0.006022,1,
id0001,id0113,original,crop,0.369655,0.484168,0.012127,1,
id0001,id0115,original,crop,0.352460,0.369161,0.007942,1,
id0001,id0130,original,crop,0.292304,0.391145,0.008351,1,
id0001,id0132,original,crop,0.290086,0.379511,0.010993,1,
id0001,id0136,original,crop,0.364559,0.460728,0.013217,1,
id0001,id0153,original,crop,0.290769,0.492505,0.020059,1,
id0001,id0161,original,crop,0.321011,0.409615,0.014348,1,
id0001,id0169,original,crop,0.339859,0.422272,0.010731,1,
id0001,id0182,original,crop,0.353581,0.402756,0.009813,1,
id0001,id0183,original,crop,0.377801,0.562245,0.021906,1,
id0001,id0186,original,crop,0.276798,0.389508,0.009952,1,
id0001,id0197,original,crop,0.349722,0.397128,0.008570,1,
id0001,id0199,original,crop,0.333997,0.560461,0.016131,1,
id0001,id0206,original,crop,0.582220,0.627290,0.007264,1,
id0001,id0207,original,crop,0.366138,0.452482,0.011194,1,
id0001,id0208,original,crop,0.272983,0.367764,0.015145,1,
id0001,id0212,original,crop,0.421550,0.371136,0.004408,1,
id0001,id0220,original,crop,0.352810,0.353024,0.005735,1,
id0001,id0222,original,crop,0.346686,0.372135,0.015685,1,
id0001,id0224,original,crop,0.400929,0.522285,0.014291,1,
