n_pairs,spearman_latent_distance,pearson_latent_distance,spearman_raw_chamfer,pearson_raw_chamfer,spearman_rigid_p2p,pearson_rigid_p2p,spearman_nicp_p2p,pearson_nicp_p2p,spearman_nicp_p2tri,pearson_nicp_p2tri,scenario,sigma,noise_mode,topology_a,topology_b,pair_label
45,0.8192358366271408,0.821703792581989,-0.12384716732542818,-0.08700781171625713,0.01963109354413702,0.18454302916778015,0.04413702239789196,0.20495727825442617,0.04914361001317522,0.20131709328926156,translation_sigma0.0063,0.006309573444801929,translation,crop,up60k,crop__to__up60k
45,0.5844532279314888,0.6232803859633529,-0.24571805006587613,-0.23366628391835742,0.05454545454545454,0.09096508586481651,0.040052700922266135,0.06371177754568898,0.029776021080368906,0.060665377378923524,translation_sigma0.0063,0.006309573444801929,translation,down8k,crop,down8k__to__crop
45,0.7956521739130434,0.8347760191619104,0.5658761528326745,0.5978960178083431,0.567193675889328,0.6229710891259379,0.3861660079051382,0.47335501644768596,0.37720685111989455,0.47267466473374653,translation_sigma0.0063,0.006309573444801929,translation,down8k,noisy,down8k__to__noisy
45,0.7812911725955204,0.8270731649676133,0.5076416337285902,0.5149427656704225,0.5557312252964426,0.597988740947593,0.3895915678524373,0.46556442383962393,0.41752305665349143,0.4672877041408876,translation_sigma0.0063,0.006309573444801929,translation,down8k,original,down8k__to__original
45,0.8237154150197628,0.8439778412589635,0.44281949934123843,0.5112995372638377,0.37470355731225297,0.4261636737152333,0.2540184453227931,0.3200849586274357,0.24980237154150195,0.3146191871901501,translation_sigma0.0063,0.006309573444801929,translation,down8k,remesh,down8k__to__remesh
45,0.8077733860342555,0.8532279527942201,0.6857707509881422,0.7269014721110376,0.5843214756258234,0.6167706999779453,0.37667984189723314,0.46732383588301346,0.38590250329380754,0.47110686780968475,translation_sigma0.0063,0.006309573444801929,translation,down8k,up60k,down8k__to__up60k
45,0.6591567852437417,0.6834780996102036,-0.1577075098814229,-0.15411831767222212,0.26534914361001316,0.2971652513309399,0.0919631093544137,0.15052114485558535,0.11357048748353095,0.16106705955914855,translation_sigma0.0063,0.006309573444801929,translation,noisy,crop,noisy__to__crop
45,0.8306982872200264,0.8635539539367028,0.4351778656126482,0.4833915522956447,0.4631093544137022,0.5424811543451101,0.3474308300395257,0.42277398757649637,0.35125164690382077,0.42078275854716746,translation_sigma0.0063,0.006309573444801929,translation,noisy,down8k,noisy__to__down8k
45,0.8305665349143609,0.864063287650413,0.6757575757575757,0.739035438734483,0.5891963109354413,0.6234531308647114,0.3654808959156785,0.45719472400738775,0.36034255599472986,0.4526375901553241,translation_sigma0.0063,0.006309573444801929,translation,noisy,original,noisy__to__original
45,0.7986824769433465,0.824125318018607,0.5052700922266139,0.5788438972874417,0.49354413702239786,0.5840688596403744,0.23833992094861658,0.34441631114878807,0.2561264822134387,0.34225239515419614,translation_sigma0.0063,0.006309573444801929,translation,noisy,remesh,noisy__to__remesh
45,0.8152832674571805,0.8518085781603313,0.5836627140974967,0.604970537752917,0.578919631093544,0.6339330620606152,0.33530961791831354,0.4390740739358047,0.33162055335968377,0.44364887172390766,translation_sigma0.0063,0.006309573444801929,translation,noisy,up60k,noisy__to__up60k
45,0.6807641633728589,0.7260079649417915,-0.06495388669301712,-0.09151881024676801,0.27957839262187084,0.3175006542176842,0.09538866930171275,0.16304445739717438,0.10606060606060606,0.16929989840341847,translation_sigma0.0063,0.006309573444801929,translation,original,crop,original__to__crop
45,0.8492753623188405,0.8727647726677198,0.35151515151515145,0.40182440535361863,0.45046113306982866,0.5210097658451011,0.35454545454545455,0.42695393634486384,0.3430830039525692,0.42186681754164607,translation_sigma0.0063,0.006309573444801929,translation,original,down8k,original__to__down8k
45,0.8686429512516468,0.8911489585341256,0.7154150197628457,0.7489873640954975,0.5357048748353096,0.5836350113844054,0.4378129117259552,0.5272295399395246,0.4388669301712779,0.5204096170612529,translation_sigma0.0063,0.006309573444801929,translation,original,noisy,original__to__noisy
45,0.8254281949934124,0.8407286784324237,0.5316205533596837,0.5840860974749243,0.49723320158102763,0.5846128547454391,0.30948616600790513,0.4085551381027437,0.3100131752305665,0.40249952946579476,translation_sigma0.0063,0.006309573444801929,translation,original,remesh,original__to__remesh
45,0.8408432147562582,0.8684022044318288,0.4794466403162055,0.5209350581963663,0.539262187088274,0.6009516522747358,0.3397891963109354,0.46004636521422887,0.3527009222661396,0.45926058586083457,translation_sigma0.0063,0.006309573444801929,translation,original,up60k,original__to__up60k
45,0.6167325428194993,0.6574807178929725,-0.05296442687747035,-0.0593873053154678,0.4194993412384716,0.5329311324540779,0.14216073781291172,0.19891948480969354,0.1678524374176548,0.21791588538729584,translation_sigma0.0063,0.006309573444801929,translation,remesh,crop,remesh__to__crop
45,0.8197628458498022,0.8600398891408084,0.497760210803689,0.5693864891826667,0.17984189723320157,0.32980838759724646,0.23465085638998678,0.29867900390751084,0.21725955204216071,0.28515142461317083,translation_sigma0.0063,0.006309573444801929,translation,remesh,down8k,remesh__to__down8k
45,0.7978919631093543,0.8370625896672855,0.6583662714097496,0.7249859654452755,0.3686429512516469,0.4422337486784169,0.2567852437417655,0.36932102713636616,0.29907773386034253,0.37701981990181194,translation_sigma0.0063,0.006309573444801929,translation,remesh,noisy,remesh__to__noisy
45,0.7913043478260869,0.8283607565283685,0.6264822134387351,0.6847701967267477,0.3803689064558629,0.48649326070954263,0.3657444005270092,0.4450499729888083,0.3847167325428194,0.4501810333070963,translation_sigma0.0063,0.006309573444801929,translation,remesh,original,remesh__to__original
45,0.8098814229249011,0.864471645356375,0.62266139657444,0.6817501146642366,0.32766798418972326,0.44230175806019056,0.23359683794466402,0.3975235475706877,0.27259552042160734,0.3896834372649889,translation_sigma0.0063,0.006309573444801929,translation,remesh,up60k,remesh__to__up60k
45,0.6015810276679842,0.6316637150824342,-0.1818181818181818,-0.19547539968828065,0.26877470355731226,0.35151032278385047,0.10223978919631092,0.1967283776012768,0.10329380764163373,0.2076506743365039,translation_sigma0.0063,0.006309573444801929,translation,up60k,crop,up60k__to__crop
45,0.8329380764163372,0.8613522393152595,0.728722002635046,0.7689113117841717,0.5859025032938077,0.6364301249163725,0.3217391304347826,0.4116426562210647,0.30408432147562575,0.3973615975292093,translation_sigma0.0063,0.006309573444801929,translation,up60k,down8k,up60k__to__down8k
45,0.7969696969696968,0.8348093705927003,0.6401844532279314,0.7095070478302412,0.5885375494071146,0.6591111259446647,0.42160737812911725,0.5243109272563713,0.408300395256917,0.49977902464061275,translation_sigma0.0063,0.006309573444801929,translation,up60k,noisy,up60k__to__noisy
45,0.7795783926218708,0.8250303948841802,0.5761528326745717,0.6176906683130442,0.6148880105401844,0.6619568356868362,0.3740447957839262,0.49362596121810237,0.37628458498023715,0.48544572726059987,translation_sigma0.0063,0.006309573444801929,translation,up60k,original,up60k__to__original
45,0.8409749670619234,0.8451539506264608,0.5378129117259551,0.616070633285457,0.5415019762845849,0.6115137066364448,0.261528326745718,0.34171247144523414,0.2625823451910408,0.3404907704551927,translation_sigma0.0063,0.006309573444801929,translation,up60k,remesh,up60k__to__remesh
45,0.8031620553359683,0.8000922127904941,-0.10250329380764163,-0.06413649645178672,0.003162055335968379,0.1254773187729741,0.11633728590250329,0.2052419547908978,0.11093544137022396,0.20076441113471966,rotation_sigma0.0063,0.006309573444801929,rotation,crop,down8k,crop__to__down8k
45,0.8498023715415018,0.8450701784459679,-0.10250329380764163,-0.01315823045436713,-0.011330698287220024,0.1772838642102517,0.0032938076416337285,0.11527459755641185,0.02490118577075099,0.12051249632228857,rotation_sigma0.0063,0.006309573444801929,rotation,crop,noisy,crop__to__noisy
45,0.8347826086956521,0.8517329775946153,-0.08010540184453227,0.016637542765437312,0.04189723320158102,0.21129750819362336,0.08036890645586296,0.18356617825164323,0.06442687747035572,0.18160839607686635,rotation_sigma0.0063,0.006309573444801929,rotation,crop,original,crop__to__original
45,0.7783926218708828,0.7780352850877481,0.05467720685111989,0.10505068989898679,0.2624505928853755,0.43704547623925755,0.20447957839262185,0.3274274663242627,0.19934123847167326,0.33020670606710745,rotation_sigma0.0063,0.006309573444801929,rotation,crop,remesh,crop__to__remesh
45,0.8271409749670618,0.8266396849703753,-0.12753623188405797,-0.0929412828122965,0.002766798418972332,0.1937321901542681,0.12476943346508562,0.2587770614109179,0.13069828722002635,0.2523214593593484,rotation_sigma0.0063,0.006309573444801929,rotation,crop,up60k,crop__to__up60k
45,0.6022397891963108,0.6381593895164708,-0.22187088274044792,-0.22039160643632974,0.11080368906455862,0.1261719377165236,0.042028985507246375,0.07461479317743422,0.02542819499341238,0.0732705726052513,rotation_sigma0.0063,0.006309573444801929,rotation,down8k,crop,down8k__to__crop
45,0.8144927536231883,0.8455103364964314,0.5488801054018445,0.5907090608375893,0.5719367588932806,0.6329009368531227,0.41146245059288533,0.5055825617133264,0.4247694334650856,0.5039830688999715,rotation_sigma0.0063,0.006309573444801929,rotation,down8k,noisy,down8k__to__noisy
45,0.7965744400527008,0.8356428384728565,0.5167325428194993,0.5481887399677506,0.5421607378129117,0.6223136312156095,0.3847167325428194,0.46299283333195734,0.37944664031620545,0.46111762211311946,rotation_sigma0.0063,0.006309573444801929,rotation,down8k,original,down8k__to__original
45,0.8417654808959157,0.8528888366062974,0.4351778656126482,0.5220545554356197,0.40184453227931477,0.45416516602723334,0.27391304347826084,0.3496011620152361,0.27667984189723316,0.34963660912647604,rotation_sigma0.0063,0.006309573444801929,rotation,down8k,remesh,down8k__to__remesh
45,0.8184453227931487,0.8592412013677105,0.695520421607378,0.739336700953594,0.5574440052700921,0.633958213305896,0.3795783926218709,0.46186163070316416,0.3847167325428194,0.4617625680697145,rotation_sigma0.0063,0.006309573444801929,rotation,down8k,up60k,down8k__to__up60k
45,0.6487483530961792,0.6924646076883064,-0.14953886693017127,-0.15164311265079267,0.2540184453227931,0.3356925524593044,0.09710144927536231,0.19033291772351763,0.10131752305665347,0.19633322592095795,rotation_sigma0.0063,0.006309573444801929,rotation,noisy,crop,noisy__to__crop
45,0.8292490118577075,0.855677090525698,0.4351778656126482,0.47027752801538286,0.44532279314888007,0.538395825742109,0.27167325428194994,0.3828977116166995,0.2844532279314888,0.3741058015519043,rotation_sigma0.0063,0.006309573444801929,rotation,noisy,down8k,noisy__to__down8k
45,0.8279314888010539,0.8625458315902639,0.6910408432147561,0.7455284010541328,0.5476943346508564,0.6170575203158983,0.395125164690382,0.5005541048702804,0.4167325428194993,0.5063919152877628,rotation_sigma0.0063,0.006309573444801929,rotation,noisy,original,noisy__to__original
45,0.8014492753623187,0.8290584565328245,0.5076416337285902,0.5753723637662689,0.5072463768115941,0.5726424009425808,0.30948616600790513,0.3780115186289921,0.31857707509881417,0.37916361939591614,rotation_sigma0.0063,0.006309573444801929,rotation,noisy,remesh,noisy__to__remesh
45,0.8296442687747034,0.861590675827805,0.5530961791831356,0.5840935861369008,0.5379446640316206,0.6115840753083834,0.3429512516469038,0.4497495836992828,0.3403162055335968,0.4585873681680584,rotation_sigma0.0063,0.006309573444801929,rotation,noisy,up60k,noisy__to__up60k
45,0.6782608695652174,0.7204697067890805,-0.07575757575757575,-0.09334332152874264,0.3048748353096179,0.36824420116940226,0.11857707509881422,0.1857558424493808,0.13227931488801054,0.19476488680406318,rotation_sigma0.0063,0.006309573444801929,rotation,original,crop,original__to__crop
45,0.842687747035573,0.8597237280522635,0.3447957839262187,0.40102427213303177,0.4214756258234519,0.512491533804904,0.31712779973649535,0.3988882403889218,0.3447957839262187,0.3913960507696253,rotation_sigma0.0063,0.006309573444801929,rotation,original,down8k,original__to__down8k
45,0.8674571805006588,0.8880964118581607,0.7118577075098813,0.7387782692048688,0.5368906455862976,0.5672744115862898,0.46389986824769436,0.5162211922411489,0.45678524374176543,0.5165502090214085,rotation_sigma0.0063,0.006309573444801929,rotation,original,noisy,original__to__noisy
45,0.8287220026350461,0.8423689321114656,0.553623188405797,0.5926430931079703,0.5761528326745717,0.6220753994562288,0.3146245059288537,0.3873971554529079,0.31146245059288535,0.38208631693457945,rotation_sigma0.0063,0.006309573444801929,rotation,original,remesh,original__to__remesh
45,0.8442687747035573,0.871615527090068,0.4773386034255599,0.5085079088460526,0.5113306982872199,0.5913302067724021,0.3055335968379446,0.42685247853387603,0.29696969696969694,0.42611328792882225,rotation_sigma0.0063,0.006309573444801929,rotation,original,up60k,original__to__up60k
45,0.6325428194993411,0.6718687561771471,-0.05573122529644268,-0.05609432474128695,0.40922266139657437,0.5450928481836708,0.17707509881422925,0.2428239780888408,0.1823451910408432,0.2527072434528937,rotation_sigma0.0063,0.006309573444801929,rotation,remesh,crop,remesh__to__crop
45,0.806851119894598,0.8557609842919376,0.46416337285902504,0.5470364936339341,0.20922266139657444,0.3186447353656869,0.16640316205533598,0.28159531023548684,0.1729907773386034,0.2742760626482122,rotation_sigma0.0063,0.006309573444801929,rotation,remesh,down8k,remesh__to__down8k
45,0.8071146245059287,0.844139678567988,0.6296442687747035,0.7119496511649701,0.39196310935441364,0.48339824696092115,0.22239789196310936,0.3339179063570624,0.23715415019762845,0.34116671870074244,rotation_sigma0.0063,0.006309573444801929,rotation,remesh,noisy,remesh__to__noisy
45,0.7872200263504611,0.8313374166891601,0.6432147562582344,0.7125891070410746,0.4209486166007904,0.5107942549836316,0.33583662714097495,0.40655928494242966,0.32279314888010535,0.39707645650133033,rotation_sigma0.0063,0.006309573444801929,rotation,remesh,original,remesh__to__original
45,0.8235836627140973,0.8649572150834509,0.6277997364953886,0.6769348358110842,0.41515151515151505,0.5068060061536275,0.2913043478260869,0.3735849290728007,0.2909090909090909,0.36108672629266114,rotation_sigma0.0063,0.006309573444801929,rotation,remesh,up60k,remesh__to__up60k
45,0.6007905138339921,0.6424789179628306,-0.18748353096179182,-0.19702363582256927,0.2613965744400527,0.2954430013166156,0.09828722002635044,0.15200017809622574,0.10237154150197628,0.162745424586845,rotation_sigma0.0063,0.006309573444801929,rotation,up60k,crop,up60k__to__crop
45,0.8105401844532277,0.8511775093842147,0.7484848484848484,0.7846027213818377,0.49670619235836627,0.5754516271694201,0.32463768115942027,0.38679398535418774,0.30961791831357044,0.37104368350824707,rotation_sigma0.0063,0.006309573444801929,rotation,up60k,down8k,up60k__to__down8k
45,0.8035573122529645,0.8366515978134534,0.6508563899868247,0.7008039889177369,0.6056653491436099,0.6531781492468924,0.43833992094861657,0.4919666588697575,0.4322793148880106,0.48995670064126645,rotation_sigma0.0063,0.006309573444801929,rotation,up60k,noisy,up60k__to__noisy
45,0.7895915678524373,0.8247276552280874,0.6065876152832674,0.6421307845218758,0.5715415019762845,0.6446478291050102,0.38247694334650856,0.49594624381937163,0.3758893280632411,0.48889085978618885,rotation_sigma0.0063,0.006309573444801929,rotation,up60k,original,up60k__to__original
45,0.8430830039525691,0.8484677727880452,0.5332015810276679,0.6166545155806786,0.48972332015810277,0.578489436264404,0.2706192358366271,0.34245413146095127,0.2761528326745718,0.33929495548992344,rotation_sigma0.0063,0.006309573444801929,rotation,up60k,remesh,up60k__to__remesh
45,0.8122529644268774,0.7974228281830336,-0.10909090909090909,-0.05580466853783015,-0.006982872200263504,0.1555872064207003,0.08247694334650855,0.25005149280734557,0.09710144927536231,0.25692208148512746,jitter_sigma0.0063,0.006309573444801929,jitter,crop,down8k,crop__to__down8k
45,0.8351778656126481,0.841224060752232,-0.10579710144927534,-0.008102510664911888,0.0017127799736495386,0.19547097409001538,0.14901185770750988,0.26740632966326233,0.13096179183135703,0.2618402609231131,jitter_sigma0.0063,0.006309573444801929,jitter,crop,noisy,crop__to__noisy
45,0.8441370223978919,0.858574819835047,-0.07496706192358364,0.018113505756696402,0.04598155467720685,0.2443369194880291,0.20092226613965739,0.328258973821278,0.18221343873517787,0.329661687448982,jitter_sigma0.0063,0.006309573444801929,jitter,crop,original,crop__to__original
45,0.7624505928853755,0.7745403053860587,0.04743083003952568,0.11489655286483022,0.21976284584980238,0.4168703466516234,0.10144927536231883,0.2818794888751874,0.11818181818181817,0.288504258743042,jitter_sigma0.0063,0.006309573444801929,jitter,crop,remesh,crop__to__remesh
45,0.8328063241106718,0.8360502953170031,-0.12384716732542818,-0.08037360871729354,-0.01515151515151515,0.1632703513425341,0.09341238471673252,0.2296569603123016,0.09604743083003953,0.22369893305726737,jitter_sigma0.0063,0.006309573444801929,jitter,crop,up60k,crop__to__up60k
45,0.5516469038208168,0.5953053027056155,-0.219631093544137,-0.21862703736487693,0.10329380764163373,0.12734484508798122,0.09512516469038207,0.14795155172579344,0.09736495388669301,0.14859545403569677,jitter_sigma0.0063,0.006309573444801929,jitter,down8k,crop,down8k__to__crop
45,0.7824769433465084,0.8233041632737477,0.5646903820816864,0.6132345037583201,0.5500658761528326,0.621195991286519,0.4421607378129117,0.5412127265737978,0.4436100131752306,0.5434634447325235,jitter_sigma0.0063,0.006309573444801929,jitter,down8k,noisy,down8k__to__noisy
45,0.7649538866930171,0.8157375916087644,0.5438735177865612,0.5575960264755188,0.5320158102766798,0.6035555515107393,0.4088274044795784,0.5155495497960102,0.4284584980237154,0.5174399365606541,jitter_sigma0.0063,0.006309573444801929,jitter,down8k,original,down8k__to__original
45,0.8243741765480895,0.846363572642035,0.43083003952569165,0.5201906870272262,0.37971014492753613,0.4267377567377726,0.3438735177865613,0.3648044868415694,0.3245059288537549,0.3503648267995095,jitter_sigma0.0063,0.006309573444801929,jitter,down8k,remesh,down8k__to__remesh
45,0.7996047430830039,0.8508253967335054,0.6976284584980237,0.7489082413621997,0.5757575757575758,0.630824676162598,0.43491436100131753,0.5214840738191362,0.4367588932806324,0.5282827220443284,jitter_sigma0.0063,0.006309573444801929,jitter,down8k,up60k,down8k__to__up60k
45,0.6425559947299078,0.6693728219782396,-0.1533596837944664,-0.15767505754989422,0.2765480895915678,0.3560018093886013,0.1542819499341238,0.19072117545318995,0.16627140974967058,0.1925301879994244,jitter_sigma0.0063,0.006309573444801929,jitter,noisy,crop,noisy__to__crop
45,0.8256916996047431,0.8544808249898039,0.44255599472990775,0.4858708638231402,0.37549407114624506,0.4638910655020031,0.3077733860342556,0.4360931714905819,0.27826086956521734,0.43412938772985754,jitter_sigma0.0063,0.006309573444801929,jitter,noisy,down8k,noisy__to__down8k
45,0.8292490118577075,0.8643779383116678,0.6880105401844532,0.7494569129352475,0.5939393939393939,0.5992122805371942,0.497364953886693,0.5654234054362905,0.49499341238471667,0.5578121940914907,jitter_sigma0.0063,0.006309573444801929,jitter,noisy,original,noisy__to__original
45,0.8250329380764162,0.8417273261745216,0.5280632411067193,0.5833469795252932,0.5507246376811593,0.598515825399858,0.3266139657444005,0.4482293967080489,0.3121212121212121,0.4474061700141326,jitter_sigma0.0063,0.006309573444801929,jitter,noisy,remesh,noisy__to__remesh
45,0.8227931488801052,0.8681103792808159,0.5640316205533596,0.5873642903135876,0.5098814229249011,0.6093040508827223,0.38458498023715415,0.4995097434368694,0.3861660079051382,0.4983106842491698,jitter_sigma0.0063,0.006309573444801929,jitter,noisy,up60k,noisy__to__up60k
45,0.6691699604743082,0.7068965948704456,-0.09288537549407114,-0.10148338290096516,0.2546772068511199,0.33566046744816824,0.12687747035573121,0.17829919535136718,0.13162055335968378,0.18348962424994592,jitter_sigma0.0063,0.006309573444801929,jitter,original,crop,original__to__crop
45,0.8383399209486165,0.85049126843197,0.3492753623188405,0.40772712652137205,0.3915678524374176,0.4825937710578116,0.2930171277997365,0.42706049280425246,0.3110671936758893,0.4245934750142802,jitter_sigma0.0063,0.006309573444801929,jitter,original,down8k,original__to__down8k
45,0.8592885375494069,0.8806428678578574,0.706060606060606,0.7451883439648865,0.6042160737812912,0.648958167472778,0.4214756258234519,0.5672183527636546,0.45322793148880103,0.5686050635057398,jitter_sigma0.0063,0.006309573444801929,jitter,original,noisy,original__to__noisy
45,0.8299077733860342,0.8390448855164928,0.5151515151515151,0.5789403404575779,0.5333333333333333,0.6034529022505195,0.2985507246376811,0.42904059989007326,0.3111989459815546,0.4380407456046323,jitter_sigma0.0063,0.006309573444801929,jitter,original,remesh,original__to__remesh
45,0.8437417654808959,0.875289441388049,0.4687747035573122,0.5133758357842428,0.5059288537549407,0.5818345140881307,0.3757575757575757,0.47832758119053154,0.3727272727272727,0.4710455118642368,jitter_sigma0.0063,0.006309573444801929,jitter,original,up60k,original__to__up60k
45,0.6034255599472991,0.6478618275005853,-0.06047430830039525,-0.05525756176624674,0.41172595520421607,0.5143840079231248,0.18722002635046112,0.2484266334508734,0.20790513833992094,0.2566389269070339,jitter_sigma0.0063,0.006309573444801929,jitter,remesh,crop,remesh__to__crop
45,0.8050065876152832,0.849062343690205,0.5097496706192358,0.5798175419647789,0.22740447957839258,0.3229539374972088,0.21725955204216071,0.3239594661985182,0.21054018445322792,0.31702831992842656,jitter_sigma0.0063,0.006309573444801929,jitter,remesh,down8k,remesh__to__down8k
45,0.7986824769433465,0.8354966130471639,0.6583662714097496,0.7205317336145485,0.4150197628458498,0.4817763696453032,0.34229249011857704,0.398536242305645,0.34584980237154145,0.4111188675297171,jitter_sigma0.0063,0.006309573444801929,jitter,remesh,noisy,remesh__to__noisy
45,0.7745718050065876,0.8291082280976503,0.6341238471673254,0.7058448783660659,0.4852437417654808,0.5402576778442839,0.3201581027667984,0.4568879331476542,0.3372859025032938,0.46183607300668594,jitter_sigma0.0063,0.006309573444801929,jitter,remesh,original,remesh__to__original
45,0.824901185770751,0.8668210492547259,0.6231884057971013,0.6903298113752828,0.42397891963109346,0.49264967037165597,0.3563899868247694,0.4315641629704826,0.3496706192358366,0.4317444891392034,jitter_sigma0.0063,0.006309573444801929,jitter,remesh,up60k,remesh__to__up60k
45,0.5859025032938077,0.6179926504687607,-0.17641633728590247,-0.1920508368647915,0.20237154150197625,0.25412172675845485,0.04334650856389986,0.07549853069600371,0.04940711462450593,0.0797168865143414,jitter_sigma0.0063,0.006309573444801929,jitter,up60k,crop,up60k__to__crop
45,0.8229249011857707,0.8486711155482853,0.735836627140975,0.7833372290843851,0.5312252964426878,0.6042024198076518,0.3521739130434782,0.4438116333408931,0.3469038208168643,0.43519391217410247,jitter_sigma0.0063,0.006309573444801929,jitter,up60k,down8k,up60k__to__down8k
45,0.7988142292490118,0.8319200182611056,0.6470355731225296,0.7061968282740365,0.5731225296442687,0.6468968123626097,0.4334650856389987,0.5166938592638614,0.4399209486166008,0.5060459102278173,jitter_sigma0.0063,0.006309573444801929,jitter,up60k,noisy,up60k__to__noisy
45,0.7924901185770751,0.8277560114983704,0.6061923583662714,0.6407652757372548,0.5853754940711462,0.6464657918028253,0.4407114624505929,0.5261190755120857,0.4346508563899868,0.5089675917701203,jitter_sigma0.0063,0.006309573444801929,jitter,up60k,original,up60k__to__original
45,0.8470355731225296,0.8568649107990789,0.5513833992094861,0.6192438819580224,0.46442687747035566,0.5688590583141703,0.20922266139657444,0.3606163711291691,0.21607378129117258,0.3617171442415929,jitter_sigma0.0063,0.006309573444801929,jitter,up60k,remesh,up60k__to__remesh
45,0.7992094861660078,0.7941295737452048,-0.10250329380764163,-0.06305107527164693,-0.030566534914361,0.1526399910019583,0.1152832674571805,0.22060744211685512,0.12397891963109352,0.22370398126462449,translation_sigma0.0158,0.01584893192461114,translation,crop,down8k,crop__to__down8k
45,0.8461133069828722,0.8514874644263903,-0.11739130434782608,-0.03026049877808632,-0.00606060606060606,0.17683917480227562,0.057444005270092226,0.20157724364831534,0.05942028985507245,0.20410072561709583,translation_sigma0.0158,0.01584893192461114,translation,crop,noisy,crop__to__noisy
45,0.8579710144927535,0.8551797820472987,-0.10329380764163373,0.004132064082775338,0.004084321475625824,0.17253987197736104,0.057575757575757565,0.19334808255223043,0.08722002635046114,0.1866115508468914,translation_sigma0.0158,0.01584893192461114,translation,crop,original,crop__to__original
45,0.7745718050065876,0.7798202621650913,0.02424242424242424,0.07813952649253329,0.2284584980237154,0.41040643298691787,0.15138339920948615,0.22843787418119002,0.1450592885375494,0.23234140757342892,translation_sigma0.0158,0.01584893192461114,translation,crop,remesh,crop__to__remesh
45,0.8133069828722003,0.8275505187693992,-0.1295125164690382,-0.09400995397114777,-0.022924901185770747,0.16782868920403798,0.09525691699604742,0.22192055083864767,0.0986824769433465,0.2234685128184256,translation_sigma0.0158,0.01584893192461114,translation,crop,up60k,crop__to__up60k
45,0.5729907773386034,0.6161520393433988,-0.23781291172595517,-0.23534359382084144,0.16284584980237152,0.1732529582642283,0.041765480895915676,0.10321124949446603,0.045322793148880096,0.10740825113458745,translation_sigma0.0158,0.01584893192461114,translation,down8k,crop,down8k__to__crop
45,0.8010540184453228,0.834268676152139,0.5753623188405796,0.6176973885886035,0.6118577075098813,0.6632498577986796,0.43965744400527,0.5107843109344228,0.42872200263504606,0.503012907320445,translation_sigma0.0158,0.01584893192461114,translation,down8k,noisy,down8k__to__noisy
45,0.781159420289855,0.820005122599083,0.5275362318840578,0.5393380003235048,0.5503293807641633,0.6356442350263993,0.4213438735177865,0.4877929127318094,0.41462450592885375,0.48570716371458905,translation_sigma0.0158,0.01584893192461114,translation,down8k,original,down8k__to__original
45,0.8383399209486165,0.8497789354439372,0.44729907773386024,0.5274607723593627,0.4155467720685112,0.46958968435526266,0.3217391304347826,0.3772611315016256,0.3119894598155467,0.37353514310754754,translation_sigma0.0158,0.01584893192461114,translation,down8k,remesh,down8k__to__remesh
45,0.8101449275362318,0.8532979373045444,0.6894598155467719,0.738005470641604,0.5674571805006587,0.62626491346791,0.4317523056653491,0.4693056476909043,0.419235836627141,0.46791837872010894,translation_sigma0.0158,0.01584893192461114,translation,down8k,up60k,down8k__to__up60k
45,0.6573122529644267,0.6988730204693127,-0.17654808959156784,-0.16978015851373562,0.23886693017127794,0.26764179132874105,0.09591567852437417,0.15935161901766576,0.10131752305665347,0.16475009660450743,translation_sigma0.0158,0.01584893192461114,translation,noisy,crop,noisy__to__crop
45,0.8412384716732542,0.8575738433179823,0.4421607378129117,0.48992812251308804,0.4696969696969697,0.5526025670197595,0.2986824769433465,0.4135312325414997,0.3102766798418972,0.40275313283806013,translation_sigma0.0158,0.01584893192461114,translation,noisy,down8k,noisy__to__down8k
45,0.8229249011857707,0.8694836360001547,0.669828722002635,0.7351424988588289,0.5371541501976284,0.5917755268371591,0.3847167325428194,0.4740778585978359,0.38985507246376805,0.4730616306235363,translation_sigma0.0158,0.01584893192461114,translation,noisy,original,noisy__to__original
45,0.8042160737812911,0.8337700889143342,0.5093544137022398,0.5795321981665903,0.4840579710144927,0.5543381012152014,0.3055335968379446,0.3886297002961313,0.32714097496706185,0.39291671033991926,translation_sigma0.0158,0.01584893192461114,translation,noisy,remesh,noisy__to__remesh
45,0.8270092226613964,0.862086482909391,0.5633728590250329,0.5922695987965775,0.5571805006587615,0.6253436866115312,0.3284584980237154,0.42895027824978293,0.29459815546772067,0.4286282432219314,translation_sigma0.0158,0.01584893192461114,translation,noisy,up60k,noisy__to__up60k
45,0.672859025032938,0.7225598519454351,-0.08919631093544136,-0.10704706815528355,0.2993412384716732,0.3517272878974813,0.0836627140974967,0.15197365108296515,0.08603425559947299,0.1595070824403341,translation_sigma0.0158,0.01584893192461114,translation,original,crop,original__to__crop
45,0.8376811594202898,0.8535251681033502,0.3590250329380764,0.39946615143202624,0.4051383399209486,0.4849633694313096,0.2637681159420289,0.3325977052511261,0.2656126482213439,0.3244159395382167,translation_sigma0.0158,0.01584893192461114,translation,original,down8k,original__to__down8k
45,0.8720685111989459,0.8928984136092518,0.6911725955204215,0.7283392843264151,0.5380764163372859,0.6038234193958001,0.4571805006587614,0.5427701712116856,0.4555994729907773,0.5332084339824661,translation_sigma0.0158,0.01584893192461114,translation,original,noisy,original__to__noisy
