scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,template_icp_chamfer
rotation,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.3103443384170532,0.013405652716755867,0.011615962721407413
rotation,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.27946707606315613,0.004966404289007187,0.00542207108810544
rotation,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.22858232259750366,0.005369734950363636,0.008559677749872208
rotation,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.2877625823020935,0.006629385519772768,0.006037079729139805
rotation,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.31754836440086365,0.00982959195971489,0.008383830077946186
rotation,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.20569895207881927,0.0018965775379911065,0.0018489181529730558
rotation,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.18845798075199127,0.002512629609555006,0.0007484946982003748
rotation,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.15780100226402283,0.0024535548873245716,0.002844825852662325
rotation,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.09546570479869843,0.000616039615124464,0.0010245532030239701
rotation,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.13660983741283417,0.0002248881501145661,0.0007384992204606533
rotation,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.19644582271575928,0.0007582393009215593,0.0009016945259645581
rotation,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.19919775426387787,0.0007600735407322645,0.000511069898493588
rotation,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.15645582973957062,0.0007430895930156112,0.0013032241258770227
rotation,13,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.18062017858028412,0.0010771667584776878,0.0003604382218327373
rotation,14,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.12540405988693237,0.0009048214415088296,0.0009539657039567828
rotation,15,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.24057072401046753,0.011678598821163177,0.00637805787846446
rotation,16,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.29330557584762573,0.006367584690451622,0.004634624347090721
rotation,17,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.23880566656589508,0.00643028412014246,0.004446943290531635
rotation,18,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.2786388397216797,0.006866306997835636,0.004759006202220917
rotation,19,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.2827998697757721,0.00949146505445242,0.004951075650751591
