scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,template_icp_chamfer
mixed,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.3095499873161316,0.003684014081954956,0.004284015856683254
mixed,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.2886704206466675,0.001514830393716693,0.0018852126086130738
mixed,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.2537861466407776,0.001663496601395309,0.001757970079779625
mixed,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.25252097845077515,0.0018744561821222305,0.00198759906925261
mixed,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.30609339475631714,0.001731822732836008,0.0020514442585408688
mixed,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.2867548167705536,0.0015023298328742385,0.0014681648463010788
mixed,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.25936323404312134,0.0014128517359495163,0.0017830764409154654
mixed,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.24555851519107819,0.0016815809067338705,0.0016309504862874746
mixed,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.31671085953712463,0.0011809405405074358,0.0010225523728877306
mixed,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.3001795709133148,0.0007983379764482379,0.0008875947678461671
mixed,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.2639681100845337,0.0010068350238725543,0.0010354238329455256
mixed,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.2570336163043976,0.000683343387208879,0.0006808927282691002
mixed,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.19143323600292206,0.0009397277608513832,0.0011555540841072798
mixed,13,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.23202209174633026,0.0006473477114923298,0.0007911915308795869
mixed,14,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.22251121699810028,0.0007870825938880444,0.0008044507121667266
mixed,15,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.2953081727027893,0.003619398921728134,0.003701877547428012
mixed,16,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.22959676384925842,0.0018182327039539814,0.001732083735987544
mixed,17,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.2222495824098587,0.001778631005436182,0.0019165206467732787
mixed,18,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.30452761054039,0.0022080596536397934,0.0019829897210001945
mixed,19,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.28578028082847595,0.0017784652300179005,0.0017918258672580123
mixed,20,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.0,0.22385014593601227,0.0012256287736818194,0.0013263605069369078
mixed,21,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,original,id0485_GTready_original,0.0,0.27262839674949646,0.001274681300856173,0.0017405461985617876
mixed,22,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,remesh,id0485_GTready_remesh,0.0,0.28053903579711914,0.0016153320902958512,0.0017933445051312447
mixed,23,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,up60k,id0485_GTready_up60k,0.0,0.22604487836360931,0.0010042008943855762,0.0012586076045408845
mixed,24,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,original,id0485_GTready_original,0.0,0.18023176491260529,0.0007527242414653301,0.0010139592923223972
mixed,25,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,remesh,id0485_GTready_remesh,0.0,0.2786579430103302,0.0009966508951038122,0.0012072428362444043
mixed,26,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,up60k,id0485_GTready_up60k,0.0,0.18410125374794006,0.0006332649500109255,0.0007956596091389656
mixed,27,same_subject,id0485,original,id0485_GTready_original,id0485,remesh,id0485_GTready_remesh,0.0,0.26218748092651367,0.0009613663423806429,0.0011981530115008354
mixed,28,same_subject,id0485,original,id0485_GTready_original,id0485,up60k,id0485_GTready_up60k,0.0,0.2076912820339203,0.0006303422851487994,0.0007316899136640131
mixed,29,same_subject,id0485,remesh,id0485_GTready_remesh,id0485,up60k,id0485_GTready_up60k,0.0,0.22507184743881226,0.0007568498840555549,0.0008249680395238101
mixed,30,same_subject,id0489,crop,id0489_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.0,0.2569965124130249,0.004028531722724438,0.004137829411774874
mixed,31,same_subject,id0489,crop,id0489_GTready_crop,id0489,noisy,id0489_GTready_noisy,0.0,0.25112590193748474,0.0027273623272776604,0.0033821864053606987
mixed,32,same_subject,id0489,crop,id0489_GTready_crop,id0489,original,id0489_GTready_original,0.0,0.23302273452281952,0.0021319673396646976,0.0024811704643070698
mixed,33,same_subject,id0489,crop,id0489_GTready_crop,id0489,remesh,id0489_GTready_remesh,0.0,0.2847607433795929,0.0024463580921292305,0.002335940022021532
mixed,34,same_subject,id0489,crop,id0489_GTready_crop,id0489,up60k,id0489_GTready_up60k,0.0,0.2658500671386719,0.0023862598463892937,0.0024848305620253086
mixed,35,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,noisy,id0489_GTready_noisy,0.0,0.22983451187610626,0.0011308514513075352,0.001839108532294631
mixed,36,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,original,id0489_GTready_original,0.0,0.21442686021327972,0.0011742094065994024,0.0013607523869723082
mixed,37,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,remesh,id0489_GTready_remesh,0.0,0.29183271527290344,0.0016345572657883167,0.002045593224465847
mixed,38,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,up60k,id0489_GTready_up60k,0.0,0.29756632447242737,0.0009778982494026423,0.0011700359173119068
