scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.121101,0.598907,-0.477807,0.121568,0.590748,-0.469180,0,100,200,4950,9900,4950
mixed,gt_vertex_mean_l2,2.000000e-01,2.000000e-01,2.000000e-01,2.900000,0.007000,0.100790,0.375707,-0.274917,0.097686,0.413577,-0.315891,0,100,200,4950,9900,4950
