,id0000.id.txt,id0001.id.txt,id0002.id.txt,id0003.id.txt,id0004.id.txt,id0005.id.txt,id0006.id.txt,id0007.id.txt,id0008.id.txt,id0009.id.txt,id0010.id.txt,id0011.id.txt,id0012.id.txt,id0013.id.txt,id0014.id.txt,id0015.id.txt,id0016.id.txt,id0017.id.txt,id0018.id.txt,id0019.id.txt,id0020.id.txt,id0021.id.txt,id0022.id.txt,id0023.id.txt,id0024.id.txt,id0025.id.txt,id0026.id.txt,id0027.id.txt,id0028.id.txt,id0029.id.txt,id0030.id.txt,id0031.id.txt,id0032.id.txt,id0033.id.txt,id0034.id.txt,id0035.id.txt,id0036.id.txt,id0037.id.txt,id0038.id.txt,id0039.id.txt,id0040.id.txt,id0041.id.txt,id0042.id.txt,id0043.id.txt,id0044.id.txt,id0045.id.txt,id0046.id.txt,id0047.id.txt,id0048.id.txt,id0049.id.txt,id0050.id.txt,id0051.id.txt,id0052.id.txt,id0053.id.txt,id0054.id.txt,id0055.id.txt,id0056.id.txt,id0057.id.txt,id0058.id.txt,id0059.id.txt,id0060.id.txt,id0061.id.txt,id0062.id.txt,id0063.id.txt,id0064.id.txt,id0065.id.txt,id0066.id.txt,id0067.id.txt,id0068.id.txt,id0069.id.txt,id0070.id.txt,id0071.id.txt,id0072.id.txt,id0073.id.txt,id0074.id.txt,id0075.id.txt,id0076.id.txt,id0077.id.txt,id0078.id.txt,id0079.id.txt,id0080.id.txt,id0081.id.txt,id0082.id.txt,id0083.id.txt,id0084.id.txt,id0085.id.txt,id0086.id.txt,id0087.id.txt,id0088.id.txt,id0089.id.txt,id0090.id.txt,id0091.id.txt,id0092.id.txt,id0093.id.txt,id0094.id.txt,id0095.id.txt,id0096.id.txt,id0097.id.txt,id0098.id.txt,id0099.id.txt
id0000.id.txt,0.0,5628180.358054225,10480416.065076888,7284021.3827800965,3428567.8674849146,7887120.511672992,26597243.645127952,10540056.094926694,4483162.622434519,5211103.689763065,10961826.660489297,7497867.062939269,7477847.085526822,6499941.805950545,13109706.353417227,9739457.45762527,8499621.40454216,6901772.43159907,9450490.93582551,7265115.319267007,18321684.849889044,6517667.463182803,2632039.796060623,3469181.9515115046,10718961.532091806,6171192.685946545,22040240.785345573,7543864.427854668,8784691.096180882,4889751.221936814,7029301.974180305,6955047.599369057,15584064.968727944,7191525.53973529,5838300.179260294,5591101.271981063,5237359.769493718,5868444.779542724,5785644.100024926,5024331.9437499,3597405.2015572498,6365613.605546265,13855586.960551862,3910778.574459337,21974796.954986263,5587953.085253751,10557448.321684785,8313944.827860917,13033299.153889457,6256228.1277163355,7463936.059205687,5537907.377788681,5445001.996686355,8318903.421549481,6707401.365720749,3263719.5844810554,16193885.355545005,6219537.292476884,19255309.278545383,6050887.502235043,15011313.959598783,5141242.447947208,10158151.094306517,5586943.102787636,14013125.13750541,8527631.522010282,8011712.98109129,4762196.893338949,12875666.841374848,5389518.940328157,8741264.731722802,8746429.057584448,10019208.716989106,9070458.023172569,7028789.656822489,5062367.525314811,5361392.562128411,7035218.162937672,17698937.480266873,16672060.76680311,33652761.61759033,4621191.754609375,10128760.02126834,7562687.469564025,8316217.41921311,5728893.40936348,20676194.585521925,7721927.369793956,15310289.497670997,3088394.425626669,8428123.123522209,6144913.898410513,9815509.439544702,14995350.43596688,13502253.101649478,5085586.061654033,21197892.20876091,5874059.755069031,8872602.583292754,4780699.681139759
id0001.id.txt,5628180.358054225,0.0,5180663.498629302,1660541.019355285,4637009.164905122,1649050.8771503572,16408870.7632979,2718879.644114958,7185403.959423424,996812.6337339566,3963756.290883624,2118556.986358989,8774734.283088746,2150654.747502589,7238692.375130279,3775869.489521976,5581903.401849437,1861828.2997545223,4387052.232840234,1473199.0649764272,11235160.063714048,2288270.288634731,3582215.190543508,2594113.850324839,3154385.038467441,560537.0788223195,13411010.360112658,2451426.102090447,5004046.184890281,2349194.5090268967,5602831.462491177,1780340.3514986068,7072194.1648787735,2180431.562015317,5132968.903941503,1597589.143969002,5150953.130603595,2680283.917204654,3442662.515286782,1621414.75440146,8135792.840274769,3680882.7254902995,8397388.847109517,1594155.3194962232,12595556.410852408,3685728.474871357,7260167.002870901,1774334.5506502558,7357789.664055482,1892724.2956006425,4066817.0343447076,1082206.1722280716,4414392.769774477,1709665.328015883,3563666.303594617,3186751.213051448,14481257.139815237,836149.1564013459,16826696.263456646,2970109.9698848915,8443049.810611067,1595472.5912087488,4384302.056902933,1307768.210735625,8025981.531175142,2869363.73451413,4146706.996594104,1434828.0874021482,7383340.710817473,1076244.7746726964,5906929.266922312,2674282.936660922,6976464.836336403,7152370.130757605,3904954.7797441916,952398.5908641058,3504078.587650545,2628432.573289916,9945105.683438184,11237948.898510875,29744701.539934408,1587767.8932093692,5368793.714724619,1545985.926774412,4696864.345617193,1681747.0395024142,13984467.648254085,3756492.3037959402,9080098.228270765,1516572.6292845737,4787982.165729854,1662361.0860730743,4010550.3260587174,7171403.881484096,4882445.713222015,2154381.9198487788,11982364.332026826,1353987.1140204638,4533996.708517944,1616809.6293955885
id0002.id.txt,10480416.065076888,5180663.498629302,0.0,3982948.9868262694,10273188.385908289,4106157.44437937,11616186.59009178,6956355.227188292,8135416.462217335,5913359.037461291,3072505.0368625955,4104925.866724992,9260959.236781843,7341350.469093218,5786632.781174521,9178440.35257775,6672279.750372077,6875272.772004182,5262583.15291328,3574307.4865034246,4900272.005253157,5747824.251286157,8686748.648722053,8654544.637409532,6384622.252465633,4289436.169041903,8470375.281674154,10862274.358386673,3422832.5731625096,5176038.088805652,10908729.84164124,5176514.087356401,10181782.79102937,7606114.646839897,5324422.53802692,6901381.0064041065,8773127.589632919,11073516.934681851,6668074.18991914,5748304.05435351,12783378.967869772,3455037.6229286897,5081539.84540194,5950142.002310926,9794754.073468963,7235029.742288956,8225006.598618451,8068874.44619606,5823366.697057412,6932717.153928842,5501667.249383963,4815788.527684496,6616884.79149383,3536566.6000247747,3982317.2692108853,10086905.114258675,10095680.775091046,4602841.683878476,12741435.319523938,8208514.970734678,13769801.69436075,3820877.114398189,5275479.909013581,7352124.076177936,5598283.798344819,8575187.50536851,7639868.085151201,5964543.730903153,4649914.990494597,5553629.992754022,3729567.3896629177,6201588.1969982395,3889136.631471071,15993765.263327627,5522971.024578778,5018772.927596746,6078437.439670538,11019199.670268072,15783314.156456169,21072218.713904746,21712654.360387657,6005635.865963769,4259732.780572573,4969398.225529712,4468676.859790749,3250603.4531129585,6441099.777917272,9665915.469100803,6249247.801459777,6678152.934237205,6011936.525259004,8354128.44577221,4870225.86807112,11668248.594026113,3859064.4870664114,3768181.861983649,6449915.972167325,6421352.141193104,2805995.0534324655,4823538.982451024
id0003.id.txt,7284021.3827800965,1660541.019355285,3982948.9868262694,0.0,6494060.181645777,2109227.0959396884,13114751.0256332,3251119.39971736,8598616.321398836,1718271.256631239,3407409.832122386,1423847.4619839652,10087755.723575894,2585018.3545146505,5382522.050219461,5194756.834565263,5320670.072827252,1506063.0576988833,4499722.6947764205,1836915.3722032697,8703219.136631789,2131429.9277333934,4824147.187456843,4160250.893320551,4128851.2339224573,1229300.359402592,10932407.110460488,5545155.620158122,3774467.0312874806,3316776.5645892816,5572245.725050634,1971301.4797971898,8655150.590423977,3531816.722850681,6814110.895761934,2103413.409287218,6545569.4229228515,4772881.955177809,4615169.212383354,2259248.468418644,9327562.319789464,3429185.3602599874,6247595.428849551,1787969.5587932596,8800120.659744598,4856160.110509689,7209326.227776549,3150435.717258743,6802339.467738727,2711557.877106699,4962679.804562873,1983816.4837911264,4714757.765433771,1695720.2396052298,5674390.342440285,5356994.952035573,12152410.67144295,1457584.5987827019,15338820.428441988,2092713.9323861278,9920828.981701622,2303711.116125576,5873428.387041792,2083647.8415101767,6630970.044964778,3715720.251795005,3897376.032183087,1476372.8181044483,6611116.96587951,1747151.2822767468,5695265.914575316,3001211.0990542686,4494494.335779324,9182630.740471397,3800981.4499056605,1845389.7957256837,5153346.684474353,5394649.175754082,11369880.67016023,13388149.736362224,27069070.19516666,1803466.757626432,5009475.004518198,1709738.649744066,4598562.277241471,1740817.4740510765,11119611.450801302,3848134.100362898,6500648.999250492,2708558.1877884767,4459204.798087953,2892993.0577982846,4425788.447682015,6648925.410890336,4639096.880391963,2495925.049016003,8930624.966958372,1690563.3552894471,3418065.2711074194,1458097.634712218
id0004.id.txt,3428567.8674849146,4637009.164905122,10273188.385908289,6494060.181645777,0.0,6135830.503604411,20680617.987505887,10207175.064503282,3471760.4656487475,4201884.723004139,8521115.551062316,5801727.883123465,7357506.048028563,4901048.790833964,10402122.348325988,10028356.291948657,5983776.708246593,5820087.501850924,7338424.149695129,7254510.430638222,13776711.491589509,6174796.0608837,3245690.855292296,3786907.379172734,8157971.757532196,4762500.966212865,15956388.071328722,8585587.747501748,7845983.134454092,4973893.7377107125,5473710.600243645,7538285.011964448,13411262.829065803,7128620.407320984,3917215.575620356,5352853.1632077,4079232.2176235826,5625144.281935468,3635303.191626393,3592311.6954963156,3132318.3708886956,5320038.3505492145,10683924.886441011,3657174.473570849,16454945.954091337,5717532.264244181,10454064.254670516,8894379.911324989,10472321.094493924,6609975.055213208,5828335.266111624,5225619.073420628,5931578.552149072,6043359.601053027,5282359.832309825,4105510.4983519665,12774371.513186269,4396059.656807873,16280750.17021551,5612014.384199699,12897476.972455412,5528348.526372174,8852367.738716587,5707768.305820309,10504093.8681447,8698177.617384532,7442082.40359441,4393303.968888426,10225156.556853121,4130090.2392472844,7669667.9961433895,8600437.482233373,9609324.85612821,11726112.532886317,6201207.243153428,4359128.794568165,2975658.5242766924,7647539.553304924,15216373.93999342,18400221.19446067,30057891.367960017,4339578.869511037,6636988.819773354,6008262.377085657,6336688.985695556,5535680.112221747,16278944.5013214,7869787.901855696,12068739.4356414,4572204.796172213,4930741.804360086,5688837.233090751,6641765.26505485,14588933.198700115,10598790.473534644,3960550.0757044675,16356547.898568923,5845300.994004867,6796624.101179961,3958358.1142984834
id0005.id.txt,7887120.511672992,1649050.8771503572,4106157.44437937,2109227.0959396884,6135830.503604411,0.0,12228555.513790173,3723304.570607673,7909546.405938773,1920627.5191638474,2803385.9482710417,2417429.1175618097,8003056.565113331,2961431.7472942336,6803061.790961671,6387087.134271264,7339247.7204880435,2743006.8399789627,5602561.403094847,1920848.9835021968,8288585.672064813,4287582.73281651,6542827.4459954975,3319714.6593351783,5001856.819404145,863723.748811191,9211068.248547314,4976535.5518404925,4297925.9640855715,1904067.6420267292,9114821.404721033,2483903.0594856287,9198963.625107033,3781018.9364023404,5257858.227249728,2483028.4044790575,6014864.600705948,5582860.595413296,5009535.917256188,3502582.4934188467,9871870.44797585,1919198.4351791735,8588031.006190965,3360723.839500186,11564682.619629918,2806503.0697476603,8980498.495626772,3650448.2008626848,4662327.873050302,4153517.858336367,3989015.8859798806,951236.8597656382,5129473.644970528,1296772.5453482661,3375685.348020432,4853864.127557078,12119973.419402437,1297873.702849765,13151869.2212637,4390009.301618693,12124427.126928467,1510584.2692889664,4664944.01676689,3446191.0927658454,6005637.214142741,4534641.253063393,7206707.91755522,2180409.5325381136,5760227.526948152,1689566.9893519834,4010004.8492129655,2239822.419581401,6483432.794427074,11456983.464793295,4774453.585821775,1363171.2681210064,4413073.446966085,5785917.83020825,13568881.417162163,15947483.411371017,23711595.79877711,2446059.863993156,3908070.7218882176,3058255.9660767424,3878660.9883634294,1109409.334494011,9599117.512018962,7067307.003345717,7541032.277148586,2895218.280762778,5637262.520081942,3004805.1088432497,2929979.056363598,9775374.855539452,2663548.0215973696,1320554.1480097787,9417532.635254964,2363699.005408598,4062601.3529854347,1952403.7941968378
id0006.id.txt,26597243.645127952,16408870.7632979,11616186.59009178,13114751.0256332,20680617.987505887,12228555.513790173,0.0,19309648.59677131,19987256.979269248,17659796.23506426,8925577.743291266,13545990.521068653,15181025.559657792,13366385.909338124,17443037.838963788,28911419.65778379,16875272.355747905,15539130.397089358,17665834.12130185,17264420.495477114,9907507.51060776,19869684.36083328,24620543.574190747,19610472.32158759,17585569.28873756,12634368.652610378,2061527.5038955687,28384116.48586437,13930919.40724021,15013671.521462366,22163570.02616684,18630420.227001067,26922206.728414018,24718168.706936374,15669466.334919963,18644929.32021897,15486251.513672207,27560159.411658134,16592929.31625256,19318444.597402256,20434877.315450132,12217318.120433686,8901267.23031805,17258164.367532797,8924222.726388754,15436113.583664568,22363988.5569615,22124343.658141065,10105373.00343157,22876272.668227933,8798558.337718654,15157037.326666776,21675276.304204386,9215392.031097155,14568221.718851112,26470189.410956606,6664335.161094078,12922626.920244869,6283581.93028521,20269027.775180217,33241967.41620743,17155208.462363146,17523413.809449833,21450034.097855646,4952429.511159702,24976006.65981334,23999602.933565382,16460487.29115804,6835339.821890448,16285834.215460835,10224569.473793788,17069458.91139623,12166378.580853315,39841183.76255143,17409978.493665986,16853033.51259883,16189774.016455796,29023040.005502168,34165590.234388344,47193842.93743979,10632435.503065052,15616608.658693833,8766940.154182402,17580907.56064601,9742723.787192905,11829203.684704779,4170469.357186668,27928443.260430127,7265341.190237398,19704031.469429404,11580840.520374993,22872845.049446393,9719778.86167188,29969034.03149374,8505097.224384427,13401823.673739463,8623819.612540815,18970713.54647068,9684573.057564894,13887739.51947704
id0007.id.txt,10540056.094926694,2718879.644114958,6956355.227188292,3251119.39971736,10207175.064503282,3723304.570607673,19309648.59677131,0.0,14717000.786425998,2349190.967879171,4636084.988857873,2635062.9784849663,15102980.930733986,6666488.958729811,6548795.96003969,2515584.106771527,8392225.28089657,2753396.7477526553,4618578.6574623585,1947155.41958196,10788464.360260867,3537963.3785000304,7612637.294292224,6790369.009600232,4346475.940449993,3245498.455123146,17153975.36406161,3492895.8067265335,5194096.949822338,6654421.966513119,9993690.68910639,1743291.1390858304,4329161.4146241285,2025538.083559916,9808353.822666269,2966622.1062231585,10416976.984821605,3865582.2724675774,6580381.390459115,4475995.699960161,14590510.689185007,7949643.402829488,12418755.552087786,5509516.834250921,12790625.910668459,6383043.474246811,5011143.818336759,1078708.7221161632,6645620.728681373,2537768.2976465393,8772716.262810208,2780163.6481762184,4970577.814249211,4157471.4038477573,7864395.36410736,5995453.527908877,22429503.707890898,2724216.0581076313,24010218.83162031,3957320.6972294226,6305052.325491063,3895725.3070901576,3852257.471987831,2156189.476069729,12170559.416487662,1348739.3143573252,4452919.6050235685,4093691.144676767,12234445.09912704,3677378.0398554336,8391992.127989309,1261669.5027009659,7890556.746680818,6507116.868503041,3349279.944036999,2144395.66175976,7713239.740017909,3151015.6084159566,6423690.985718461,7995395.9311778955,38452656.600306354,3337555.9734093985,8919789.36134324,2080236.7905235651,7088229.304739929,4576599.791794974,15918213.471399946,4033012.342622201,9867001.222243918,4210189.479250834,8572324.39834589,2539777.015502995,5697686.111730682,3831050.1540244655,4933817.528120324,4936993.058890203,12606339.816627882,2807093.7219457338,7984582.209097323,3617001.880203755
id0008.id.txt,4483162.622434519,7185403.959423424,8135416.462217335,8598616.321398836,3471760.4656487475,7909546.405938773,19987256.979269248,14717000.786425998,0.0,7986057.131775428,9529147.094279991,8133072.226133527,5345310.863470605,6340259.232877078,12017631.713799385,14398517.278946629,6652666.472726394,9854950.412691124,10174668.267582322,8763310.62801454,14115229.8650928,8716374.241281496,4763917.818373117,5620572.260766208,10844997.496515179,6769284.129607101,14227620.475790467,13068812.267863682,8076765.32499502,4818817.57271032,6698946.557120813,9622206.634487642,18803646.156156283,11171801.056800274,2744482.3579044207,8281326.093188199,4322337.47571452,10774287.700322594,5675804.329183919,5682816.658749738,3849216.9635271737,4759395.954403966,8768131.880207414,5108673.531258639,17913212.504261684,7522505.56964819,14399749.469266225,13451291.549047297,12062176.351314977,9661874.091332678,5434080.7351156,7236442.286430172,7270198.717051024,7243419.738189264,4387987.382262751,6991472.293090981,8500922.298933674,6830809.671574578,12100275.818926936,9404092.14640573,18591601.236774374,6359028.993926002,11830630.380292214,9790673.37287168,8680856.979625914,13519218.653496942,11003583.93659965,6685922.238211466,7640904.892499573,6748063.197226415,6256761.680461315,12283599.341642248,9423166.822729465,16896023.793682296,9568315.180225844,7114052.72841899,4211809.003441904,12368515.598415634,22106658.378157664,26145236.010708608,23111729.197920684,7410809.862323805,6320069.357434412,9187528.234572446,6822968.593048422,5918087.544932992,14106669.477285106,12330925.730569951,12102432.69868952,6994543.08290844,5757446.099455287,10189057.41227769,8444712.87595629,20506299.43134415,12044722.651841873,5060524.462131272,16637361.15656051,8646859.844813306,6137084.140939787,5783001.099665197
id0009.id.txt,5211103.689763065,996812.6337339566,5913359.037461291,1718271.256631239,4201884.723004139,1920627.5191638474,17659796.23506426,2349190.967879171,7986057.131775428,0.0,4589459.618875068,1672724.0155228504,10178730.66923246,3180907.5826552594,5661592.043853491,3186941.470943113,5311769.197624743,1643347.640084141,4247921.784359624,1769426.336242191,10651265.855919253,1940092.3362183764,3616345.3791267597,2883424.5304045845,3714774.973009622,1310955.207397658,14544865.943015872,3062193.337270022,4518549.375023197,3184388.6042939224,6250406.991538203,1606607.9125858466,6004195.147570185,1474677.0216734966,6101325.329847048,1628655.2074658787,5667179.449192562,1813172.7040088642,3105950.167709213,1546505.2364964557,7923661.007129367,3896292.2757026013,9589490.910942199,1877307.874403616,12549009.580073852,3683336.1668835804,6107667.141398882,2112896.1871877657,6534930.396253718,1908053.2698310749,5869011.759940649,1362387.2199522976,3263142.9381640675,2354414.379021047,4757302.348620808,2685446.3090701583,16057380.156502966,1220819.794843999,18922476.018123757,1872352.9094611385,7255012.725832075,1945526.6677340257,4616178.92530855,1058504.590201681,9812950.800269382,1957300.033302144,3456496.3632210507,1352546.787351954,9188338.414802428,905191.0774204567,6163230.984812108,1970803.2328940004,6634717.430710667,6041268.492006437,2775062.24075063,693998.8670809282,3670973.4773954316,2484295.716393871,8658313.12942157,9611943.158911439,32743794.514330406,1146497.5385441903,5885112.035484579,1235663.4250210503,5331231.856985816,2089154.2219506686,14570450.656783922,2956337.7341918503,9161680.724202903,1713717.6091416026,5333572.846984131,1077149.6674856816,4024999.54844327,5862077.02831862,5616974.756357974,1930160.661555528,11915785.370781006,1281448.2685482032,5611429.0894037485,1396530.1058055393
