file,centroid_shift,scale_ratio,orientation_diff_deg
id0036_GTready.obj,7.489671808704762e-06,1.0277360370600486,0.7408887729357891
id0037_GTready.obj,8.658660346459785e-06,1.0384532284104135,1.5714950148682867
id0038_GTready.obj,5.845955498789272e-06,1.0256352989863011,0.7076283806693909
id0039_GTready.obj,1.4035923394080458e-05,1.0440828258370989,1.1697855390237064
id0040_GTready.obj,5.242789776872856e-06,1.0288256822410298,0.7737789048395435
id0041_GTready.obj,1.1154133906706268e-05,1.01818705731975,1.0193682935403994
id0042_GTready.obj,1.0951328953237472e-05,1.0465730900082013,2.807164014708966
id0043_GTready.obj,1.2321967678010702e-05,0.9909737857332399,0.22597792257302707
id0044_GTready.obj,7.00277851840957e-06,1.0068661804614436,3.4492395485014318
id0045_GTready.obj,7.922867021990949e-06,1.0107946488047541,0.6568042665156817
id0046_GTready.obj,1.696463508320765e-05,1.025604438309139,0.7140432480112128
id0047_GTready.obj,3.4424981821542943e-06,1.0562882624123306,3.19986048025598
id0048_GTready.obj,6.68267428257502e-06,0.9930023037599337,0.4161921747036235
id0049_GTready.obj,9.133737766904142e-06,1.0363808655839488,1.2814819650267846
id0050_GTready.obj,1.0082233295409312e-05,1.0342000133062228,0.7218643379437726
id0051_GTready.obj,2.589012377096823e-06,1.0072697731522031,1.6413654930717436
id0052_GTready.obj,1.2029327121835299e-05,1.001262404968056,1.4204301535110992
id0053_GTready.obj,9.354216222683088e-06,1.0128680129676464,2.1293008359309895
id0054_GTready.obj,1.1557251024203273e-05,1.0222167272209832,0.9148462047346343
id0055_GTready.obj,2.6496147000739044e-06,1.0361745319799174,2.2006429162804158
id0056_GTready.obj,1.2758354240251982e-05,1.0542217702943941,1.2216482118721192
id0057_GTready.obj,7.937861423323608e-06,1.0199057394276325,1.5135691312794881
id0058_GTready.obj,5.305353798747115e-06,1.0447780930145811,0.5669573460032463
id0059_GTready.obj,9.717247699724493e-06,1.0284539895931575,0.6697138835376935
id0060_GTready.obj,1.764891786959471e-05,1.0019871152772923,0.18399912897376414
id0061_GTready.obj,7.574236252153792e-06,1.0267284079054289,2.6190218519201705
id0062_GTready.obj,1.1228714179337386e-05,1.050580601623444,1.0363769239958964
id0063_GTready.obj,1.1947044886109633e-05,1.0290688187231978,0.9485989312462056
id0064_GTready.obj,1.0669933635082173e-05,1.0415352088436354,0.844769611096804
id0065_GTready.obj,4.995061553247317e-06,1.0170302811580412,2.6252044580999625
id0066_GTready.obj,4.938915217518198e-06,1.03788939692122,0.3019102838260932
id0067_GTready.obj,1.0521909153010989e-05,1.0389717150561069,1.539114179586787
id0068_GTready.obj,1.003233905187017e-05,1.0175128738084107,2.8962429132590675
id0069_GTready.obj,7.280072806174006e-06,1.026979135603988,1.7647987466295552
id0070_GTready.obj,1.4074910532364736e-05,1.0196023153993627,1.939390803798291
id0071_GTready.obj,4.420633580231918e-06,1.0381197206386135,3.2654669972575987
id0072_GTready.obj,9.340664795436652e-06,1.0484721752693786,1.3112456106115888
id0073_GTready.obj,1.2223522908454753e-05,0.9929991724239573,1.065996374120372
id0074_GTready.obj,8.907885086175001e-06,1.033929386697127,1.0545289866069363
id0075_GTready.obj,1.5575915575196438e-05,1.0131562315077636,1.218496044198975
id0076_GTready.obj,7.2749712309176076e-06,1.0217350720460636,0.467832781099044
id0077_GTready.obj,1.0028202656242822e-05,1.0164788355562904,1.8159840720806644
id0078_GTready.obj,3.8138248301754602e-06,1.0490563471929386,1.137213830566416
id0079_GTready.obj,4.176135447143415e-06,1.0491994999987257,1.1701489092805752
id0080_GTready.obj,1.3541914821800095e-05,1.048098644968091,0.34446012880495464
id0081_GTready.obj,5.791580027127444e-06,1.0181873316911902,1.694559378972466
id0082_GTready.obj,1.2566531935089676e-05,1.0196164727545243,1.1749865806886959
id0083_GTready.obj,1.2916635593624525e-05,1.013784688781616,3.5589289442436733
id0084_GTready.obj,3.96009361081736e-06,1.0177859594263465,3.994091556062502
id0085_GTready.obj,9.685937112806782e-06,1.0337587612379613,2.403067540936199
id0086_GTready.obj,7.857101411594877e-06,1.0150037539363341,3.334165098371389
id0087_GTready.obj,6.029015797167261e-06,1.0353331230355944,2.3212203207331714
id0088_GTready.obj,1.0237857489121731e-05,1.012104012878957,2.8847072075664353
id0089_GTready.obj,2.7514113126607213e-06,0.9951863415220975,1.2464960392549962
id0090_GTready.obj,8.169156302486073e-06,1.0442888570792679,2.5974977726152715
id0091_GTready.obj,8.03925075113103e-06,1.028428242106943,1.5377865510231234
id0092_GTready.obj,2.2017721870459265e-05,0.9985374702338707,0.9498078632849825
id0093_GTready.obj,1.550165821433637e-05,1.032617304487744,0.5821370887550921
id0094_GTready.obj,8.792257287815973e-06,1.0313216128856864,3.5395418306418844
id0095_GTready.obj,1.0149604606115665e-05,1.0416876530701877,3.0803828907475097
id0096_GTready.obj,1.726792458791857e-05,1.0163278647876741,1.9963492867518173
id0097_GTready.obj,3.99359496050905e-06,1.0176112775177684,1.9609130520932188
id0098_GTready.obj,1.6495411727234162e-05,1.0254206040813483,2.8667147720793187
id0099_GTready.obj,7.192641403624327e-06,1.0117859300838616,0.1350292692042111
id0100_GTready.obj,1.77671591768851e-05,1.0329415986275337,1.861383825352541
id0101_GTready.obj,5.578183164341832e-06,1.0463826954070299,1.3270697396118305
id0102_GTready.obj,1.0106070312025051e-05,1.0171001945846097,1.5662518857685346
id0103_GTready.obj,9.57625624197082e-06,1.040976064849166,2.952833098816707
id0104_GTready.obj,7.56551772043617e-06,1.0162464266674802,0.7878473263173523
id0105_GTready.obj,3.226225268730376e-06,1.0295470691214763,4.613993914565917
id0106_GTready.obj,1.4601380049268689e-05,1.03843338227262,1.1719792481655076
id0107_GTready.obj,8.752604831865487e-06,1.0190743349826832,1.6902552583755248
id0108_GTready.obj,1.1953443459643553e-05,1.0150590951892267,1.9912987938642852
id0109_GTready.obj,4.548099235480552e-06,1.0424365555008652,2.616064788633822
id0110_GTready.obj,1.3319514265322681e-05,1.0310456093037397,1.2521906391895283
id0111_GTready.obj,8.279851659411788e-06,1.0477729211999771,0.3919298292313207
id0112_GTready.obj,7.850070074956183e-06,1.0687536459744191,1.443152207127146
id0113_GTready.obj,1.0559435207710437e-05,1.0193141824806309,1.8908520390197985
id0114_GTready.obj,7.433697237325305e-06,1.0006055794404658,0.8846373612284004
id0115_GTready.obj,8.787750064083264e-06,1.0229095899322078,3.767679901671699
id0116_GTready.obj,7.882529518125592e-06,1.0341422863992888,3.3146780636888424
id0117_GTready.obj,1.697206144843439e-05,1.0338195951367315,0.8469503448979083
id0118_GTready.obj,7.631323018913467e-06,1.0364743793078084,2.485932441342057
id0119_GTready.obj,5.521289756780218e-06,1.036528845902305,0.6496131939722887
id0120_GTready.obj,1.4695531379432586e-05,1.0416639380053154,1.3117352672347065
id0121_GTready.obj,6.612677877254225e-06,1.0435582249502817,5.102554574742243
id0122_GTready.obj,7.308710351764338e-06,1.0505872064398794,1.649080189541277
id0123_GTready.obj,2.1208714479490258e-05,1.0240882432529075,2.5508070949407906
id0124_GTready.obj,9.895545569043133e-06,1.006571427326101,2.2541711760602965
id0125_GTready.obj,8.655240052595075e-06,1.017401772529559,1.5958194345072627
id0126_GTready.obj,5.275666632901323e-06,1.0169278036766936,0.4788706344285866
id0127_GTready.obj,4.066036861150163e-06,1.0497673281611222,1.446865357171635
id0128_GTready.obj,1.029984272814675e-05,1.034258970011703,3.989070504595689
id0129_GTready.obj,2.0244495090441996e-05,1.0232127252312686,1.8907211446630379
id0130_GTready.obj,1.3228336362663403e-05,1.04046810526641,2.153815799356924
id0131_GTready.obj,1.1018204760384905e-05,1.0287914639861842,3.2441708918404095
id0132_GTready.obj,6.1271175143252e-06,1.0197624495733242,1.015855906635058
id0133_GTready.obj,5.525878305331022e-06,1.009319598636714,1.6221146590445699
id0134_GTready.obj,1.5289912260325243e-05,1.0344493689148226,2.0883847928398107
id0135_GTready.obj,9.253781730777081e-06,1.0522229385056623,0.5574349503485501
id0136_GTready.obj,8.217207010136051e-06,1.0183380518288043,1.9053297933437188
id0137_GTready.obj,4.2355919464164945e-06,1.0221937201265967,1.4993562059442231
id0138_GTready.obj,1.5856622484136572e-05,1.0296194976719397,1.3838578659680505
id0139_GTready.obj,6.383898395092301e-06,1.0415850134042286,2.4799266391361545
id0140_GTready.obj,2.159777677864871e-05,1.0481305347364918,2.0152615822233644
id0141_GTready.obj,2.706172218354751e-06,1.0178962572270587,2.655130182613779
id0142_GTready.obj,1.027014331332379e-05,1.0403946336430543,7.767398600011979
id0143_GTready.obj,4.346229191121001e-06,1.004075490579596,4.328559103621976
id0144_GTready.obj,1.0741480536952929e-05,1.0452571059905207,0.27837576276306747
id0145_GTready.obj,1.3803012598429378e-05,1.0192301970328728,1.8124742993561702
id0146_GTready.obj,7.641644849870264e-06,1.0119277322213345,0.7019635871255788
id0147_GTready.obj,1.05983633525598e-05,1.012807240718258,3.281799346956215
id0148_GTready.obj,1.174678827240646e-05,1.039179622174326,1.2003546331463413
id0149_GTready.obj,1.2955347028846745e-05,1.0410306090338417,4.59633418462173
id0150_GTready.obj,1.1399225758245923e-05,1.0163947701855924,2.9492254952733834
id0151_GTready.obj,5.666992860266836e-06,1.0425505835814726,3.0576841980957616
id0152_GTready.obj,1.2022537086483456e-05,1.0129420361088015,0.34665918040352134
id0153_GTready.obj,4.38890043565239e-06,1.0324218415005282,2.6785728494971206
id0154_GTready.obj,6.255324659834222e-06,1.0197458725882458,2.033823892051741
id0155_GTready.obj,6.6207513093684836e-06,1.0616069015434781,1.0898063951225232
id0156_GTready.obj,1.0424569643803379e-05,1.0188393105309004,2.843961425350271
id0157_GTready.obj,2.5920157654552562e-05,1.0450871066035257,2.2606273666874843
id0158_GTready.obj,1.911624959864243e-05,1.0159224826202173,0.683770239565569
id0159_GTready.obj,7.010486666979688e-06,1.0451575247125495,1.5675301174359413
id0160_GTready.obj,1.0795755372591133e-05,1.0312716188231692,0.8620333752467786
id0161_GTready.obj,1.1457804480300097e-05,1.0306448140532982,2.7048519454986497
id0162_GTready.obj,9.71268000308982e-06,1.0443364653044782,0.8523205406136494
id0163_GTready.obj,3.900840027531727e-06,1.0444229657610045,0.2879427281566426
id0164_GTready.obj,7.276623314257491e-06,1.0087383650413988,1.1556354637907011
id0165_GTready.obj,3.3388092649756924e-06,1.0048709565051555,1.6205729374783735
id0166_GTready.obj,7.808849822739806e-06,1.0124253933001461,1.560811789152409
id0167_GTready.obj,9.489044254022298e-06,1.0321271194039896,1.8508992677021177
id0168_GTready.obj,7.3243738928797634e-06,1.0417206887712673,1.4862310668725915
id0169_GTready.obj,7.943743609698782e-06,1.0627471406782316,1.8588638438749487
id0170_GTready.obj,1.485327321796766e-05,1.029795931466567,0.9084471574764821
id0171_GTready.obj,1.3131407079856074e-05,1.0452889687517701,1.1117988064765674
id0172_GTready.obj,1.2899069381893773e-05,1.0325876597834063,1.4487986494354008
id0173_GTready.obj,1.8356490421805002e-05,1.0102688362983436,2.558712958972337
id0174_GTready.obj,9.577286092797258e-06,1.0445669732608363,1.5134404151655363
id0175_GTready.obj,8.599828821457143e-06,0.9955504719090711,0.31541844508519956
id0176_GTready.obj,4.766445567290886e-06,1.0345207515079207,1.7709586322798234
id0177_GTready.obj,3.1132388280988317e-06,1.0265423817524764,1.3281506173946438
id0178_GTready.obj,1.1744784165923747e-05,1.0234458211999438,2.062338548092392
id0179_GTready.obj,1.5051600071731915e-05,1.0234234594111513,1.5555164100581513
id0180_GTready.obj,1.0429762758761678e-05,1.0335111868121651,3.9541451835830403
id0181_GTready.obj,1.2067934596130536e-05,1.00708836441026,0.25195909896009355
id0182_GTready.obj,9.104934256528188e-06,1.0280198015103579,1.219941114632935
id0183_GTready.obj,9.148267737271846e-06,0.9971887937170723,1.9906384861102946
id0184_GTready.obj,1.0082211812930511e-05,1.025770628105,0.43651503332795444
id0185_GTready.obj,7.85775639748591e-06,1.0169403521271734,0.4235030840015117
id0186_GTready.obj,3.506279055660774e-06,1.0512383113499773,1.3994164797739264
id0187_GTready.obj,3.9708820561568354e-06,1.0448188210487335,1.4709351013249434
id0188_GTready.obj,1.2307415779083964e-05,1.0005744408792674,0.5053363065662642
id0189_GTready.obj,5.784269072996856e-06,1.033974280495008,0.567172343804318
id0190_GTready.obj,8.460043430780784e-06,1.0175584342784394,0.8399733968498827
id0191_GTready.obj,1.3256213940673626e-05,1.0354212542214005,0.6479053770207245
id0192_GTready.obj,7.045234964824635e-06,1.0180964869032165,0.7980632236464802
id0193_GTready.obj,7.377221670934438e-06,1.0086219455126013,1.7266890878889447
id0194_GTready.obj,1.5599567016508017e-05,1.0119401213968806,0.9166375094825322
id0195_GTready.obj,2.004508828916801e-05,1.0533139460526475,1.2793644361722805
id0196_GTready.obj,9.131370840716653e-06,1.0104648597755859,0.8940217633244676
id0197_GTready.obj,7.29209070626335e-06,1.0172139058361833,3.2542522936001816
id0198_GTready.obj,1.2349340758427245e-05,1.0162326648056461,1.143042455916488
id0199_GTready.obj,1.3309982614544144e-05,1.013559881581849,1.0364844828368163
id0200_GTready.obj,7.999902016587483e-06,1.0240178569667104,1.754336908126347
id0201_GTready.obj,4.976683116936606e-06,1.040478686785085,1.1235135208430753
id0202_GTready.obj,1.2397808963001577e-05,1.0284537352254841,1.456241753722136
id0203_GTready.obj,2.717117007817906e-06,1.017246573353548,2.0052319186897964
id0204_GTready.obj,1.0603124414772345e-05,1.0423483664267439,1.0412072815542182
id0205_GTready.obj,9.889036752857915e-06,1.0276972537756275,1.217595232163834
id0206_GTready.obj,1.6818355502308486e-05,1.0305927716363945,2.917388926302907
id0207_GTready.obj,7.173614955765588e-06,1.0195664041683448,3.157974394327013
id0208_GTready.obj,6.327717620943824e-06,1.0244389151149669,0.6747046750194781
id0209_GTready.obj,1.6341439989265705e-06,1.0295752473907092,2.329720398622281
id0210_GTready.obj,8.435126794203686e-06,1.0415304435888897,2.2023839788974917
id0211_GTready.obj,1.7296502907579166e-05,1.0098455339883106,1.7445928864524005
id0212_GTready.obj,4.520396541756348e-06,1.0437997076541072,0.2228769485642923
id0213_GTready.obj,8.56290745280596e-06,1.0412084868992728,2.526621126177854
id0214_GTready.obj,1.2487908195737596e-05,1.0283963411547516,2.9109892385504716
id0215_GTready.obj,1.7051273160775242e-05,1.0440978367346303,0.8468974837084736
id0216_GTready.obj,1.0091441015432144e-05,1.0145758784725913,1.938934157560609
id0217_GTready.obj,3.7635793262104496e-06,1.0350740525817428,2.042172826455798
id0218_GTready.obj,1.1405070587989038e-06,1.043160394674957,3.1062851714021775
id0219_GTready.obj,5.84152446302466e-06,1.0146690101521378,2.945876256404786
id0220_GTready.obj,9.052847159117934e-06,1.045382592304701,2.8260490325379135
id0221_GTready.obj,9.314929005141284e-06,1.0557077788810674,0.6341045356711322
id0222_GTready.obj,5.625702927757623e-06,1.0223419102997815,1.3531623402037345
id0223_GTready.obj,3.7309906535425536e-06,1.010658517959405,0.9449963325016403
id0224_GTready.obj,7.420740083626455e-06,1.0381699015046062,1.4830571838254387
id0225_GTready.obj,4.451217365572644e-06,1.024827385192307,1.4667913609908247
id0226_GTready.obj,2.019427756422544e-05,1.0398642912088618,0.947478520740538
id0227_GTready.obj,8.319446712114769e-06,1.0441754040650044,1.2372868316548353
id0228_GTready.obj,9.475312527405097e-06,1.032792387363107,1.689491010042897
id0229_GTready.obj,1.2213643677200836e-05,1.0381325444102145,1.29616934142983
id0230_GTready.obj,1.3256924296171927e-05,1.026027345717889,1.4391516315411657
id0231_GTready.obj,8.360288100016979e-06,1.0206598886877087,3.1158634137723356
id0232_GTready.obj,6.594694522154856e-06,1.0277235385628765,1.746818876067905
id0233_GTready.obj,5.946611826353218e-06,1.0103462734700437,0.8450613880332903
id0234_GTready.obj,2.35058872155805e-06,1.043992790583337,2.171012425891115
id0235_GTready.obj,1.2599290704358432e-05,1.0495546793366726,1.0413899596661047
id0236_GTready.obj,1.910917113141009e-05,1.0346137053265185,1.1443384787436606
id0237_GTready.obj,1.3868152387228904e-05,1.002554865661291,1.9773693522432612
id0238_GTready.obj,6.152671311989556e-06,1.046955990767608,1.1687216784564747
id0239_GTready.obj,7.674772108962091e-06,1.0434555602663238,5.766614640221585
id0240_GTready.obj,3.5177372830408363e-06,1.0434584943766503,2.6111682057872083
id0241_GTready.obj,2.3753621139037548e-05,1.0296623368251268,0.6680079385547161
id0242_GTready.obj,8.440316115368039e-06,1.0127293301636353,1.0949991356787316
id0243_GTready.obj,1.5964598289622087e-05,0.9935602269705309,1.218843537393863
id0244_GTready.obj,1.3349825032821624e-05,1.010308255542146,1.9862688788986798
id0245_GTready.obj,2.586672572145054e-06,1.0066693940635174,1.29021602005069
id0246_GTready.obj,8.72971168210202e-06,1.0400575015690876,2.2586803732915
id0247_GTready.obj,1.2526795688234044e-05,1.0196969583742042,1.1829177838744376
id0248_GTready.obj,1.647347822342649e-05,1.0130674468680665,5.492524019876264
id0249_GTready.obj,1.3087430092550718e-05,1.004338053500438,1.2160766895335082
id0250_GTready.obj,5.803846679096006e-06,1.0522696059219827,1.3922814927057836
id0251_GTready.obj,2.0511777927408757e-05,1.0362817114250529,1.3791403109355513
id0252_GTready.obj,7.850579783846293e-06,1.0160974804890377,0.9328687409679213
id0253_GTready.obj,1.2364892702037758e-05,1.015634946130879,2.7557901935621825
id0254_GTready.obj,8.259053789353714e-06,1.0144277694930395,3.4667730111030566
id0255_GTready.obj,2.119919105341757e-05,1.008713908853704,0.9450808669329839
id0256_GTready.obj,1.4078555041435823e-05,1.0266059007600383,2.3353924263074557
id0257_GTready.obj,1.4777844689665408e-05,1.0328205002240785,5.288514103246682
id0258_GTready.obj,1.4902664660755222e-05,1.042209422445781,0.7077454176116039
id0259_GTready.obj,1.144460808188251e-05,1.0020868805693446,1.1680789140723526
id0260_GTready.obj,8.190241759351146e-06,1.0420245820969127,1.300296314230609
id0261_GTready.obj,1.2009275298288724e-05,1.0180506814578616,1.7650347193732854
id0262_GTready.obj,1.359846501256704e-05,1.048229122307897,1.7947313081725962
id0263_GTready.obj,6.22302572612731e-06,1.023137629069742,2.3123782466597724
id0264_GTready.obj,8.913127416174507e-06,1.0163647312858113,1.3515059685343465
id0265_GTready.obj,1.1719001500774068e-05,1.027090650743234,0.5009794945516249
id0266_GTready.obj,2.1495379693074104e-05,1.0172254569364043,1.4524530162120013
id0267_GTready.obj,8.094830698956824e-06,1.0419384148829387,1.4759553288309617
id0268_GTready.obj,1.093491717816313e-05,1.009234837390769,1.7355353633040105
id0269_GTready.obj,9.38431397445519e-06,1.011778382327644,1.2655000973685664
id0270_GTready.obj,9.31129559442234e-06,1.0170996846278282,0.8602676564126489
id0271_GTready.obj,3.6919187930533843e-06,1.0411144485617068,0.7785151908386055
id0272_GTready.obj,2.316357147694888e-06,1.0108513253630294,2.4178396976039354
id0273_GTready.obj,5.642280009503914e-06,1.0220816821227727,2.9152923346635684
id0274_GTready.obj,4.012023845413345e-06,1.0220893015125738,0.7686905837949685
id0275_GTready.obj,7.3962063895024665e-06,1.020611040329479,2.2939277655728505
id0276_GTready.obj,8.760971780897105e-06,1.0180043901700282,0.8610662003622072
id0277_GTready.obj,1.0793658030336287e-05,1.0206054763122774,0.40473409880368977
id0278_GTready.obj,7.213516016884206e-06,1.0386742328233887,2.238789578749423
id0279_GTready.obj,8.800341189471238e-06,1.0308844879019134,1.4465336553786103
id0280_GTready.obj,1.5473430114902986e-05,1.0638408070522876,2.2076529978825254
id0281_GTready.obj,1.2546205734483514e-05,1.0109341136669021,0.2741594694586271
id0282_GTready.obj,7.065681682118953e-06,1.0342293865533156,2.932136733647972
id0283_GTready.obj,3.8019306113018742e-06,1.041099715538754,0.8351222935993324
id0284_GTready.obj,1.0292741016155959e-05,1.0699633693045667,1.5447682331195391
id0285_GTready.obj,4.0891743413862e-06,1.0365954921261435,3.1192835001822483
id0286_GTready.obj,4.690509003529223e-06,1.020350136215831,1.4582667041183235
id0287_GTready.obj,1.901292899095829e-05,1.027809710955485,2.574255158614512
id0288_GTready.obj,8.45033562211475e-06,1.0332047120752765,0.5954710562499278
id0289_GTready.obj,6.9368631896785376e-06,1.0200502283058326,0.6127937841841384
id0290_GTready.obj,1.2891442544919202e-05,1.0174337447584647,1.89887360204768
id0291_GTready.obj,1.5001150137042805e-05,1.0433315532011431,1.4856004444904098
id0292_GTready.obj,6.587833754042832e-06,1.0032738877648764,1.9655107126393667
id0293_GTready.obj,1.3041514055957694e-05,1.0116663023201928,1.2485066687960453
id0294_GTready.obj,1.196121132086216e-05,1.0097477939391675,1.6184500960900172
id0295_GTready.obj,1.4052421010768164e-05,1.0240896595852589,1.249144107758577
id0296_GTready.obj,6.206879065769092e-06,1.0438193010692014,0.6903478437296757
id0297_GTready.obj,1.7251828122140182e-05,1.043965103964319,3.6180414985216407
id0298_GTready.obj,1.0027892141722862e-05,1.030594927562157,0.36620373136154355
id0299_GTready.obj,1.2351003789345767e-05,1.030425454554952,0.8761933481220079
id0300_GTready.obj,8.758084646815888e-06,1.0054180722040627,1.0897253884560107
id0301_GTready.obj,7.606889952778252e-06,1.028878321713769,3.4304279606772794
id0302_GTready.obj,1.4496599359110208e-05,1.0068086830153309,0.47468933864925983
id0303_GTready.obj,9.645806045542835e-06,1.0366136291493036,3.5847420129275225
id0304_GTready.obj,8.4190203626735e-06,1.0284111256328212,0.12169584770143473
id0305_GTready.obj,7.697773588826536e-06,0.9925332306151607,2.20774897177041
id0306_GTready.obj,7.541047283324281e-06,1.045196645978507,0.35484278756877957
id0307_GTready.obj,1.086998774027953e-05,1.0272895020120458,0.8025945538171393
id0308_GTready.obj,8.276466999032896e-06,1.0431996567557118,1.0369211645774998
id0309_GTready.obj,7.382402251430023e-06,1.0304373279891932,1.8771985763661514
id0310_GTready.obj,1.8133390763286627e-06,1.0318421718546358,0.9908745693320471
id0311_GTready.obj,1.4279106226154719e-05,1.040115341362083,1.0489206640199642
id0312_GTready.obj,3.796096628769791e-06,1.0300399198465022,0.9753199497488961
id0313_GTready.obj,7.950665072193334e-06,1.0336994904303365,1.7138443063915456
id0314_GTready.obj,1.1137002500147877e-05,1.017320369318004,2.1098920071577747
id0315_GTready.obj,1.0604276650238353e-05,1.0243115303999846,1.3668808445247582
id0316_GTready.obj,1.1298761088106594e-05,1.0317573904457609,0.8260246004205242
id0317_GTready.obj,6.071807124772654e-06,1.0544738377638598,3.1450121342098556
id0318_GTready.obj,1.1985853473563312e-05,1.0284087326746618,2.0452724810830873
id0319_GTready.obj,1.3197718871394596e-05,1.0393602169575709,1.1445212914007725
id0320_GTready.obj,1.4267822751028974e-05,1.0147226512181289,2.951059029681981
id0321_GTready.obj,1.7102267206342227e-05,1.0070513257157803,0.7228646229881185
id0322_GTready.obj,1.0628907326569189e-05,1.0102788681799257,1.4135925813567958
id0323_GTready.obj,7.800130186384644e-06,1.0113434151860639,2.166233539502759
id0324_GTready.obj,1.1578424136970758e-05,1.0486234655513926,3.7517733444867285
id0325_GTready.obj,1.4699144136054835e-05,1.0090751037667607,1.8141646556283504
id0326_GTready.obj,1.795482903114303e-05,1.0212643593180732,0.3004140411887829
id0327_GTready.obj,1.2728494050787495e-05,1.026622833920064,2.4920467492788285
id0328_GTready.obj,6.829569334438265e-06,1.0162675799150163,1.084070030603055
id0329_GTready.obj,4.651152788161553e-06,1.0136581892715915,1.8289783410543792
id0330_GTready.obj,1.9053065258026514e-05,1.0808133484390827,1.4646304274773119
id0331_GTready.obj,4.42845123850118e-06,1.036763973675649,1.953863121035442
id0332_GTready.obj,1.0928717444576565e-05,1.0232017187943836,1.534892354418642
id0333_GTready.obj,3.989964358327955e-06,1.0076261239394149,0.420871537646862
id0334_GTready.obj,7.950682256128229e-06,1.0087864235088544,0.9813580859236933
id0335_GTready.obj,9.524321115584927e-06,1.0135310488776506,1.4389331429978158
id0336_GTready.obj,1.1029432515431174e-05,1.0093124438623933,0.6898714507590438
id0337_GTready.obj,9.095059836065017e-06,1.0265372877284884,1.1872520512091496
id0338_GTready.obj,8.163897694228366e-06,1.0386745603715726,0.1549616024450229
id0339_GTready.obj,1.1530146674456057e-05,1.0398361399339986,1.836475987024747
id0340_GTready.obj,1.0940847281202213e-05,1.0351108498660928,0.5655799247233222
id0341_GTready.obj,4.1681942879265485e-06,1.0054425037582293,1.0039042048764482
id0342_GTready.obj,1.2846147950600156e-05,1.0368442747046438,0.319564633349924
id0343_GTready.obj,1.3812784819805717e-05,1.0368385265844298,0.7030723006853187
id0344_GTready.obj,1.398280417674163e-05,1.0188312843879808,0.9572954108563124
id0345_GTready.obj,3.914944931033035e-06,1.0480279311397154,1.8022972431782462
id0346_GTready.obj,9.012120022574545e-06,1.0312194471210394,1.6793859618296358
id0347_GTready.obj,2.586814839720977e-06,1.0105498333625766,2.2565952499935085
id0348_GTready.obj,1.5688549636176795e-05,1.0565855890228117,3.377997789215725
