subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,noisy,remesh,0.322800,0.394631,0.003906,1,
id0001,id0018,noisy,remesh,0.366204,0.477881,0.004089,1,
id0001,id0020,noisy,remesh,0.345168,0.453176,0.004056,1,
id0001,id0026,noisy,remesh,0.465494,0.646810,0.003604,1,
id0001,id0027,noisy,remesh,0.364464,0.478314,0.002251,1,
id0001,id0041,noisy,remesh,0.287332,0.433813,0.001967,1,
id0001,id0042,noisy,remesh,0.491159,0.640623,0.004281,1,
id0001,id0045,noisy,remesh,0.360608,0.393249,0.001626,1,
id0001,id0048,noisy,remesh,0.335410,0.381983,0.004627,1,
id0001,id0056,noisy,remesh,0.350707,0.564768,0.002352,1,
id0001,id0062,noisy,remesh,0.483203,0.598869,0.003401,1,
id0001,id0069,noisy,remesh,0.345951,0.535713,0.003091,1,
id0001,id0071,noisy,remesh,0.455894,0.606953,0.003626,1,
id0001,id0072,noisy,remesh,0.337381,0.423496,0.002451,1,
id0001,id0075,noisy,remesh,0.409765,0.561908,0.002865,1,
id0001,id0080,noisy,remesh,0.454938,0.615888,0.003786,1,
id0001,id0081,noisy,remesh,0.402132,0.598298,0.004234,1,
id0001,id0086,noisy,remesh,0.362781,0.474544,0.003737,1,
id0001,id0088,noisy,remesh,0.287890,0.461253,0.003975,1,
id0001,id0097,noisy,remesh,0.271231,0.364042,0.002070,1,
id0001,id0100,noisy,remesh,0.340169,0.468051,0.003291,1,
id0001,id0106,noisy,remesh,0.399704,0.598179,0.004294,1,
id0001,id0107,noisy,remesh,0.313481,0.394541,0.003404,1,
id0001,id0110,noisy,remesh,0.337847,0.438717,0.002111,1,
id0001,id0113,noisy,remesh,0.369655,0.545752,0.003219,1,
id0001,id0115,noisy,remesh,0.352460,0.472737,0.002140,1,
id0001,id0130,noisy,remesh,0.292304,0.388244,0.002088,1,
id0001,id0132,noisy,remesh,0.290086,0.397260,0.001903,1,
id0001,id0136,noisy,remesh,0.364559,0.497091,0.003177,1,
id0001,id0153,noisy,remesh,0.290769,0.448561,0.003588,1,
id0001,id0161,noisy,remesh,0.321011,0.465437,0.002122,1,
id0001,id0169,noisy,remesh,0.339859,0.469646,0.002248,1,
id0001,id0182,noisy,remesh,0.353581,0.508505,0.002972,1,
id0001,id0183,noisy,remesh,0.377801,0.508102,0.005566,1,
id0001,id0186,noisy,remesh,0.276798,0.454464,0.001577,1,
id0001,id0197,noisy,remesh,0.349722,0.428436,0.003513,1,
id0001,id0199,noisy,remesh,0.333997,0.437876,0.003744,1,
id0001,id0206,noisy,remesh,0.582220,0.727426,0.006188,1,
id0001,id0207,noisy,remesh,0.366138,0.514015,0.002379,1,
id0001,id0208,noisy,remesh,0.272983,0.352149,0.002943,1,
id0001,id0212,noisy,remesh,0.421550,0.361924,0.002224,1,
id0001,id0220,noisy,remesh,0.352810,0.408098,0.002227,1,
id0001,id0222,noisy,remesh,0.346686,0.355235,0.003576,1,
id0001,id0224,noisy,remesh,0.400929,0.578142,0.003392,1,
id0001,id0233,noisy,remesh,0.285536,0.412385,0.002623,1,
id0001,id0239,noisy,remesh,0.522106,0.695066,0.003953,1,
id0001,id0242,noisy,remesh,0.298460,0.453430,0.002167,1,
id0001,id0246,noisy,remesh,0.385500,0.506075,0.001973,1,
id0001,id0258,noisy,remesh,0.322260,0.461114,0.002506,1,
id0001,id0273,noisy,remesh,0.281542,0.473561,0.002008,1,
id0001,id0275,noisy,remesh,0.283546,0.334396,0.002053,1,
id0001,id0285,noisy,remesh,0.310977,0.506703,0.003198,1,
id0001,id0290,noisy,remesh,0.412985,0.502249,0.004307,1,
id0001,id0296,noisy,remesh,0.295725,0.319328,0.002443,1,
id0001,id0299,noisy,remesh,0.273174,0.392606,0.002893,1,
id0001,id0303,noisy,remesh,0.274224,0.384825,0.003270,1,
id0001,id0319,noisy,remesh,0.418635,0.405880,0.002410,1,
id0001,id0321,noisy,remesh,0.346538,0.398763,0.004222,1,
id0001,id0326,noisy,remesh,0.362382,0.420035,0.003783,1,
id0001,id0328,noisy,remesh,0.260064,0.406098,0.002459,1,
id0001,id0330,noisy,remesh,0.382978,0.540269,0.002958,1,
id0001,id0342,noisy,remesh,0.302526,0.495548,0.002714,1,
id0001,id0346,noisy,remesh,0.364628,0.555719,0.003641,1,
id0001,id0363,noisy,remesh,0.316617,0.540522,0.002049,1,
id0001,id0367,noisy,remesh,0.400716,0.480753,0.001849,1,
id0001,id0368,noisy,remesh,0.278228,0.347895,0.002800,1,
id0001,id0369,noisy,remesh,0.323987,0.424813,0.003880,1,
id0001,id0372,noisy,remesh,0.441989,0.374852,0.002307,1,
id0001,id0373,noisy,remesh,0.348212,0.472947,0.003306,1,
id0001,id0374,noisy,remesh,0.441220,0.524385,0.002342,1,
id0001,id0378,noisy,remesh,0.309927,0.379185,0.001841,1,
id0001,id0381,noisy,remesh,0.386134,0.366688,0.002629,1,
id0001,id0382,noisy,remesh,0.362844,0.468514,0.002910,1,
id0001,id0392,noisy,remesh,0.343611,0.504804,0.002433,1,
id0001,id0396,noisy,remesh,0.337015,0.538152,0.002735,1,
id0001,id0398,noisy,remesh,0.483421,0.612751,0.005550,1,
id0001,id0399,noisy,remesh,0.220824,0.314135,0.001875,1,
id0001,id0401,noisy,remesh,0.325417,0.489401,0.001991,1,
id0001,id0402,noisy,remesh,0.362388,0.439703,0.002381,1,
id0001,id0404,noisy,remesh,0.394736,0.504714,0.003766,1,
id0001,id0411,noisy,remesh,0.380956,0.583848,0.003423,1,
