scenario,pair_index,pair_type,subject_a,subject_b,topology_a,topology_b,sample_name_a,sample_name_b,gt_distance,raw_chamfer,rigid_chamfer,mean_icp_chamfer,rotation_angle_deg,translation_x,translation_y,translation_z,translation_norm
mixed,0,same_subject,id0478,id0478,crop,down8k,id0478_GTready_crop,id0478_GTready_down8k,0.0,0.003684014081954956,0.0032802834175527096,0.003684012219309807,2.0671064219480075,0.005204102024435997,-0.005446583032608032,0.0017286466900259256,0.007728917388015616
mixed,1,same_subject,id0478,id0478,crop,noisy,id0478_GTready_crop,id0478_GTready_noisy,0.0,0.001514830393716693,0.001477116602472961,0.0015148310922086239,2.3622732546720333,0.0015542875044047832,-0.02803652733564377,0.004645810928195715,0.02846131117621238
mixed,2,same_subject,id0478,id0478,crop,original,id0478_GTready_crop,id0478_GTready_original,0.0,0.001663496601395309,0.0016047954559326172,0.0016634955536574125,3.9922594609589774,0.003083932911977172,0.01717226952314377,0.016701821237802505,0.02415260473407742
mixed,3,same_subject,id0478,id0478,crop,remesh,id0478_GTready_crop,id0478_GTready_remesh,0.0,0.0018744561821222305,0.002139989286661148,0.001874455250799656,5.206765565628213,-0.00743918027728796,-0.01411126833409071,0.015382458455860615,0.02216053531259972
mixed,4,same_subject,id0478,id0478,crop,up60k,id0478_GTready_crop,id0478_GTready_up60k,0.0,0.001731822732836008,0.0014547549653798342,0.0017318230820819736,4.885876019619601,0.0003576125600375235,-0.008036657236516476,0.02753775380551815,0.02868873700485399
mixed,5,same_subject,id0478,id0478,down8k,noisy,id0478_GTready_down8k,id0478_GTready_noisy,0.0,0.0015023298328742385,0.001610277220606804,0.001502329483628273,4.149636847451106,-0.01149914599955082,0.007591655477881432,0.0027828423772007227,0.014057304268961988
mixed,6,same_subject,id0478,id0478,down8k,original,id0478_GTready_down8k,id0478_GTready_original,0.0,0.0014128517359495163,0.0013752917293459177,0.0014128513867035508,3.6698115796760398,-0.009547458030283451,0.005368662998080254,-0.00685465382412076,0.012921407673915152
mixed,7,same_subject,id0478,id0478,down8k,remesh,id0478_GTready_down8k,id0478_GTready_remesh,0.0,0.0016815809067338705,0.0017277039587497711,0.0016815806739032269,2.764208715650347,0.008970079943537712,0.004358331672847271,4.912835356662981e-05,0.009972953562467107
mixed,8,same_subject,id0478,id0478,down8k,up60k,id0478_GTready_down8k,id0478_GTready_up60k,0.0,0.0011809405405074358,0.0012256575282663107,0.0011809398420155048,4.041111318021765,-0.004631481133401394,-0.045749060809612274,-0.005662458948791027,0.04633023444574178
mixed,9,same_subject,id0478,id0478,noisy,original,id0478_GTready_noisy,id0478_GTready_original,0.0,0.0007983379764482379,0.0009060725569725037,0.0007983373943716288,4.967139635110773,0.014092518016695976,-0.014424620196223259,0.0016571315936744213,0.020234001506744693
mixed,10,same_subject,id0478,id0478,noisy,remesh,id0478_GTready_noisy,id0478_GTready_remesh,0.0,0.0010068350238725543,0.0009982545161619782,0.0010068344417959452,2.2667586913713302,-0.0064230565913021564,-0.0016657895175740123,0.009183458983898163,0.011329890979213763
mixed,11,same_subject,id0478,id0478,noisy,up60k,id0478_GTready_noisy,id0478_GTready_up60k,0.0,0.000683343387208879,0.0007900804048404098,0.0006833437364548445,1.174282047067521,-0.016339724883437157,0.015587094239890575,-0.01438475213944912,0.026774338651459374
