scenario,n_pairs,raw_spearman,rigid_spearman,mean_icp_spearman,rotation_angle_mean,rotation_angle_std,translation_norm_mean,translation_norm_std,raw_mean,rigid_mean,mean_icp_mean,mean_transform_translation_x,mean_transform_translation_y,mean_transform_translation_z,mean_transform_rotation_angle_deg
clean,135,0.34965419259324104,0.37112352140727595,0.34965419259324104,3.107702948058159,3.886610091134095,0.03097444725301338,0.022863743361764208,0.004680512191003396,0.005278863624833455,0.004680512422971703,-0.0011893067871857998,0.0002474599100188007,0.007364088455991198,0.48391863623547227
translation,135,0.3406643852983182,0.3903169496403178,0.3406643852983182,2.8561199608461476,1.6418571546044418,0.030069309413315076,0.014641884465976036,0.0047775088356704345,0.004131655830941681,0.004777508927940356,-0.0003046853732720828,-0.00231749972498855,0.011406073726808514,0.7860379708549633
rotation,135,0.3439644411407582,0.3507921428837375,0.3439644411407582,3.413747028465934,4.648619699564105,0.03103817034130265,0.024421051173785083,0.004800725211734297,0.006041437490138277,0.004800725105128044,-0.0009124558928845175,-0.0016304168890874954,0.0071086904159057196,0.4755016179861848
mixed,135,0.17084427027988255,0.15275086066098736,0.17084427027988255,4.1571034246666185,14.324182783950503,0.027987610185044916,0.05833649908784613,0.0016177054460125941,0.002498080891436311,0.0016177052196494682,-1.8504839304282708e-05,-0.003943161374344426,0.0029821928779980495,0.18776950257031638
