scenario,pair_index,pair_type,subject_a,subject_b,topology_a,topology_b,sample_name_a,sample_name_b,gt_distance,raw_chamfer,rigid_chamfer,mean_icp_chamfer,rotation_angle_deg,translation_x,translation_y,translation_z,translation_norm
rotation,0,same_subject,id0478,id0478,crop,down8k,id0478_GTready_crop,id0478_GTready_down8k,0.0,0.013405652716755867,0.01995798945426941,0.013405650854110718,4.175232072237125,-0.02471550740301609,-0.0029496795032173395,-0.014547792263329029,0.0288304556866037
rotation,1,same_subject,id0478,id0478,crop,noisy,id0478_GTready_crop,id0478_GTready_noisy,0.0,0.004966404289007187,0.004746920429170132,0.004966406151652336,0.5029946218585485,0.005409764591604471,-0.002577623352408409,0.003062867559492588,0.006729847900989349
rotation,2,same_subject,id0478,id0478,crop,original,id0478_GTready_crop,id0478_GTready_original,0.0,0.005369734950363636,0.00372597249224782,0.005369735881686211,1.7220377673943075,-0.005847500171512365,0.005999572575092316,0.03659779950976372,0.03754446774554806
rotation,3,same_subject,id0478,id0478,crop,remesh,id0478_GTready_crop,id0478_GTready_remesh,0.0,0.006629385519772768,0.002594629768282175,0.006629384588450193,3.7983382403252364,-0.016540901735424995,-0.0014806207036599517,0.056646764278411865,0.05903092046633739
rotation,4,same_subject,id0478,id0478,crop,up60k,id0478_GTready_crop,id0478_GTready_up60k,0.0,0.00982959195971489,0.004519797395914793,0.009829591028392315,2.8280895145295237,-0.0018140889005735517,-0.01541266031563282,0.05331502854824066,0.05552777040044003
rotation,5,same_subject,id0478,id0478,down8k,noisy,id0478_GTready_down8k,id0478_GTready_noisy,0.0,0.0018965775379911065,0.0011351600987836719,0.0018965770723298192,1.2522642939139539,-0.00039936695247888565,0.008881641551852226,-0.014287762343883514,0.016828048116570623
rotation,6,same_subject,id0478,id0478,down8k,original,id0478_GTready_down8k,id0478_GTready_original,0.0,0.002512629609555006,0.0006261240923777223,0.0025126291438937187,4.2897339816223115,-0.0024462982546538115,0.031109483912587166,-0.028676185756921768,0.04238051431995281
rotation,7,same_subject,id0478,id0478,down8k,remesh,id0478_GTready_down8k,id0478_GTready_remesh,0.0,0.0024535548873245716,0.003122375113889575,0.0024535527918487787,2.6381175146549167,-0.005250009708106518,-0.0032353228889405727,0.010740221478044987,0.012384759728326354
rotation,8,same_subject,id0478,id0478,down8k,up60k,id0478_GTready_down8k,id0478_GTready_up60k,0.0,0.000616039615124464,0.0004795124987140298,0.0006160385673865676,1.8210193677103064,0.0017124339938163757,0.004231984727084637,-0.0031452146358788013,0.005543870490839568
rotation,9,same_subject,id0478,id0478,noisy,original,id0478_GTready_noisy,id0478_GTready_original,0.0,0.0002248881501145661,0.0010969422291964293,0.00022488874674309045,3.463652034052615,0.0068288263864815235,-0.04399850592017174,0.013619801960885525,0.04656179118631321
rotation,10,same_subject,id0478,id0478,noisy,remesh,id0478_GTready_noisy,id0478_GTready_remesh,0.0,0.0007582393009215593,0.0003569688997231424,0.0007582394173368812,0.7636142613041578,-0.007835811004042625,0.013391777873039246,0.018225964158773422,0.02393586050696303
rotation,11,same_subject,id0478,id0478,noisy,up60k,id0478_GTready_noisy,id0478_GTready_up60k,0.0,0.0007600735407322645,0.0002679753815755248,0.0007600734243169427,1.8993977574348118,-0.004007688723504543,-0.007432247046381235,0.024821432307362556,0.026218378417665913
rotation,12,same_subject,id0478,id0478,original,remesh,id0478_GTready_original,id0478_GTready_remesh,0.0,0.0007430895930156112,0.00044067465933039784,0.0007430908735841513,3.224431219660366,0.00242751301266253,0.00957042071968317,0.018507570028305054,0.020976556450738103
rotation,13,same_subject,id0478,id0478,original,up60k,id0478_GTready_original,id0478_GTready_up60k,0.0,0.0010771667584776878,0.00022180832456797361,0.0010771672241389751,2.876575563118792,-0.007425805553793907,0.00011287572124274448,0.026883117854595184,0.027890094202695996
rotation,14,same_subject,id0478,id0478,remesh,up60k,id0478_GTready_remesh,id0478_GTready_up60k,0.0,0.0009048214415088296,0.0004808497615158558,0.0009048213250935078,2.12978142896111,0.005279850214719772,-0.012419610284268856,-0.000152514228830114,0.013496177180705239
rotation,15,same_subject,id0485,id0485,crop,down8k,id0485_GTready_crop,id0485_GTready_down8k,0.0,0.011678598821163177,0.011081777513027191,0.011678598821163177,3.1701193952493134,0.028490100055933,0.003345756558701396,0.02483399584889412,0.037942156474956155
rotation,16,same_subject,id0485,id0485,crop,noisy,id0485_GTready_crop,id0485_GTready_noisy,0.0,0.006367584690451622,0.004247147589921951,0.006367584224790335,1.064500116181797,0.0013804201735183597,-0.011254013516008854,0.03451264277100563,0.03632741239220065
rotation,17,same_subject,id0485,id0485,crop,original,id0485_GTready_crop,id0485_GTready_original,0.0,0.00643028412014246,0.005262957885861397,0.0064302836544811726,0.960015440821321,-0.004592724144458771,-0.0031444188207387924,0.012860390357673168,0.014013212513162137
rotation,18,same_subject,id0485,id0485,crop,remesh,id0485_GTready_crop,id0485_GTready_remesh,0.0,0.006866306997835636,0.015788380056619644,0.006866306997835636,9.798187265616749,0.05456871539354324,-0.09348217397928238,0.007306242827326059,0.10848982779895171
rotation,19,same_subject,id0485,id0485,crop,up60k,id0485_GTready_crop,id0485_GTready_up60k,0.0,0.00949146505445242,0.005706926807761192,0.009491464123129845,2.1803214382580682,-0.006094748619943857,0.008072706870734692,0.054360851645469666,0.05529391240075056
rotation,20,same_subject,id0485,id0485,down8k,noisy,id0485_GTready_down8k,id0485_GTready_noisy,0.0,0.0010996157070621848,0.0005720212939195335,0.0010996154742315412,1.5819573589312044,0.01849856972694397,0.00603884644806385,-0.031957004219293594,0.03741543621338458
rotation,21,same_subject,id0485,id0485,down8k,original,id0485_GTready_down8k,id0485_GTready_original,0.0,0.001288422616198659,0.0003462459717411548,0.0012884220341220498,1.0032720484032422,0.01239066943526268,0.024187903851270676,-0.024159448221325874,0.03636292507666557
rotation,22,same_subject,id0485,id0485,down8k,remesh,id0485_GTready_down8k,id0485_GTready_remesh,0.0,0.0018137661973014474,0.0019594989717006683,0.0018137674778699875,4.527206880792253,-0.0029084873385727406,0.015024456195533276,0.002974217524752021,0.0155897258620759
rotation,23,same_subject,id0485,id0485,down8k,up60k,id0485_GTready_down8k,id0485_GTready_up60k,0.0,0.0006152278510853648,0.000401805154979229,0.0006152282003313303,1.0053179070128233,0.0165452528744936,0.005939026363193989,-0.007844454608857632,0.01924975051615162
rotation,24,same_subject,id0485,id0485,noisy,original,id0485_GTready_noisy,id0485_GTready_original,0.0,0.00022055560839362442,0.0002318168117199093,0.00022055458975955844,1.7098345895617357,-0.008179163560271263,0.0005204897024668753,0.004378072451800108,0.009291778326523633
rotation,25,same_subject,id0485,id0485,noisy,remesh,id0485_GTready_noisy,id0485_GTready_remesh,0.0,0.0010066888062283397,0.0004727718187496066,0.0010066891554743052,3.517110203694106,-0.008040466345846653,0.019249005243182182,0.013444856740534306,0.024818087651635016
rotation,26,same_subject,id0485,id0485,noisy,up60k,id0485_GTready_noisy,id0485_GTready_up60k,0.0,0.0005283172940835357,0.00037431062082760036,0.0005283171776682138,0.751994601721937,-0.014741200022399426,-0.036172132939100266,0.017003357410430908,0.04260094297889645
rotation,27,same_subject,id0485,id0485,original,remesh,id0485_GTready_original,id0485_GTready_remesh,0.0,0.0009147367672994733,0.0007321998127736151,0.0009147365344688296,2.298100943008981,-0.005404571071267128,-0.011432858183979988,0.005650738254189491,0.013851009982551316
rotation,28,same_subject,id0485,id0485,original,up60k,id0485_GTready_original,id0485_GTready_up60k,0.0,0.0006867750198580325,0.00012187622633064166,0.0006867751362733543,1.5410387482825387,0.00042432991904206574,-0.0018442277796566486,0.01869250275194645,0.018788051817976686
rotation,29,same_subject,id0485,id0485,remesh,up60k,id0485_GTready_remesh,id0485_GTready_up60k,0.0,0.0007948593120090663,0.0007260756101459265,0.0007948587881401181,1.0633965940917947,0.0109722800552845,-0.0053431191481649876,-0.0026348561514168978,0.01248528408894811
rotation,30,same_subject,id0489,id0489,crop,down8k,id0489_GTready_crop,id0489_GTready_down8k,0.0,0.01494651846587658,0.009398187510669231,0.01494651660323143,4.648925559033277,-0.03166870400309563,0.004136087838560343,0.0605437196791172,0.06845112145485635
rotation,31,same_subject,id0489,id0489,crop,noisy,id0489_GTready_crop,id0489_GTready_noisy,0.0,0.009221510961651802,0.07702766358852386,0.009221510961651802,30.65414370180144,-0.0558597594499588,0.05741729959845543,0.0892859548330307,0.11995432776449565
rotation,32,same_subject,id0489,id0489,crop,original,id0489_GTready_crop,id0489_GTready_original,0.0,0.00924372673034668,0.007779785897582769,0.009243727661669254,6.750813650776654,0.004430843982845545,0.022407857701182365,0.050232578068971634,0.05518202936293741
rotation,33,same_subject,id0489,id0489,crop,remesh,id0489_GTready_crop,id0489_GTready_remesh,0.0,0.008679291233420372,0.18195044994354248,0.008679291233420372,44.68336769095692,-0.08811891824007034,0.0018428287003189325,-0.22267059981822968,0.23947971895930792
rotation,34,same_subject,id0489,id0489,crop,up60k,id0489_GTready_crop,id0489_GTready_up60k,0.0,0.01252329908311367,0.021924544125795364,0.012523297220468521,8.946743074945879,0.010843747295439243,0.0032421345822513103,-0.022755052894353867,0.02541438026554293
rotation,35,same_subject,id0489,id0489,down8k,noisy,id0489_GTready_down8k,id0489_GTready_noisy,0.0,0.0008064759895205498,0.0004715795221272856,0.0008064756402745843,2.3174799998357885,-0.01945369504392147,0.031564753502607346,-0.012139670550823212,0.03901476022769821
rotation,36,same_subject,id0489,id0489,down8k,original,id0489_GTready_down8k,id0489_GTready_original,0.0,0.0014329212717711926,0.0004685862804763019,0.0014329208061099052,0.8653584590985016,-0.018055405467748642,0.02157624624669552,-0.028630806133151054,0.040140442555319816
rotation,37,same_subject,id0489,id0489,down8k,remesh,id0489_GTready_down8k,id0489_GTready_remesh,0.0,0.00226219417527318,0.002313729142770171,0.002262195572257042,1.923458874112691,-0.005202170927077532,0.0070319995284080505,-0.01143785659223795,0.014399172307694039
