F,wbse,within_mean,within_std,within_cv,between_mean,n_subjects
1,0.699402935293957,2.075071913828262,0.7869737382023091,2.636774028277445,2.5886384995064575,99
3,1.1048322465220644,1.3033829062178377,0.4488354092283321,2.90392174819429,1.9412465605178775,99
5,1.4380883597537915,0.9470872238555854,0.30597681149685735,3.095290846461131,1.7148740325617067,99
10,1.7438049170819685,0.6558650067903238,0.2072832237230427,3.1641007651764648,1.5781158167609386,99
15,1.8505228382187477,0.5495086216105723,0.20195985936008481,2.7208803935183212,1.531289508183366,99
