scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.537433,0.403222,0.134211,0.551494,0.406753,0.144741,1,0.537433,0.403222,0.000000,0.000000,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.510982,0.467895,0.043087,0.525031,0.478179,0.046852,1,0.537433,0.403222,0.026451,-0.064674,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.448992,0.514406,-0.065414,0.471947,0.538944,-0.066997,0,0.537433,0.403222,0.088441,-0.111184,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.367102,0.503084,-0.135982,0.399936,0.528951,-0.129015,0,0.537433,0.403222,0.170331,-0.099862,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.307586,0.468184,-0.160598,0.337245,0.501688,-0.164443,0,0.537433,0.403222,0.229847,-0.064962,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.245218,0.429085,-0.183867,0.280572,0.466594,-0.186022,0,0.537433,0.403222,0.292214,-0.025864,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.537433,0.403222,0.134211,0.551494,0.406753,0.144741,1,0.537433,0.403222,0.000000,0.000000,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.003000,0.524792,0.413499,0.111293,0.539141,0.422060,0.117081,1,0.537433,0.403222,0.012641,-0.010277,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.004500,0.513509,0.415098,0.098411,0.528535,0.422551,0.105984,1,0.537433,0.403222,0.023924,-0.011876,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.007000,0.485680,0.416691,0.068990,0.502555,0.424193,0.078363,1,0.537433,0.403222,0.051752,-0.013469,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_mixedaug/shot75_heldout_xtopo10k_meshpair_pnoise0.6_sig5e-2_mixed5_id0.5_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.md
