scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,method,gt_reference,metric_spearman,metric_column,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median
clean,remesh,original,remesh__to__original,1,1,0.749569,,0.161263,0.779646,,0.179923,,100,4950,4950,4950,0.003704,0.003708,0.004596,0.004595,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__original/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.588306,registered_chamfer_spearman,0.588306,0.599723,1.0,0.000854,0.000849,0.0,0.0,3.8e-05,3.7e-05,0.000854,0.000849
clean,remesh,up60k,remesh__to__up60k,1,1,0.794828,,0.298826,0.815008,,0.286277,,100,4950,4950,4950,0.032785,0.033463,0.033671,0.034347,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__up60k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.496002,registered_chamfer_spearman,0.496002,0.528731,1.0,0.000846,0.000841,0.0,0.0,4e-05,3.8e-05,0.000846,0.000841
clean,up60k,crop,up60k__to__crop,1,1,0.663874,,0.669159,0.70972,,0.625433,,100,4950,4950,4950,0.03447,0.039074,0.035027,0.039702,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__crop/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.005284,registered_chamfer_spearman,-0.005284,0.084287,1.0,0.000496,0.000485,0.0,0.0,6.1e-05,5.4e-05,0.000496,0.000485
clean,up60k,down8k,up60k__to__down8k,1,1,0.810446,,0.203634,0.831238,,0.21455,,100,4950,4950,4950,0.01292,0.013616,0.013765,0.014445,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__down8k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.606811,registered_chamfer_spearman,0.606811,0.616688,1.0,0.000801,0.000797,0.0,0.0,4.3e-05,3.9e-05,0.000801,0.000797
clean,up60k,noisy,up60k__to__noisy,1,1,0.795927,,0.095117,0.82124,,0.180878,,100,4950,4950,4950,0.052264,0.052373,0.05321,0.053306,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__noisy/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.700809,registered_chamfer_spearman,0.700809,0.640361,1.0,0.000907,0.000906,0.0,0.0,4e-05,3.9e-05,0.000907,0.000906
clean,up60k,original,up60k__to__original,1,1,0.786778,,0.118571,0.81459,,0.378513,,100,4950,4950,4950,0.052264,0.052373,0.053195,0.053287,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__original/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.668207,registered_chamfer_spearman,0.668207,0.436077,1.0,0.000891,0.000887,0.0,0.0,4e-05,3.9e-05,0.000891,0.000887
clean,up60k,remesh,up60k__to__remesh,1,1,0.808656,,0.291683,0.826326,,0.241499,,100,4950,4950,4950,0.036053,0.036587,0.036938,0.037462,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/up60k__to__remesh/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.516972,registered_chamfer_spearman,0.516972,0.584827,1.0,0.000844,0.000838,0.0,0.0,4.1e-05,3.9e-05,0.000844,0.000838
translation,crop,down8k,crop__to__down8k,1,1,0.658114,-0.110169,0.768283,0.686876,-0.030837,0.717713,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.110169,chamfer_spearman,,,,,,,,,,,
translation,crop,noisy,crop__to__noisy,1,1,0.712442,-0.072877,0.785319,0.745825,0.040571,0.705255,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.072877,chamfer_spearman,,,,,,,,,,,
translation,crop,original,crop__to__original,1,1,0.747592,-0.064634,0.812226,0.779202,0.05279,0.726412,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.064634,chamfer_spearman,,,,,,,,,,,
translation,crop,remesh,crop__to__remesh,1,1,0.647061,-0.033852,0.680914,0.671283,0.068186,0.603097,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.033852,chamfer_spearman,,,,,,,,,,,
translation,crop,up60k,crop__to__up60k,1,1,0.681624,-0.095914,0.777538,0.710006,-0.00332,0.713326,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.095914,chamfer_spearman,,,,,,,,,,,
translation,down8k,crop,down8k__to__crop,1,1,0.626688,-0.01969,0.646377,0.680448,0.138603,0.541845,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.md,raw_noicp,surrogate_gt_normalized,-0.01969,chamfer_spearman,,,,,,,,,,,
translation,down8k,noisy,down8k__to__noisy,1,1,0.76402,0.488378,0.275642,0.794281,0.622039,0.172243,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.488378,chamfer_spearman,,,,,,,,,,,
translation,down8k,original,down8k__to__original,1,1,0.756363,0.414192,0.342172,0.789575,0.575794,0.213782,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.414192,chamfer_spearman,,,,,,,,,,,
translation,down8k,remesh,down8k__to__remesh,1,1,0.774211,0.453684,0.320527,0.798596,0.589055,0.209541,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.453684,chamfer_spearman,,,,,,,,,,,
translation,down8k,up60k,down8k__to__up60k,1,1,0.793661,0.729048,0.064614,0.815787,0.783747,0.03204,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.729048,chamfer_spearman,,,,,,,,,,,
translation,noisy,crop,noisy__to__crop,1,1,0.693113,0.018996,0.674117,0.733479,0.204698,0.528781,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.018996,chamfer_spearman,,,,,,,,,,,
translation,noisy,down8k,noisy__to__down8k,1,1,0.776775,0.429792,0.346983,0.796173,0.543895,0.252278,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.429792,chamfer_spearman,,,,,,,,,,,
translation,noisy,original,noisy__to__original,1,1,0.822604,0.841319,-0.018715,0.843232,0.856763,-0.013531,0.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.841319,chamfer_spearman,,,,,,,,,,,
translation,noisy,remesh,noisy__to__remesh,1,1,0.759037,0.711855,0.047182,0.779289,0.759866,0.019423,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.711855,chamfer_spearman,,,,,,,,,,,
translation,noisy,up60k,noisy__to__up60k,1,1,0.796816,0.659694,0.137122,0.815178,0.717734,0.097444,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.659694,chamfer_spearman,,,,,,,,,,,
translation,original,crop,original__to__crop,1,1,0.728887,0.020461,0.708426,0.766817,0.203475,0.563342,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.020461,chamfer_spearman,,,,,,,,,,,
translation,original,down8k,original__to__down8k,1,1,0.780271,0.349867,0.430404,0.800578,0.480239,0.320339,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.349867,chamfer_spearman,,,,,,,,,,,
translation,original,noisy,original__to__noisy,1,1,0.82668,0.832932,-0.006252,0.847782,0.842988,0.004794,0.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.832932,chamfer_spearman,,,,,,,,,,,
translation,original,remesh,original__to__remesh,1,1,0.767203,0.705409,0.061794,0.786162,0.731405,0.054757,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.705409,chamfer_spearman,,,,,,,,,,,
translation,original,up60k,original__to__up60k,1,1,0.803638,0.576482,0.227156,0.822793,0.640611,0.182182,1.0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.576482,chamfer_spearman,,,,,,,,,,,
