subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,crop,original,0.322800,0.378354,0.004245,1,
id0001,id0018,crop,original,0.366204,0.437301,0.003197,1,
id0001,id0020,crop,original,0.345168,0.416448,0.002421,1,
id0001,id0026,crop,original,0.465494,0.625126,0.010358,1,
id0001,id0027,crop,original,0.364464,0.422142,0.006040,1,
id0001,id0041,crop,original,0.287332,0.397084,0.010097,1,
id0001,id0042,crop,original,0.491159,0.683507,0.016974,1,
id0001,id0045,crop,original,0.360608,0.420918,0.007089,1,
id0001,id0048,crop,original,0.335410,0.351572,0.002699,1,
id0001,id0056,crop,original,0.350707,0.525905,0.012865,1,
id0001,id0062,crop,original,0.483203,0.649037,0.014574,1,
id0001,id0069,crop,original,0.345951,0.536643,0.007513,1,
id0001,id0071,crop,original,0.455894,0.563558,0.016480,1,
id0001,id0072,crop,original,0.337381,0.434545,0.007872,1,
id0001,id0075,crop,original,0.409765,0.538317,0.008704,1,
id0001,id0080,crop,original,0.454938,0.628290,0.012071,1,
id0001,id0081,crop,original,0.402132,0.577526,0.006487,1,
id0001,id0086,crop,original,0.362781,0.477925,0.006465,1,
id0001,id0088,crop,original,0.287890,0.431359,0.005755,1,
id0001,id0097,crop,original,0.271231,0.381714,0.005214,1,
id0001,id0100,crop,original,0.340169,0.436402,0.007197,1,
id0001,id0106,crop,original,0.399704,0.631383,0.009959,1,
id0001,id0107,crop,original,0.313481,0.324040,0.003301,1,
id0001,id0110,crop,original,0.337847,0.402400,0.004330,1,
id0001,id0113,crop,original,0.369655,0.514574,0.010257,1,
id0001,id0115,crop,original,0.352460,0.489140,0.010161,1,
id0001,id0130,crop,original,0.292304,0.459686,0.007648,1,
id0001,id0132,crop,original,0.290086,0.418806,0.008155,1,
id0001,id0136,crop,original,0.364559,0.505873,0.006812,1,
id0001,id0153,crop,original,0.290769,0.391591,0.003708,1,
id0001,id0161,crop,original,0.321011,0.436896,0.008562,1,
id0001,id0169,crop,original,0.339859,0.444631,0.010731,1,
id0001,id0182,crop,original,0.353581,0.440547,0.004189,1,
id0001,id0183,crop,original,0.377801,0.489830,0.003625,1,
id0001,id0186,crop,original,0.276798,0.406140,0.008909,1,
id0001,id0197,crop,original,0.349722,0.409259,0.005227,1,
id0001,id0199,crop,original,0.333997,0.401300,0.003173,1,
id0001,id0206,crop,original,0.582220,0.759499,0.014134,1,
id0001,id0207,crop,original,0.366138,0.475995,0.008875,1,
id0001,id0208,crop,original,0.272983,0.340288,0.004301,1,
id0001,id0212,crop,original,0.421550,0.397342,0.006452,1,
id0001,id0220,crop,original,0.352810,0.375319,0.006413,1,
id0001,id0222,crop,original,0.346686,0.335645,0.004304,1,
id0001,id0224,crop,original,0.400929,0.526129,0.008865,1,
id0001,id0233,crop,original,0.285536,0.350744,0.005969,1,
id0001,id0239,crop,original,0.522106,0.680611,0.016574,1,
id0001,id0242,crop,original,0.298460,0.430462,0.007604,1,
id0001,id0246,crop,original,0.385500,0.477872,0.012610,1,
id0001,id0258,crop,original,0.322260,0.426039,0.007215,1,
id0001,id0273,crop,original,0.281542,0.419549,0.006885,1,
id0001,id0275,crop,original,0.283546,0.301261,0.005995,1,
id0001,id0285,crop,original,0.310977,0.498784,0.006131,1,
id0001,id0290,crop,original,0.412985,0.432904,0.003326,1,
id0001,id0296,crop,original,0.295725,0.365223,0.005119,1,
id0001,id0299,crop,original,0.273174,0.355601,0.005213,1,
id0001,id0303,crop,original,0.274224,0.380793,0.003969,1,
id0001,id0319,crop,original,0.418635,0.462459,0.005299,1,
id0001,id0321,crop,original,0.346538,0.361718,0.002614,1,
id0001,id0326,crop,original,0.362382,0.480895,0.004603,1,
id0001,id0328,crop,original,0.260064,0.361841,0.005981,1,
id0001,id0330,crop,original,0.382978,0.489970,0.008488,1,
id0001,id0342,crop,original,0.302526,0.437860,0.009625,1,
id0001,id0346,crop,original,0.364628,0.496560,0.008994,1,
id0001,id0363,crop,original,0.316617,0.539995,0.010452,1,
id0001,id0367,crop,original,0.400716,0.444353,0.010874,1,
id0001,id0368,crop,original,0.278228,0.329100,0.005420,1,
id0001,id0369,crop,original,0.323987,0.417533,0.003814,1,
id0001,id0372,crop,original,0.441989,0.365621,0.007288,1,
id0001,id0373,crop,original,0.348212,0.402478,0.004507,1,
id0001,id0374,crop,original,0.441220,0.503027,0.004302,1,
id0001,id0378,crop,original,0.309927,0.354397,0.006141,1,
id0001,id0381,crop,original,0.386134,0.393646,0.005582,1,
id0001,id0382,crop,original,0.362844,0.508899,0.009849,1,
id0001,id0392,crop,original,0.343611,0.455191,0.010233,1,
id0001,id0396,crop,original,0.337015,0.552902,0.012226,1,
id0001,id0398,crop,original,0.483421,0.609234,0.008459,1,
id0001,id0399,crop,original,0.220824,0.312771,0.003838,1,
id0001,id0401,crop,original,0.325417,0.454516,0.009326,1,
id0001,id0402,crop,original,0.362388,0.418447,0.007119,1,
id0001,id0404,crop,original,0.394736,0.499821,0.008148,1,
id0001,id0411,crop,original,0.380956,0.567002,0.011793,1,
id0001,id0412,crop,original,0.338277,0.389953,0.008608,1,
id0001,id0418,crop,original,0.458799,0.490727,0.007240,1,
id0001,id0421,crop,original,0.292851,0.414738,0.008482,1,
id0001,id0422,crop,original,0.320140,0.463298,0.007990,1,
id0001,id0431,crop,original,0.344573,0.485168,0.006562,1,
id0001,id0437,crop,original,0.401537,0.449513,0.006317,1,
id0001,id0441,crop,original,0.291814,0.393901,0.009038,1,
id0001,id0447,crop,original,0.306172,0.367680,0.001654,1,
id0001,id0460,crop,original,0.293119,0.489948,0.007639,1,
id0001,id0462,crop,original,0.310316,0.454941,0.005754,1,
id0001,id0465,crop,original,0.345278,0.409272,0.007872,1,
id0001,id0466,crop,original,0.330986,0.395649,0.002636,1,
id0001,id0468,crop,original,0.465759,0.682249,0.014058,1,
id0001,id0470,crop,original,0.426994,0.497075,0.008910,1,
id0001,id0476,crop,original,0.308868,0.350804,0.003212,1,
id0001,id0486,crop,original,0.323589,0.498600,0.006120,1,
id0001,id0491,crop,original,0.320884,0.399515,0.005285,1,
id0001,id0498,crop,original,0.339398,0.481375,0.007634,1,
id0004,id0018,crop,original,0.299500,0.416719,0.005564,1,
id0004,id0020,crop,original,0.366351,0.453873,0.006220,1,
id0004,id0026,crop,original,0.416234,0.656412,0.017084,1,
id0004,id0027,crop,original,0.248048,0.390655,0.011693,1,
id0004,id0041,crop,original,0.345277,0.489752,0.018343,1,
id0004,id0042,crop,original,0.487255,0.742354,0.025847,1,
id0004,id0045,crop,original,0.324312,0.490852,0.013375,1,
id0004,id0048,crop,original,0.238472,0.278749,0.005933,1,
id0004,id0056,crop,original,0.478388,0.609251,0.021080,1,
id0004,id0062,crop,original,0.511633,0.737660,0.022991,1,
id0004,id0069,crop,original,0.343675,0.519845,0.013855,1,
id0004,id0071,crop,original,0.480545,0.674490,0.026187,1,
id0004,id0072,crop,original,0.344321,0.471601,0.014897,1,
id0004,id0075,crop,original,0.372617,0.571481,0.015023,1,
id0004,id0080,crop,original,0.425929,0.667918,0.019093,1,
id0004,id0081,crop,original,0.350165,0.595000,0.010746,1,
id0004,id0086,crop,original,0.333849,0.508163,0.012938,1,
id0004,id0088,crop,original,0.324047,0.432064,0.010870,1,
id0004,id0097,crop,original,0.372316,0.478912,0.011085,1,
id0004,id0100,crop,original,0.327457,0.516326,0.014105,1,
id0004,id0106,crop,original,0.425352,0.617450,0.016292,1,
id0004,id0107,crop,original,0.404081,0.406520,0.008122,1,
id0004,id0110,crop,original,0.288532,0.403401,0.008991,1,
id0004,id0113,crop,original,0.402826,0.582660,0.017907,1,
id0004,id0115,crop,original,0.299737,0.522103,0.016923,1,
id0004,id0130,crop,original,0.373116,0.522387,0.013673,1,
id0004,id0132,crop,original,0.372023,0.534135,0.015260,1,
id0004,id0136,crop,original,0.391691,0.528032,0.012597,1,
id0004,id0153,crop,original,0.307025,0.332682,0.007364,1,
id0004,id0161,crop,original,0.277533,0.447367,0.014750,1,
id0004,id0169,crop,original,0.369937,0.508089,0.019095,1,
id0004,id0182,crop,original,0.281358,0.372203,0.007781,1,
id0004,id0183,crop,original,0.405535,0.435165,0.007138,1,
id0004,id0186,crop,original,0.294698,0.416019,0.016562,1,
id0004,id0197,crop,original,0.295977,0.412050,0.010261,1,
id0004,id0199,crop,original,0.301516,0.365672,0.007660,1,
id0004,id0206,crop,original,0.534421,0.826364,0.021556,1,
id0004,id0207,crop,original,0.328717,0.484536,0.015703,1,
id0004,id0208,crop,original,0.252515,0.351454,0.008656,1,
id0004,id0212,crop,original,0.449904,0.472357,0.012799,1,
id0004,id0220,crop,original,0.382646,0.406506,0.012578,1,
id0004,id0222,crop,original,0.308054,0.401523,0.009629,1,
id0004,id0224,crop,original,0.323367,0.508620,0.014752,1,
id0004,id0233,crop,original,0.398470,0.338036,0.011619,1,
id0004,id0239,crop,original,0.464611,0.704294,0.025475,1,
id0004,id0242,crop,original,0.282912,0.379953,0.013504,1,
id0004,id0246,crop,original,0.388364,0.594295,0.021233,1,
id0004,id0258,crop,original,0.347289,0.452127,0.013493,1,
id0004,id0273,crop,original,0.353197,0.434090,0.013449,1,
id0004,id0275,crop,original,0.342961,0.381376,0.011780,1,
id0004,id0285,crop,original,0.300694,0.465620,0.011597,1,
id0004,id0290,crop,original,0.376412,0.397049,0.007125,1,
id0004,id0296,crop,original,0.377190,0.441498,0.010837,1,
id0004,id0299,crop,original,0.274334,0.402556,0.010992,1,
id0004,id0303,crop,original,0.376417,0.468468,0.009611,1,
id0004,id0319,crop,original,0.399626,0.513607,0.010858,1,
id0004,id0321,crop,original,0.359361,0.443090,0.006837,1,
id0004,id0326,crop,original,0.333240,0.493947,0.010006,1,
id0004,id0328,crop,original,0.303851,0.355680,0.011924,1,
id0004,id0330,crop,original,0.378090,0.488719,0.015400,1,
id0004,id0342,crop,original,0.350086,0.478705,0.017372,1,
id0004,id0346,crop,original,0.331411,0.535384,0.015552,1,
id0004,id0363,crop,original,0.357624,0.558502,0.017835,1,
id0004,id0367,crop,original,0.332776,0.490616,0.019143,1,
id0004,id0368,crop,original,0.268145,0.340153,0.010598,1,
id0004,id0369,crop,original,0.306576,0.391913,0.008628,1,
id0004,id0372,crop,original,0.348164,0.417269,0.014176,1,
id0004,id0373,crop,original,0.253746,0.313226,0.008647,1,
id0004,id0374,crop,original,0.488771,0.501036,0.008206,1,
id0004,id0378,crop,original,0.257372,0.389232,0.012198,1,
id0004,id0381,crop,original,0.262163,0.356675,0.010774,1,
id0004,id0382,crop,original,0.443676,0.612462,0.017383,1,
id0004,id0392,crop,original,0.334855,0.485955,0.017392,1,
id0004,id0396,crop,original,0.329644,0.526379,0.019519,1,
id0004,id0398,crop,original,0.455912,0.667126,0.015158,1,
id0004,id0399,crop,original,0.341713,0.344676,0.009053,1,
id0004,id0401,crop,original,0.404764,0.533236,0.017374,1,
id0004,id0402,crop,original,0.287139,0.450985,0.013330,1,
id0004,id0404,crop,original,0.385459,0.549056,0.014675,1,
id0004,id0411,crop,original,0.444882,0.655771,0.019563,1,
id0004,id0412,crop,original,0.346228,0.471937,0.016673,1,
id0004,id0418,crop,original,0.352156,0.563169,0.013959,1,
id0004,id0421,crop,original,0.283581,0.453514,0.014868,1,
id0004,id0422,crop,original,0.295274,0.438450,0.014163,1,
id0004,id0431,crop,original,0.344802,0.553904,0.013745,1,
id0004,id0437,crop,original,0.335827,0.449699,0.012367,1,
id0004,id0441,crop,original,0.345794,0.472123,0.016442,1,
id0004,id0447,crop,original,0.379462,0.385835,0.005044,1,
id0004,id0460,crop,original,0.277219,0.490627,0.013470,1,
id0004,id0462,crop,original,0.359342,0.453624,0.011371,1,
id0004,id0465,crop,original,0.413186,0.527486,0.015122,1,
id0004,id0466,crop,original,0.322157,0.349299,0.005712,1,
id0004,id0468,crop,original,0.497404,0.753512,0.022471,1,
id0004,id0470,crop,original,0.394680,0.570395,0.016119,1,
id0004,id0476,crop,original,0.263739,0.228600,0.006866,1,
id0004,id0486,crop,original,0.421167,0.516171,0.011241,1,
id0004,id0491,crop,original,0.283154,0.345620,0.010040,1,
id0004,id0498,crop,original,0.366030,0.515978,0.013288,1,
id0018,id0020,crop,original,0.275566,0.329657,0.003165,1,
id0018,id0026,crop,original,0.382527,0.700047,0.010610,1,
id0018,id0027,crop,original,0.290609,0.459514,0.007240,1,
id0018,id0041,crop,original,0.337230,0.480879,0.011771,1,
id0018,id0042,crop,original,0.511120,0.828061,0.017903,1,
id0018,id0045,crop,original,0.286276,0.527229,0.008036,1,
id0018,id0048,crop,original,0.272980,0.383926,0.002909,1,
id0018,id0056,crop,original,0.419521,0.606824,0.013992,1,
