metric,count,mean_abs_rank_error,median_abs_rank_error,spearman_vs_gt,pearson_vs_gt
latent_distance,300,45.906666666666666,36.0,0.7567065089555254,0.7668757265230581
rigid_registered_chamfer,300,74.63333333333334,64.75,0.3833313016258218,0.1689731973994935
raw_chamfer,300,76.41333333333333,61.0,0.36680360274954554,0.3690833720826109
nicp_correspondence,300,79.21,66.0,0.3255982684096746,0.27492253142103823
