scenario,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,metric,metric_value,gt_rank,raw_abs_rank_error,metric_abs_rank_error,extra_abs_rank_error_vs_raw
translation,id0051,down8k,id0051_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.3238519430160522,0.0035251528024673,0.0113644348457455,0.1161667039596593,rigid_registered_chamfer,0.0113644348457455,104.0,2.0,147.0,145.0
translation,id0084,down8k,id0084_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.4944345653057098,0.007425726391375,0.0026604831218719,0.0979700658173439,rigid_registered_chamfer,0.0026604831218719,239.0,31.0,143.0,112.0
translation,id0084,noisy,id0084_GTready_noisy,id0158,original,id0158_GTready_original,0.4726081490516662,0.0054916888475418,0.0021208929829299,0.0899450538662862,rigid_registered_chamfer,0.0021208929829299,224.5,59.5,158.5,99.0
translation,id0084,original,id0084_GTready_original,id0478,noisy,id0478_GTready_noisy,0.4944345653057098,0.0059283394366502,0.0024329430889338,0.0870953534131626,rigid_registered_chamfer,0.0024329430889338,239.0,61.0,152.0,91.0
translation,id0051,down8k,id0051_GTready_down8k,id0456,original,id0456_GTready_original,0.3238519430160522,0.0049471948295831,0.0098264655098319,0.1130507719193366,rigid_registered_chamfer,0.0098264655098319,104.0,46.0,135.0,89.0
translation,id0158,noisy,id0158_GTready_noisy,id0267,remesh,id0267_GTready_remesh,0.3337112963199615,0.0035230887588113,0.0012939041480422,0.0863600179559205,rigid_registered_chamfer,0.0012939041480422,127.5,22.5,109.5,87.0
translation,id0084,down8k,id0084_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.4944345653057098,0.0095035023987293,0.0044346461072564,0.1015980804978567,rigid_registered_chamfer,0.0044346461072564,239.0,6.0,88.0,82.0
translation,id0051,up60k,id0051_GTready_up60k,id0456,original,id0456_GTready_original,0.3238519430160522,0.0034062089398503,0.0052398359403014,0.1079465223663807,rigid_registered_chamfer,0.0052398359403014,104.0,4.0,77.0,73.0
translation,id0084,down8k,id0084_GTready_down8k,id0129,noisy,id0129_GTready_noisy,0.4017015099525451,0.005729523487389,0.0027181822806596,0.1005179849770093,rigid_registered_chamfer,0.0027181822806596,184.0,14.0,85.0,71.0
translation,id0051,crop,id0051_GTready_crop,id0084,noisy,id0084_GTready_noisy,0.7593971490859985,0.018354931846261,0.0080325081944465,0.1175533282433303,rigid_registered_chamfer,0.0080325081944465,297.5,12.5,81.5,69.0
translation,id0456,original,id0456_GTready_original,id0485,remesh,id0485_GTready_remesh,0.5342631936073303,0.0074128876440227,0.00385108217597,0.0971173108974465,rigid_registered_chamfer,0.00385108217597,251.5,44.5,112.5,68.0
translation,id0478,original,id0478_GTready_original,id0485,up60k,id0485_GTready_up60k,0.3156741559505462,0.0030973609536886,0.0013521490618586,0.0834833176907346,rigid_registered_chamfer,0.0013521490618586,85.0,0.0,65.0,65.0
translation,id0158,original,id0158_GTready_original,id0485,up60k,id0485_GTready_up60k,0.3255888819694519,0.0039671999402344,0.0018308528233319,0.0839823688882075,rigid_registered_chamfer,0.0018308528233319,115.0,12.0,73.0,61.0
translation,id0267,remesh,id0267_GTready_remesh,id0489,down8k,id0489_GTready_down8k,0.2956497967243194,0.003323120996356,0.0045819943770766,0.0850293878937225,rigid_registered_chamfer,0.0045819943770766,60.0,37.0,98.0,61.0
translation,id0059,remesh,id0059_GTready_remesh,id0267,noisy,id0267_GTready_noisy,0.2608508169651031,0.0020679926965385,0.0027638217434287,0.0994901561557494,rigid_registered_chamfer,0.0027638217434287,32.5,6.5,67.5,61.0
translation,id0478,noisy,id0478_GTready_noisy,id0489,up60k,id0489_GTready_up60k,0.4113882482051849,0.0058412123471498,0.0032991566695272,0.1003493713777108,rigid_registered_chamfer,0.0032991566695272,188.0,11.0,71.0,60.0
translation,id0158,remesh,id0158_GTready_remesh,id0485,crop,id0485_GTready_crop,0.3255888819694519,0.003737716935575,0.0018854232039302,0.0915299945589147,rigid_registered_chamfer,0.0018854232039302,115.0,3.0,63.0,60.0
translation,id0084,original,id0084_GTready_original,id0478,down8k,id0478_GTready_down8k,0.4944345653057098,0.0045082275755703,0.0022725402377545,0.0824054874278567,rigid_registered_chamfer,0.0022725402377545,239.0,103.0,161.0,58.0
translation,id0187,noisy,id0187_GTready_noisy,id0485,original,id0485_GTready_original,0.3508435487747192,0.0032226811163127,0.0017084656283259,0.08945653453845,rigid_registered_chamfer,0.0017084656283259,146.0,55.0,110.0,55.0
translation,id0129,original,id0129_GTready_original,id0485,remesh,id0485_GTready_remesh,0.3199981153011322,0.0032332758419215,0.0017623959574848,0.0873443276031435,rigid_registered_chamfer,0.0017623959574848,99.0,6.0,61.0,55.0
translation,id0456,noisy,id0456_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.3831659257411957,0.0029213293455541,0.0015041553415358,0.0906219828047887,rigid_registered_chamfer,0.0015041553415358,160.5,80.5,134.5,54.0
translation,id0084,down8k,id0084_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.3498280942440033,0.0052475361153483,0.0022095614112913,0.0923056527748144,rigid_registered_chamfer,0.0022095614112913,140.0,16.0,70.0,54.0
translation,id0068,up60k,id0068_GTready_up60k,id0158,crop,id0158_GTready_crop,0.2486844509840011,0.0101292617619037,0.0245087072253227,0.1518752489882052,rigid_registered_chamfer,0.0245087072253227,23.0,217.0,270.0,53.0
translation,id0059,noisy,id0059_GTready_noisy,id0084,up60k,id0084_GTready_up60k,0.3281788229942322,0.0027488793712109,0.0016000564210116,0.0893889568499672,rigid_registered_chamfer,0.0016000564210116,120.5,45.5,93.5,48.0
translation,id0051,crop,id0051_GTready_crop,id0084,up60k,id0084_GTready_up60k,0.7593971490859985,0.0225133001804351,0.0108543876558542,0.1282209393116551,rigid_registered_chamfer,0.0108543876558542,297.5,5.5,52.5,47.0
translation,id0051,down8k,id0051_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.3238519430160522,0.0035251528024673,0.0113644348457455,0.1161667039596593,nicp_correspondence,0.1161667039596593,104.0,2.0,146.0,144.0
translation,id0084,original,id0084_GTready_original,id0478,noisy,id0478_GTready_noisy,0.4944345653057098,0.0059283394366502,0.0024329430889338,0.0870953534131626,nicp_correspondence,0.0870953534131626,239.0,61.0,187.0,126.0
translation,id0084,original,id0084_GTready_original,id0478,down8k,id0478_GTready_down8k,0.4944345653057098,0.0045082275755703,0.0022725402377545,0.0824054874278567,nicp_correspondence,0.0824054874278567,239.0,103.0,227.0,124.0
translation,id0059,remesh,id0059_GTready_remesh,id0267,noisy,id0267_GTready_noisy,0.2608508169651031,0.0020679926965385,0.0027638217434287,0.0994901561557494,nicp_correspondence,0.0994901561557494,32.5,6.5,122.5,116.0
translation,id0187,up60k,id0187_GTready_up60k,id0267,original,id0267_GTready_original,0.4295506179332733,0.0050274580717086,0.0037184464745223,0.0863904170075776,nicp_correspondence,0.0863904170075776,198.5,47.5,155.5,108.0
translation,id0068,remesh,id0068_GTready_remesh,id0187,original,id0187_GTready_original,0.5366069674491882,0.0080335792154073,0.0082300538197159,0.0943453988489582,nicp_correspondence,0.0943453988489582,258.0,44.0,144.0,100.0
translation,id0051,up60k,id0051_GTready_up60k,id0456,original,id0456_GTready_original,0.3238519430160522,0.0034062089398503,0.0052398359403014,0.1079465223663807,nicp_correspondence,0.1079465223663807,104.0,4.0,103.0,99.0
translation,id0084,noisy,id0084_GTready_noisy,id0158,original,id0158_GTready_original,0.4726081490516662,0.0054916888475418,0.0021208929829299,0.0899450538662862,nicp_correspondence,0.0899450538662862,224.5,59.5,151.5,92.0
translation,id0084,down8k,id0084_GTready_down8k,id0267,up60k,id0267_GTready_up60k,0.3982460498809814,0.0044681243598461,0.0027970517985522,0.0866677304708863,nicp_correspondence,0.0866677304708863,180.0,45.0,133.0,88.0
translation,id0051,down8k,id0051_GTready_down8k,id0456,original,id0456_GTready_original,0.3238519430160522,0.0049471948295831,0.0098264655098319,0.1130507719193366,nicp_correspondence,0.1130507719193366,104.0,46.0,129.0,83.0
translation,id0187,crop,id0187_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.3508435487747192,0.0060506761074066,0.0038005751557648,0.0847974893294078,nicp_correspondence,0.0847974893294078,146.0,33.0,114.0,81.0
translation,id0129,original,id0129_GTready_original,id0478,remesh,id0478_GTready_remesh,0.2911230623722076,0.0026192867662757,0.0018570972606539,0.0983921018945883,nicp_correspondence,0.0983921018945883,51.0,16.0,96.0,80.0
translation,id0158,original,id0158_GTready_original,id0485,up60k,id0485_GTready_up60k,0.3255888819694519,0.0039671999402344,0.0018308528233319,0.0839823688882075,nicp_correspondence,0.0839823688882075,115.0,12.0,90.0,78.0
translation,id0129,original,id0129_GTready_original,id0267,crop,id0267_GTready_crop,0.3854514360427856,0.0068340948782861,0.0049345456063747,0.0902519649795373,nicp_correspondence,0.0902519649795373,174.5,21.5,97.5,76.0
translation,id0158,remesh,id0158_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.2333883196115493,0.0022820234298706,0.0022581391967833,0.0952459035532653,nicp_correspondence,0.0952459035532653,16.5,31.5,106.5,75.0
translation,id0084,up60k,id0084_GTready_up60k,id0485,down8k,id0485_GTready_down8k,0.3498280942440033,0.0031677088700234,0.002081916667521,0.0828363458444817,nicp_correspondence,0.0828363458444817,140.0,52.0,125.0,73.0
translation,id0456,original,id0456_GTready_original,id0485,remesh,id0485_GTready_remesh,0.5342631936073303,0.0074128876440227,0.00385108217597,0.0971173108974465,nicp_correspondence,0.0971173108974465,251.5,44.5,114.5,70.0
translation,id0059,crop,id0059_GTready_crop,id0068,noisy,id0068_GTready_noisy,0.3154456615447998,0.0042630839161574,0.0045758532360196,0.1065993027622778,nicp_correspondence,0.1065993027622778,77.0,52.0,121.0,69.0
translation,id0084,remesh,id0084_GTready_remesh,id0456,noisy,id0456_GTready_noisy,0.6996428370475769,0.0099165216088294,0.0056271664798259,0.1012108098147008,nicp_correspondence,0.1012108098147008,291.0,55.0,123.0,68.0
translation,id0129,down8k,id0129_GTready_down8k,id0158,noisy,id0158_GTready_noisy,0.2813311517238617,0.0034043993800878,0.002593838609755,0.1011209283204275,nicp_correspondence,0.1011209283204275,43.0,56.0,124.0,68.0
translation,id0068,down8k,id0068_GTready_down8k,id0158,remesh,id0158_GTready_remesh,0.2486844509840011,0.0037205424159765,0.0034964890219271,0.1033535378432695,nicp_correspondence,0.1033535378432695,23.0,94.0,161.0,67.0
translation,id0084,down8k,id0084_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.4944345653057098,0.007425726391375,0.0026604831218719,0.0979700658173439,nicp_correspondence,0.0979700658173439,239.0,31.0,97.0,66.0
translation,id0187,original,id0187_GTready_original,id0478,up60k,id0478_GTready_up60k,0.476080983877182,0.0047683622688055,0.0037392389494925,0.0907628862153916,nicp_correspondence,0.0907628862153916,227.5,82.5,147.5,65.0
translation,id0187,up60k,id0187_GTready_up60k,id0267,down8k,id0267_GTready_down8k,0.4295506179332733,0.0037902859039604,0.0045442236587405,0.0880985865063069,nicp_correspondence,0.0880985865063069,198.5,75.5,140.5,65.0
translation,id0478,original,id0478_GTready_original,id0485,up60k,id0485_GTready_up60k,0.3156741559505462,0.0030973609536886,0.0013521490618586,0.0834833176907346,nicp_correspondence,0.0834833176907346,85.0,0.0,65.0,65.0
