metric,pair_type,count,delta_mean,delta_median,ratio_mean,ratio_median
rigid_registered_chamfer,different_subject,300,0.0012539659459920003,-0.0004225699231028999,1.0573141863678381,0.8883889637176187
rigid_registered_chamfer,same_subject,180,-0.0004137992092485864,-0.00032489770092069994,0.8088227360457944,0.7778375399679505
nicp_correspondence,different_subject,300,0.09699211317199581,0.09313449764536924,24.326585711788578,20.285022624020684
nicp_correspondence,same_subject,180,0.08909889813559953,0.08599414359609095,101.89992868054344,73.82508781774672
