scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,registered_chamfer_spearman,delta_spearman,latent_pearson,registered_chamfer_pearson,delta_pearson,model_beats_registered_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md
translation,crop,up60k,crop__to__up60k,1,1,0.689389,-0.068484,0.757872,0.715894,-0.021638,0.737531,1,100,4950,4950,4950,0.000511,0.000501,0.000000,0.000000,0.000058,0.000052,0.000511,0.000501,0.026859,0.031664,0.027429,0.032366,,,,
