scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.575304,0.514582,0.060722,0.597577,0.549931,0.047646,1,35,70,595,1190,595
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,1.100000,0.000000,0.566890,0.531130,0.035760,0.594389,0.570598,0.023791,1,35,70,595,1190,595
