scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.585670,0.639175,-0.053504,0.600368,0.633116,-0.032748,0,110,110,5995,5995,5995
rotation,gt_vertex_mean_l2,0.000000e+00,1.500000e-01,0.000000e+00,4.000000,0.000000,0.514300,0.582002,-0.067701,0.535674,0.604934,-0.069260,0,110,110,5995,5995,5995
