scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545040,0.639175,-0.094135,0.539079,0.633116,-0.094037,0,0.545040,0.639175,0.000000,0.000000,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p00,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p00/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p00/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.543898,0.649154,-0.105256,0.538632,0.630484,-0.091852,0,0.545040,0.639175,0.001142,-0.009979,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p02,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p02/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p02/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.541008,0.647659,-0.106651,0.537570,0.635451,-0.097880,0,0.545040,0.639175,0.004032,-0.008484,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p05,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p05/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p05/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.534321,0.580648,-0.046327,0.534629,0.613865,-0.079235,0,0.545040,0.639175,0.010719,0.058527,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p10,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p10/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p10/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.524983,0.483139,0.041844,0.530397,0.539580,-0.009183,1,0.545040,0.639175,0.020057,0.156036,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p15,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p15/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p15/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.509699,0.380618,0.129082,0.522330,0.432822,0.089509,1,0.545040,0.639175,0.035341,0.258557,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p20,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p20/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p20/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545040,0.639175,-0.094135,0.539079,0.633116,-0.094037,0,0.545040,0.639175,0.000000,0.000000,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p00,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p00/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p00/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.003000,0.490804,0.637243,-0.146439,0.499459,0.630857,-0.131398,0,0.545040,0.639175,0.054236,0.001932,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p02,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p02/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p02/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.004500,0.413430,0.633143,-0.219713,0.428555,0.627198,-0.198643,0,0.545040,0.639175,0.131610,0.006032,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p05,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p05/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p05/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.007000,0.282326,0.621215,-0.338889,0.283954,0.616695,-0.332741,0,0.545040,0.639175,0.262714,0.017960,110,110,5995,5995,5995,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p10,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p10/ranking_summary.json,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p10/ranking_summary.csv,/equilibrium/lpampaloni/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_b725f567_noicp/translation_sigma0p10/ranking_summary.md
