method,F,subject,wbse
INORig,1,id0000,0.8484207345659053
INORig,1,id0001,1.0448302601962225
INORig,1,id0002,2.0375263038574762
INORig,1,id0003,1.0559985128632812
INORig,1,id0004,1.8518370092390692
INORig,1,id0005,1.1525243864830959
INORig,1,id0006,2.158594975045987
INORig,1,id0007,0.743774181686658
INORig,1,id0008,2.8135547814117117
INORig,1,id0009,1.1691726544859558
INORig,1,id0010,1.481744660328583
INORig,1,id0011,1.479096072235728
INORig,1,id0012,1.7054353727053861
INORig,1,id0013,1.6397331233000607
INORig,1,id0014,2.0256972615475575
INORig,1,id0015,0.9300019106579206
INORig,1,id0016,2.4812011666665583
INORig,1,id0017,1.8847747156257164
INORig,1,id0018,1.5753812699893859
INORig,1,id0019,1.6241002798400086
INORig,1,id0020,2.255960194946119
INORig,1,id0021,1.6824985041608937
INORig,1,id0022,0.7395669500174896
INORig,1,id0023,1.7416824132666868
INORig,1,id0024,1.0670399022529733
INORig,1,id0025,0.9865297529844076
INORig,1,id0026,2.1546313231934326
INORig,1,id0027,1.6805062764688838
INORig,1,id0028,1.2956189350627212
INORig,1,id0029,0.6049591113145912
INORig,1,id0030,2.1479340077294804
INORig,1,id0031,1.3125725874682228
INORig,1,id0032,1.4224758686106993
INORig,1,id0033,1.087449561325905
INORig,1,id0034,3.4385981767012193
INORig,1,id0035,1.30252552546537
INORig,1,id0036,3.3563324753173136
INORig,1,id0037,1.9645369492491327
INORig,1,id0038,1.810434932525513
INORig,1,id0039,1.085019671507816
INORig,1,id0040,1.7586548453995499
INORig,1,id0041,1.2523954551333691
INORig,1,id0042,1.9924070632403499
INORig,1,id0043,1.3568263644290544
INORig,1,id0044,2.8846971409984907
INORig,1,id0045,1.1105338573612824
INORig,1,id0046,2.6419252710488843
INORig,1,id0047,1.2994955801537786
INORig,1,id0048,2.254817696404944
INORig,1,id0049,0.976533814588563
INORig,1,id0050,1.6541223380987249
INORig,1,id0051,1.5206726178516028
INORig,1,id0052,2.174586668413634
INORig,1,id0053,1.1788423287320473
INORig,1,id0054,0.9363180867282641
INORig,1,id0055,2.118708082530304
INORig,1,id0056,2.2878574292634752
INORig,1,id0057,0.6462484149009737
INORig,1,id0058,1.8584800891424935
INORig,1,id0059,0.4469997318090339
INORig,1,id0060,2.272909630360955
INORig,1,id0061,1.561626257977357
INORig,1,id0062,2.787034305152273
INORig,1,id0063,0.740577109536526
INORig,1,id0064,2.6137871193412447
INORig,1,id0065,1.5460079270863254
INORig,1,id0066,1.3910743823647327
INORig,1,id0067,1.3089717791479063
INORig,1,id0068,1.6257057499312046
INORig,1,id0069,1.90623024373265
INORig,1,id0070,1.6515329620700687
INORig,1,id0071,0.3286436427539263
INORig,1,id0072,2.4001652179422277
INORig,1,id0073,1.3056448559823217
INORig,1,id0074,2.412013305803737
INORig,1,id0075,1.2253717120866183
INORig,1,id0076,2.86495914913251
INORig,1,id0077,-0.29484510720953805
INORig,1,id0078,1.7197233634875122
INORig,1,id0079,0.9263070274151504
INORig,1,id0080,1.026137705431071
INORig,1,id0081,1.3338219483263272
INORig,1,id0082,2.1810865573177547
INORig,1,id0083,1.0250436812215877
INORig,1,id0084,2.1781691605937947
INORig,1,id0085,1.374541957444504
INORig,1,id0086,1.497126454386722
INORig,1,id0087,1.34785422954811
INORig,1,id0088,1.7833506481412298
INORig,1,id0089,1.5211139949495924
INORig,1,id0090,1.7498745546727785
INORig,1,id0091,1.0476261711700967
INORig,1,id0092,2.293645929345577
INORig,1,id0093,0.9591960397502532
INORig,1,id0094,1.6224293562224101
INORig,1,id0095,1.3644678705274669
INORig,1,id0096,1.6149264605243199
INORig,1,id0097,1.5411514821431909
INORig,1,id0098,2.0800422685661717
INORig,2,id0000,2.13453486986346
INORig,2,id0001,2.1335841053769236
INORig,2,id0002,2.2214515693104793
INORig,2,id0003,1.3679537788564988
INORig,2,id0004,2.3369116473625002
INORig,2,id0005,1.3237580340848782
INORig,2,id0006,2.5581667973977744
INORig,2,id0007,1.5424846231801255
INORig,2,id0008,3.531580461941172
INORig,2,id0009,1.6562763344249842
INORig,2,id0010,1.7409642250277637
INORig,2,id0011,1.4930013080405502
INORig,2,id0012,2.6342233314186845
INORig,2,id0013,2.0431212720888734
INORig,2,id0014,2.1962708384177767
INORig,2,id0015,1.6207974248772146
INORig,2,id0016,2.8637239592687638
INORig,2,id0017,2.5150766294215843
INORig,2,id0018,2.4046244184125802
INORig,2,id0019,1.6742310404594758
INORig,2,id0020,2.109478152583793
INORig,2,id0021,1.7486776858327202
INORig,2,id0022,1.4860391520015845
INORig,2,id0023,1.8259120813091725
INORig,2,id0024,2.4479232595078386
INORig,2,id0025,0.8740413977519426
INORig,2,id0026,2.7125850239194773
INORig,2,id0027,2.0296426518884085
INORig,2,id0028,2.0611281837747595
INORig,2,id0029,1.207324880363725
INORig,2,id0030,2.87655117498531
INORig,2,id0031,1.6309424013752267
INORig,2,id0032,2.170287650557294
INORig,2,id0033,1.4334649462341917
INORig,2,id0034,3.458005777489622
INORig,2,id0035,2.0096914354765314
INORig,2,id0036,3.8624789013518437
INORig,2,id0037,2.331493050290572
INORig,2,id0038,2.7877139789721532
INORig,2,id0039,1.5669415316023771
INORig,2,id0040,3.036087062395117
INORig,2,id0041,1.5974177486488808
INORig,2,id0042,1.9866451361728237
INORig,2,id0043,1.9804323779151822
INORig,2,id0044,3.3700386762260663
INORig,2,id0045,1.1741413558715648
INORig,2,id0046,2.8954177434410444
INORig,2,id0047,1.352545910197231
INORig,2,id0048,2.6876446512663708
INORig,2,id0049,1.4551724547905633
INORig,2,id0050,1.5268522173915493
INORig,2,id0051,1.947455526955015
INORig,2,id0052,2.6224129134712064
INORig,2,id0053,1.1903968261700388
INORig,2,id0054,2.0329628288090724
INORig,2,id0055,1.9715732491069258
INORig,2,id0056,2.8900780112902704
INORig,2,id0057,1.234795764625583
INORig,2,id0058,2.5410467513071757
INORig,2,id0059,1.7834965748451426
INORig,2,id0060,2.528757631549392
INORig,2,id0061,1.8562820661401391
INORig,2,id0062,3.1398153065661853
INORig,2,id0063,1.4079192382917305
INORig,2,id0064,3.8918095631394167
INORig,2,id0065,1.5048823497752832
INORig,2,id0066,1.4368893440338921
INORig,2,id0067,1.6646448007706767
INORig,2,id0068,1.4058510970551232
INORig,2,id0069,2.1769646645807446
INORig,2,id0070,1.7320400916391248
INORig,2,id0071,1.0659235572683239
INORig,2,id0072,2.9890584482053573
INORig,2,id0073,2.1967557384185357
INORig,2,id0074,2.400354716456912
INORig,2,id0075,1.3253813643056245
INORig,2,id0076,3.8163425771558006
INORig,2,id0077,1.3128077077243907
INORig,2,id0078,2.964662206546569
INORig,2,id0079,1.1117786161197194
INORig,2,id0080,1.5235969722163014
INORig,2,id0081,1.7877596396787192
INORig,2,id0082,2.6430565097556453
INORig,2,id0083,1.508862720350049
INORig,2,id0084,2.4985103367024
INORig,2,id0085,1.7791570850377154
INORig,2,id0086,1.9869908440570407
INORig,2,id0087,1.233671134453125
INORig,2,id0088,3.4256697146643855
INORig,2,id0089,1.6833038860777234
INORig,2,id0090,2.9360613798889026
INORig,2,id0091,1.5113432882302875
INORig,2,id0092,2.442279576253603
INORig,2,id0093,1.6361167045889509
INORig,2,id0094,1.3170243854035364
INORig,2,id0095,2.094828139025039
INORig,2,id0096,2.3643742780229227
INORig,2,id0097,1.5351572693511926
INORig,2,id0098,2.7911791402204504
INORig,3,id0000,2.4552184358813056
INORig,3,id0001,2.570185577744722
INORig,3,id0002,2.571707051982356
INORig,3,id0003,1.7201555139051936
INORig,3,id0004,2.611377146943381
INORig,3,id0005,1.541114795298222
INORig,3,id0006,2.7806284946396627
INORig,3,id0007,1.708582527897387
INORig,3,id0008,3.6485700257782496
INORig,3,id0009,1.8911085365117037
INORig,3,id0010,2.1412286047389912
INORig,3,id0011,1.8317573721927756
INORig,3,id0012,2.4716795973538677
INORig,3,id0013,2.006321445410097
INORig,3,id0014,2.2749852746417414
INORig,3,id0015,1.3592866211509367
INORig,3,id0016,2.9329310827746364
INORig,3,id0017,3.0582494808614578
INORig,3,id0018,2.6235660543570503
INORig,3,id0019,1.9568485260539803
INORig,3,id0020,2.405453696559037
INORig,3,id0021,1.9637113780317517
INORig,3,id0022,1.8603127499107877
INORig,3,id0023,1.9382833485732154
INORig,3,id0024,1.7407914727058398
INORig,3,id0025,0.9563079135627661
INORig,3,id0026,3.37339675810077
INORig,3,id0027,1.99407920912755
INORig,3,id0028,1.8595942813533264
INORig,3,id0029,1.6809210706089368
INORig,3,id0030,2.8632030817049468
INORig,3,id0031,1.6200611909474933
INORig,3,id0032,2.3948231134310998
INORig,3,id0033,1.2773700449004242
INORig,3,id0034,3.5396902138057973
INORig,3,id0035,2.1314842871360464
INORig,3,id0036,4.0800423927274005
INORig,3,id0037,2.340011978852305
INORig,3,id0038,3.080214289372931
INORig,3,id0039,1.849558881372005
INORig,3,id0040,3.110125010301938
INORig,3,id0041,1.6351503744981781
INORig,3,id0042,2.0199234405335025
INORig,3,id0043,2.141831638309477
INORig,3,id0044,3.5140553095962925
INORig,3,id0045,1.6195108409231624
INORig,3,id0046,3.089000941218792
INORig,3,id0047,1.6650975836357165
INORig,3,id0048,2.8248871890391896
INORig,3,id0049,1.7819819749255672
INORig,3,id0050,1.8507386124204162
INORig,3,id0051,2.398388443575752
INORig,3,id0052,2.721220117656947
INORig,3,id0053,1.9192376140341965
INORig,3,id0054,2.087418916882781
INORig,3,id0055,2.344609267744173
INORig,3,id0056,2.983825376098967
INORig,3,id0057,1.19415369690165
INORig,3,id0058,3.1485429946626002
INORig,3,id0059,1.639703202056615
INORig,3,id0060,2.916547597337361
INORig,3,id0061,1.7884295097151681
INORig,3,id0062,3.979832451386531
INORig,3,id0063,1.4411623310396462
INORig,3,id0064,3.9555510731136256
INORig,3,id0065,1.7358329105834995
INORig,3,id0066,1.6489313595908015
INORig,3,id0067,1.8624596837523932
INORig,3,id0068,1.9791466034854086
INORig,3,id0069,2.231314299216199
INORig,3,id0070,2.297633151056926
INORig,3,id0071,1.0496683289562638
INORig,3,id0072,3.847664009795542
INORig,3,id0073,1.9057734508146753
INORig,3,id0074,2.357712533863909
INORig,3,id0075,1.6770204123225432
INORig,3,id0076,3.832822163331701
INORig,3,id0077,1.6176181002868375
INORig,3,id0078,3.3099807053419794
INORig,3,id0079,1.6965492439928787
INORig,3,id0080,2.2937657773196936
INORig,3,id0081,2.0647084254132566
INORig,3,id0082,3.1601038419365977
INORig,3,id0083,1.8028836131526398
INORig,3,id0084,2.3613028266492937
INORig,3,id0085,1.7482111792139088
INORig,3,id0086,2.2465106275506663
INORig,3,id0087,1.5130059361481212
INORig,3,id0088,3.536565283392483
INORig,3,id0089,1.9207921339018992
INORig,3,id0090,3.010824619627474
INORig,3,id0091,1.3378305902658412
INORig,3,id0092,2.7678216230327903
INORig,3,id0093,1.6071093025098182
INORig,3,id0094,1.636573140089588
INORig,3,id0095,2.0946759915661017
INORig,3,id0096,2.548806630792302
INORig,3,id0097,1.9240156574073757
INORig,3,id0098,3.294880876455129
