scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,cpd_registered_chamfer
translation,59,same_subject,id0084,remesh,id0084_GTready_remesh,id0084,up60k,id0084_GTready_up60k,0.0,0.09329594671726227,0.0007194771897047758,0.000736493500880897,0.08835844618453242,nan
translation,60,same_subject,id0129,crop,id0129_GTready_crop,id0129,down8k,id0129_GTready_down8k,0.0,0.3240430951118469,0.011428133584558964,0.010759251192212105,0.12059509830226958,nan
translation,61,same_subject,id0129,crop,id0129_GTready_crop,id0129,noisy,id0129_GTready_noisy,0.0,0.26448768377304077,0.005496038589626551,0.00484256399795413,0.09817097795051644,nan
translation,62,same_subject,id0129,crop,id0129_GTready_crop,id0129,original,id0129_GTready_original,0.0,0.25823184847831726,0.005285634659230709,0.0055207242257893085,0.10501770732020778,nan
translation,63,same_subject,id0129,crop,id0129_GTready_crop,id0129,remesh,id0129_GTready_remesh,0.0,0.3417697250843048,0.005894202273339033,0.004136849194765091,0.10287639400583837,nan
translation,64,same_subject,id0129,crop,id0129_GTready_crop,id0129,up60k,id0129_GTready_up60k,0.0,0.3270813822746277,0.009290724992752075,0.006884635426104069,0.11215736668793981,nan
translation,65,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,noisy,id0129_GTready_noisy,0.0,0.14900055527687073,0.001189789967611432,0.0007472267025150359,0.08343432059421438,nan
translation,66,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,original,id0129_GTready_original,0.0,0.1555328667163849,0.0018156347796320915,0.0006144532817415893,0.08098358387833902,nan
translation,67,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,remesh,id0129_GTready_remesh,0.0,0.12302923202514648,0.0019356838893145323,0.0019193203188478947,0.08907903203143513,nan
translation,68,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,up60k,id0129_GTready_up60k,0.0,0.09001429378986359,0.00043691517203114927,0.000399780401494354,0.08795550215584304,nan
translation,69,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,original,id0129_GTready_original,0.0,0.07218910753726959,0.00018881107098422945,0.0003664953401312232,0.08140411860559038,nan
translation,70,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,remesh,id0129_GTready_remesh,0.0,0.16459695994853973,0.0006404589512385428,0.0005114782834425569,0.08389803275159555,nan
translation,71,same_subject,id0129,noisy,id0129_GTready_noisy,id0129,up60k,id0129_GTready_up60k,0.0,0.15985983610153198,0.0006983982166275382,0.00018003536388278008,0.08372037753852286,nan
translation,72,same_subject,id0129,original,id0129_GTready_original,id0129,remesh,id0129_GTready_remesh,0.0,0.1661609709262848,0.0007121089147403836,0.00030766811687499285,0.08602899849374362,nan
translation,73,same_subject,id0129,original,id0129_GTready_original,id0129,up60k,id0129_GTready_up60k,0.0,0.1582152247428894,0.00107655581086874,0.00032547060982324183,0.0780791112502954,nan
translation,74,same_subject,id0129,remesh,id0129_GTready_remesh,id0129,up60k,id0129_GTready_up60k,0.0,0.09284202009439468,0.0007502232911065221,0.0006089595844969153,0.08704624492901042,nan
translation,75,same_subject,id0158,crop,id0158_GTready_crop,id0158,down8k,id0158_GTready_down8k,0.0,0.21326874196529388,0.010854719206690788,0.008265429176390171,0.11205395570257573,nan
translation,76,same_subject,id0158,crop,id0158_GTready_crop,id0158,noisy,id0158_GTready_noisy,0.0,0.21899233758449554,0.005041973665356636,0.003802947234362364,0.11877130793166225,nan
translation,77,same_subject,id0158,crop,id0158_GTready_crop,id0158,original,id0158_GTready_original,0.0,0.20682767033576965,0.005466626025736332,0.003838084638118744,0.11033705040972881,nan
translation,78,same_subject,id0158,crop,id0158_GTready_crop,id0158,remesh,id0158_GTready_remesh,0.0,0.21295154094696045,0.005999354645609856,0.005849489942193031,0.11495163402173483,nan
translation,79,same_subject,id0158,crop,id0158_GTready_crop,id0158,up60k,id0158_GTready_up60k,0.0,0.21783891320228577,0.009030617773532867,0.004684939049184322,0.11331853973565877,nan
translation,80,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,noisy,id0158_GTready_noisy,0.0,0.12822161614894867,0.0011653826804831624,0.0005356827168725431,0.08506296787231601,nan
translation,81,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,original,id0158_GTready_original,0.0,0.12230821698904037,0.0014088039752095938,0.0007656484376639128,0.08440659528426592,nan
translation,82,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,remesh,id0158_GTready_remesh,0.0,0.10859205573797226,0.001857222057878971,0.0014668973162770271,0.08905808717433548,nan
translation,83,same_subject,id0158,down8k,id0158_GTready_down8k,id0158,up60k,id0158_GTready_up60k,0.0,0.0800868347287178,0.0003965773794334382,0.0004962129169143736,0.08016654212856218,nan
translation,84,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,original,id0158_GTready_original,0.0,0.05785712972283363,0.0001893529260996729,0.00017968393513001502,0.07915801465964435,nan
translation,85,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,remesh,id0158_GTready_remesh,0.0,0.14147605001926422,0.0008163851452991366,0.0006603950751014054,0.08963994471583664,nan
translation,86,same_subject,id0158,noisy,id0158_GTready_noisy,id0158,up60k,id0158_GTready_up60k,0.0,0.15917077660560608,0.0008375882753171027,0.0002899394603446126,0.0812295288315428,nan
translation,87,same_subject,id0158,original,id0158_GTready_original,id0158,remesh,id0158_GTready_remesh,0.0,0.1361263543367386,0.0008739185286685824,0.00043253361945971847,0.08532981464624168,nan
translation,88,same_subject,id0158,original,id0158_GTready_original,id0158,up60k,id0158_GTready_up60k,0.0,0.14547137916088104,0.0009330756729468703,0.00019199569942429662,0.08297983333934408,nan
translation,89,same_subject,id0158,remesh,id0158_GTready_remesh,id0158,up60k,id0158_GTready_up60k,0.0,0.08376648277044296,0.0007755099795758724,0.0009071756503544748,0.08789523180048717,nan
translation,90,same_subject,id0187,crop,id0187_GTready_crop,id0187,down8k,id0187_GTready_down8k,0.0,0.25515106320381165,0.00897691398859024,0.01592019386589527,0.11964773988903993,nan
translation,91,same_subject,id0187,crop,id0187_GTready_crop,id0187,noisy,id0187_GTready_noisy,0.0,0.21973545849323273,0.0046060457825660706,0.003529319539666176,0.09021933600599791,nan
translation,92,same_subject,id0187,crop,id0187_GTready_crop,id0187,original,id0187_GTready_original,0.0,0.19717064499855042,0.004645969718694687,0.0038502488750964403,0.0923567906565481,nan
translation,93,same_subject,id0187,crop,id0187_GTready_crop,id0187,remesh,id0187_GTready_remesh,0.0,0.28908878564834595,0.005284859798848629,0.003783977357670665,0.08963313799979011,nan
translation,94,same_subject,id0187,crop,id0187_GTready_crop,id0187,up60k,id0187_GTready_up60k,0.0,0.2347220927476883,0.0064702946692705154,0.0037238970398902893,0.0984251688752935,nan
translation,95,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,noisy,id0187_GTready_noisy,0.0,0.19272658228874207,0.0007190576870925725,0.00030173471895977855,0.08140429215830797,nan
translation,96,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,original,id0187_GTready_original,0.0,0.16815170645713806,0.0010870092082768679,0.0005518350517377257,0.08535891952200055,nan
translation,97,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,remesh,id0187_GTready_remesh,0.0,0.135278582572937,0.0017091534100472927,0.001315599074587226,0.08466336056235882,nan
translation,98,same_subject,id0187,down8k,id0187_GTready_down8k,id0187,up60k,id0187_GTready_up60k,0.0,0.0696658194065094,0.0005083154537715018,0.00033201914629898965,0.0712526143577702,nan
translation,99,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,original,id0187_GTready_original,0.0,0.1040135845541954,0.00015949684893712401,0.00027324780239723623,0.08306208819334915,nan
translation,100,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,remesh,id0187_GTready_remesh,0.0,0.2361712008714676,0.0006507777725346386,0.0005418165819719434,0.07752753829803156,nan
translation,101,same_subject,id0187,noisy,id0187_GTready_noisy,id0187,up60k,id0187_GTready_up60k,0.0,0.17022550106048584,0.00024044429301284254,0.000280284381005913,0.08458309495239044,nan
translation,102,same_subject,id0187,original,id0187_GTready_original,id0187,remesh,id0187_GTready_remesh,0.0,0.22627873718738556,0.0007785128545947373,0.0005036181537434459,0.07613555873543926,nan
translation,103,same_subject,id0187,original,id0187_GTready_original,id0187,up60k,id0187_GTready_up60k,0.0,0.14252468943595886,0.00033625352079980075,0.0001284053869312629,0.07966748372387938,nan
translation,104,same_subject,id0187,remesh,id0187_GTready_remesh,id0187,up60k,id0187_GTready_up60k,0.0,0.1211734339594841,0.0005119778797961771,0.000531465164385736,0.0811248201196227,nan
translation,105,same_subject,id0267,crop,id0267_GTready_crop,id0267,down8k,id0267_GTready_down8k,0.0,0.265765517950058,0.014184016734361649,0.016172686591744423,0.1396126056749467,nan
translation,106,same_subject,id0267,crop,id0267_GTready_crop,id0267,noisy,id0267_GTready_noisy,0.0,0.2471703439950943,0.008209308609366417,0.0072859786450862885,0.10960938635527935,nan
translation,107,same_subject,id0267,crop,id0267_GTready_crop,id0267,original,id0267_GTready_original,0.0,0.2584313750267029,0.008369205519557,0.007134485989809036,0.11986298502025547,nan
translation,108,same_subject,id0267,crop,id0267_GTready_crop,id0267,remesh,id0267_GTready_remesh,0.0,0.31433457136154175,0.010252943262457848,0.015110885724425316,0.1315219554398297,nan
translation,109,same_subject,id0267,crop,id0267_GTready_crop,id0267,up60k,id0267_GTready_up60k,0.0,0.28765907883644104,0.011410875245928764,0.0070600351318717,0.11205939789854982,nan
translation,110,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,noisy,id0267_GTready_noisy,0.0,0.13095727562904358,0.0007817901205271482,0.001025818637572229,0.08355989323443591,nan
translation,111,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,original,id0267_GTready_original,0.0,0.126351997256279,0.0011479405220597982,0.0005560874124057591,0.07191649669238392,nan
translation,112,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,remesh,id0267_GTready_remesh,0.0,0.14448556303977966,0.0016572687309235334,0.0013046027161180973,0.08433188798626969,nan
translation,113,same_subject,id0267,down8k,id0267_GTready_down8k,id0267,up60k,id0267_GTready_up60k,0.0,0.073975570499897,0.00033048022305592895,0.0003996598825324327,0.07395079672739853,nan
translation,114,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,original,id0267_GTready_original,0.0,0.0635356679558754,0.00018459514831192791,0.00020367121032904834,0.0789696068871838,nan
translation,115,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,remesh,id0267_GTready_remesh,0.0,0.18877628445625305,0.0010086385300382972,0.0009256390039809048,0.07692811965329362,nan
translation,116,same_subject,id0267,noisy,id0267_GTready_noisy,id0267,up60k,id0267_GTready_up60k,0.0,0.1297563761472702,0.0003420405846554786,0.00022452723351307213,0.08145528055847728,nan
translation,117,same_subject,id0267,original,id0267_GTready_original,id0267,remesh,id0267_GTready_remesh,0.0,0.19750741124153137,0.0013388097286224365,0.0010288587072864175,0.07906907654213363,nan
translation,118,same_subject,id0267,original,id0267_GTready_original,id0267,up60k,id0267_GTready_up60k,0.0,0.12136072665452957,0.0005315995076671243,0.00011630661902017891,0.08030670587126287,nan
translation,119,same_subject,id0267,remesh,id0267_GTready_remesh,id0267,up60k,id0267_GTready_up60k,0.0,0.12513761222362518,0.000763324205763638,0.0007687174947932363,0.07979439804855133,nan
translation,120,same_subject,id0456,crop,id0456_GTready_crop,id0456,down8k,id0456_GTready_down8k,0.0,0.22618095576763153,0.006439243443310261,0.00541256507858634,0.10281814729070363,nan
translation,121,same_subject,id0456,crop,id0456_GTready_crop,id0456,noisy,id0456_GTready_noisy,0.0,0.20322880148887634,0.0022214092314243317,0.0019654042553156614,0.0946830674053202,nan
translation,122,same_subject,id0456,crop,id0456_GTready_crop,id0456,original,id0456_GTready_original,0.0,0.21040010452270508,0.002349261660128832,0.002962810918688774,0.09571817517273394,nan
translation,123,same_subject,id0456,crop,id0456_GTready_crop,id0456,remesh,id0456_GTready_remesh,0.0,0.20508766174316406,0.0020459103398025036,0.0009617481846362352,0.09290940126167344,nan
translation,124,same_subject,id0456,crop,id0456_GTready_crop,id0456,up60k,id0456_GTready_up60k,0.0,0.21208707988262177,0.004139261785894632,0.004231642931699753,0.10365728496070822,nan
translation,125,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,noisy,id0456_GTready_noisy,0.0,0.1457918882369995,0.0013136728666722775,0.0005811532610096037,0.09480204741455862,nan
translation,126,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,original,id0456_GTready_original,0.0,0.14692679047584534,0.001807390945032239,0.0006338914390653372,0.09037615442790212,nan
translation,127,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,remesh,id0456_GTready_remesh,0.0,0.14603953063488007,0.003009381704032421,0.002426209393888712,0.09335214510621309,nan
translation,128,same_subject,id0456,down8k,id0456_GTready_down8k,id0456,up60k,id0456_GTready_up60k,0.0,0.06950138509273529,0.0005716558080166578,0.0005999282002449036,0.08944620530916882,nan
translation,129,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,original,id0456_GTready_original,0.0,0.0664030909538269,0.00023012186284177005,0.00027683679945766926,0.08482843932553318,nan
translation,130,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,remesh,id0456_GTready_remesh,0.0,0.14556878805160522,0.0008882732945494354,0.0007623474230058491,0.08317528025979899,nan
translation,131,same_subject,id0456,noisy,id0456_GTready_noisy,id0456,up60k,id0456_GTready_up60k,0.0,0.12968789041042328,0.0005242794868536294,0.0004314792458899319,0.08804981583800466,nan
translation,132,same_subject,id0456,original,id0456_GTready_original,id0456,remesh,id0456_GTready_remesh,0.0,0.15306735038757324,0.000965510553214699,0.0004931275034323335,0.08917743793414593,nan
translation,133,same_subject,id0456,original,id0456_GTready_original,id0456,up60k,id0456_GTready_up60k,0.0,0.13211849331855774,0.000682845595292747,0.0002360359503654763,0.07780444069827325,nan
translation,134,same_subject,id0456,remesh,id0456_GTready_remesh,id0456,up60k,id0456_GTready_up60k,0.0,0.10264727473258972,0.0011858614161610603,0.0008139119017869234,0.0906458860472203,nan
translation,135,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.2845580577850342,0.012060170993208885,0.00929189845919609,0.11291397065816676,nan
translation,136,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.28291890025138855,0.004532304592430592,0.0030418194364756346,0.09008624805193478,nan
translation,137,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.24780617654323578,0.005383973941206932,0.0038482064846903086,0.11142912518743467,nan
translation,138,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.3055110573768616,0.005840655416250229,0.0028020059689879417,0.10166895335607655,nan
translation,139,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2879796028137207,0.008837582543492317,0.006900893524289131,0.10826214652396124,nan
translation,140,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18506933748722076,0.001600265153683722,0.0007064157980494201,0.08073390335592726,nan
translation,141,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.12690699100494385,0.0017596983816474676,0.0020255264826118946,0.08876000627088781,nan
translation,142,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.12342380732297897,0.0020783317741006613,0.002850398188456893,0.09091023098108994,nan
translation,143,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.06593691557645798,0.0004756934358738363,0.0003846996114589274,0.08049200096090516,nan
translation,144,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.12333850562572479,0.00015937487478367984,0.00017529359320178628,0.08234187622124395,nan
translation,145,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.17828170955181122,0.0006273651379160583,0.00029108498711138964,0.0839157872015217,nan
translation,146,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.18220780789852142,0.0007104999385774136,0.0003181561187375337,0.07749109420015361,nan
translation,147,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.1366613358259201,0.0006375307566486299,0.0003245184198021889,0.08516476077817181,nan
translation,148,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.12238752841949463,0.0007066499092616141,0.0005088084144517779,0.09064579208561954,nan
