scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.111549,0.597833,-0.486284,0.115549,0.586700,-0.471151,0,104,208,5356,10712,5356
jitter,gt_vertex_mean_l2,2.000000e-01,0.000000e+00,0.000000e+00,0.000000,0.000000,0.069933,0.412089,-0.342156,0.066277,0.468418,-0.402141,0,104,208,5356,10712,5356
