scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.537433,0.403222,0.134211,0.551494,0.406753,0.144741,1,35,70,1190,1190,595
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,2.000000,0.000000,0.514664,0.408629,0.106035,0.535862,0.420743,0.115119,1,35,70,1190,1190,595
