frame,pair_label,n_pairs,latent_distance,raw_chamfer,arcface_dist,clip_dist,dinov2_dist,varifold_dist,currents_dist,lpips_dist,latent_distance__n,raw_chamfer__n,arcface_dist__n,clip_dist__n,dinov2_dist__n,varifold_dist__n,currents_dist__n,lpips_dist__n
global_rms,OVERALL,148500,0.6792366325596984,0.22362124022568264,0.1986222536105176,0.09519219124695481,0.055790712663774035,0.15795774166159676,0.07858233683746632,0.1297571007493316,148500,148500,148500,148500,148500,148500,148500,5700
global_rms,crop__to__down8k,4950,0.6080572721868375,-0.1004223322554856,0.23524834076585893,0.23907273544137964,0.19160192389048253,0.33752730285240234,0.10085683572961833,0.23557410104668305,4950,4950,4950,4950,4950,4950,4950,190
global_rms,crop__to__noisy,4950,0.6609616591590128,-0.04925589194204918,0.08588024669248245,0.04755825793420048,-0.09793689529970036,0.12463719553725894,0.08591421258847905,0.2972641026650396,4950,4950,4950,4950,4950,4950,4950,190
global_rms,crop__to__original,4950,0.6824673088389757,-0.034338661097911415,0.24065250451303477,0.20970929787314685,0.20490294752974986,0.2884603717026637,0.04526683688618245,0.3165076740717414,4950,4950,4950,4950,4950,4950,4950,190
global_rms,crop__to__remesh,4950,0.6105641273179514,-0.0056288239460137585,0.253259180340836,0.22419375930798915,0.06790320668554999,0.304515661799863,0.0629247529863073,0.3678454425767736,4950,4950,4950,4950,4950,4950,4950,190
global_rms,crop__to__up60k,4950,0.6314285212965348,-0.07891365812650271,0.24610223069495796,0.20261038613554946,0.14245256337315038,0.3372311984353648,0.07641111610274956,0.2916147261697001,4950,4950,4950,4950,4950,4950,4950,190
global_rms,down8k__to__crop,4950,0.5959289315643638,-0.07585898731431323,0.2198320046155373,0.28188562576863435,0.21360693444584833,0.3799053735638251,0.13883067213270384,-0.26842061523792027,4950,4950,4950,4950,4950,4950,4950,190
global_rms,down8k__to__noisy,4950,0.7102134080878737,0.41561641433683183,0.08172517870269566,0.018045258013448157,-0.08960498132386144,0.1486769215451225,0.1154535516897824,0.3524509353663391,4950,4950,4950,4950,4950,4950,4950,190
global_rms,down8k__to__original,4950,0.6977861315563061,0.34416393080171015,0.3491245911320632,0.3494544732648299,0.3713462403341068,0.5579264181297077,0.20618906792641514,0.47580294540889756,4950,4950,4950,4950,4950,4950,4950,190
global_rms,down8k__to__remesh,4950,0.7199775239271698,0.372989388058656,0.344204174424099,0.2889412655625668,0.12507615987550386,0.5314483809138986,0.1962167486025553,0.38714325079715,4950,4950,4950,4950,4950,4950,4950,190
global_rms,down8k__to__up60k,4950,0.7311445129494273,0.5692295141528915,0.34611693011431705,0.3502618704272427,0.29812569331550665,0.5611121956282648,0.2008774951238865,0.4902684284883238,4950,4950,4950,4950,4950,4950,4950,190
global_rms,noisy__to__crop,4950,0.6593566322044333,-0.021745773612008332,0.235955040715064,0.07251301135212662,0.018760817728534895,-0.014054583947395031,0.013295479632008552,-0.19261854461634018,4950,4950,4950,4950,4950,4950,4950,190
global_rms,noisy__to__down8k,4950,0.7244945887431486,0.35569717698413617,0.16110023708853438,0.03891131228878025,0.03575419120043294,-0.007200206927603355,0.024572192661053986,0.3416123205045774,4950,4950,4950,4950,4950,4950,4950,190
global_rms,noisy__to__original,4950,0.7532424559633017,0.6391532309101354,0.1810829109247574,0.038150345158722135,0.05279011355512588,-0.029961976657351532,-0.011000541767448479,0.41719919344609346,4950,4950,4950,4950,4950,4950,4950,190
global_rms,noisy__to__remesh,4950,0.7198088773456655,0.5642915063423004,0.1595929386165419,0.05988927411059818,0.02957715768195588,-0.03407234003510039,-0.00945891115960536,0.3671176195287521,4950,4950,4950,4950,4950,4950,4950,190
global_rms,noisy__to__up60k,4950,0.7413965614272336,0.5122647434441909,0.173127424170051,0.034726433170944135,0.060805027876124476,-0.030279331498065686,-0.010289140984573623,0.3648746648471091,4950,4950,4950,4950,4950,4950,4950,190
global_rms,original__to__crop,4950,0.6820651022928698,-0.014474424406564153,0.2262772105131828,0.26775834543246063,0.2145912896583611,0.3622982499186243,0.15632546527796465,-0.1916965187838707,4950,4950,4950,4950,4950,4950,4950,190
global_rms,original__to__down8k,4950,0.7156794407477247,0.28984068224469406,0.3413661355595086,0.3550563542410137,0.3548562868890822,0.5663383634271082,0.2421434370954875,0.424902570562532,4950,4950,4950,4950,4950,4950,4950,190
global_rms,original__to__noisy,4950,0.753953743487105,0.6315501420069827,0.09771274560854015,0.02221444611495111,-0.07014123838604754,0.12679490618686354,0.11405793527655536,0.4027127154710511,4950,4950,4950,4950,4950,4950,4950,190
global_rms,original__to__remesh,4950,0.7113590528449815,0.5520442229296089,0.3385276574811667,0.2902885466477838,0.16745247736979912,0.5569755798247088,0.5747392664086598,0.5359323264531312,4950,4950,4950,4950,4950,4950,4950,190
global_rms,original__to__up60k,4950,0.7354831109953054,0.44721571421922035,0.34176712158931427,0.36316750451197993,0.34548401392165273,0.5851771351296324,0.5289622278586181,0.5223486289895769,4950,4950,4950,4950,4950,4950,4950,190
global_rms,remesh__to__crop,4950,0.5945808837438471,0.007962467608715478,0.2384112075226,0.2386782888531825,0.12129555670165522,0.38105586895302207,0.16538047279959486,-0.12232938366859558,4950,4950,4950,4950,4950,4950,4950,190
global_rms,remesh__to__down8k,4950,0.7111152985534392,0.375983092378372,0.35297494782455935,0.29734720972250805,0.1846634219134002,0.5372769577901775,0.22277353809276498,0.3633840272583728,4950,4950,4950,4950,4950,4950,4950,190
global_rms,remesh__to__noisy,4950,0.6967164252667821,0.6216387685232582,0.08123238701312642,0.0449722053238579,-0.059642999613986385,0.10244528238842793,0.0996928065297532,0.3488870518355226,4950,4950,4950,4950,4950,4950,4950,190
global_rms,remesh__to__original,4950,0.6851332873925333,0.6112430124676334,0.3566649261143738,0.2692557865401104,0.2458529378349183,0.5678731500791648,0.5597705933853574,0.4637798685194663,4950,4950,4950,4950,4950,4950,4950,190
global_rms,remesh__to__up60k,4950,0.7256561093403774,0.5469060598886654,0.3559747607571077,0.26788765381165575,0.24403440422846343,0.5697368755266173,0.5064367077979736,0.45693553254864916,4950,4950,4950,4950,4950,4950,4950,190
global_rms,up60k__to__crop,4950,0.6090978167043243,-0.04810274615240295,0.22963621686217395,0.24548870042265697,0.17385857267385696,0.3917214010324357,0.17455171286872967,-0.21670668818643468,4950,4950,4950,4950,4950,4950,4950,190
global_rms,up60k__to__down8k,4950,0.7219341611196978,0.5789350691891507,0.34202005119787293,0.36040807214312753,0.31206877143570055,0.5582486293429547,0.2336429870350114,0.46720553565414413,4950,4950,4950,4950,4950,4950,4950,190
global_rms,up60k__to__noisy,4950,0.7157202183641829,0.5621268812946554,0.0912112661703834,0.023352883762446854,-0.07558206350967633,0.11921618469517588,0.09270603500164254,0.3899425702126171,4950,4950,4950,4950,4950,4950,4950,190
global_rms,up60k__to__original,4950,0.7064995958901117,0.4939242072706815,0.34713128956405925,0.36833575973717086,0.36360118873652564,0.5737899293052307,0.3132279055774507,0.5471436007120769,4950,4950,4950,4950,4950,4950,4950,190
global_rms,up60k__to__remesh,4950,0.7262605837593662,0.5280182483909921,0.3428882731812794,0.30303170360332365,0.19473724112155671,0.5483144538587909,0.29745552978685513,0.48733614140062204,4950,4950,4950,4950,4950,4950,4950,190
