scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.511733,0.403222,0.108511,0.520214,0.406753,0.113461,1,0.511733,0.403222,0.000000,0.000000,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.484768,0.467895,0.016873,0.497308,0.478179,0.019129,1,0.511733,0.403222,0.026965,-0.064674,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.428189,0.514406,-0.086217,0.447107,0.538944,-0.091836,0,0.511733,0.403222,0.083544,-0.111184,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.341264,0.503084,-0.161820,0.368759,0.528951,-0.160191,0,0.511733,0.403222,0.170469,-0.099862,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.297617,0.468184,-0.170567,0.318070,0.501688,-0.183619,0,0.511733,0.403222,0.214116,-0.064962,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.245160,0.429085,-0.183926,0.267595,0.466594,-0.199000,0,0.511733,0.403222,0.266574,-0.025864,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.511733,0.403222,0.108511,0.520214,0.406753,0.113461,1,0.511733,0.403222,0.000000,0.000000,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.003000,0.498404,0.413499,0.084905,0.508515,0.422060,0.086455,1,0.511733,0.403222,0.013329,-0.010277,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.004500,0.487294,0.415098,0.072196,0.499205,0.422551,0.076654,1,0.511733,0.403222,0.024439,-0.011876,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.007000,0.461980,0.416691,0.045289,0.477286,0.424193,0.053093,1,0.511733,0.403222,0.049753,-0.013469,35,70,1190,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_meshpair_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.md
