scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.545040,0.639175,-0.094135,0.539079,0.633116,-0.094037,0,110,110,5995,5995,5995
jitter,gt_vertex_mean_l2,5.000000e-02,0.000000e+00,0.000000e+00,0.000000,0.000000,0.541008,0.647659,-0.106651,0.537570,0.635451,-0.097880,0,110,110,5995,5995,5995
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,5.000000e-02,0.000000,0.004500,0.413430,0.633143,-0.219713,0.428555,0.627198,-0.198643,0,110,110,5995,5995,5995
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,2.000000,0.000000,0.523121,0.630175,-0.107054,0.519332,0.629645,-0.110314,0,110,110,5995,5995,5995
mixed,gt_vertex_mean_l2,5.000000e-02,5.000000e-02,5.000000e-02,2.000000,0.004500,0.428430,0.627053,-0.198623,0.446805,0.626425,-0.179620,0,110,110,5995,5995,5995
