scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.585670,0.639175,-0.053504,0.600368,0.633116,-0.032748,0,110,110,5995,5995,5995
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,1.000000e-01,0.000000,0.007000,0.332314,0.621215,-0.288900,0.337411,0.616695,-0.279284,0,110,110,5995,5995,5995
