F,wbse,within_mean,within_std,within_cv,between_mean,n_subjects
1,0.8707179556585359,2.962733776119248,1.1626612829968657,2.548234657373755,4.1297007676056685,99
3,1.4404217966078687,1.6925790386281665,0.7431526521861591,2.2775657647847254,3.3685109020916046,99
5,1.5706485363732114,1.3980025853747462,0.5596862878725938,2.4978324744896834,3.197385390087581,99
10,1.833384016137613,0.9657291598864924,0.4346606997014307,2.221800039777817,3.0019208148683005,99
15,1.918209716475033,0.7918345048707444,0.35429746617390306,2.2349426131150514,2.9463879513247004,99
