epoch,sigma,is_clean,spearman,pearson,ratio,gate_mean,intra_mean,n_eval
28,5.00000000e-02,0,0.713531,0.742650,0.984103,nan,8.426911e-05,16
30,0.0,1,0.732051,0.754065,1.0,nan,6.488677e-05,16
30,1.00000000e-03,0,0.730252,0.752330,0.997543,nan,6.561340e-05,16
30,3.68403150e-03,0,0.732470,0.754656,1.000572,nan,6.541812e-05,16
30,1.35720881e-02,0,0.731273,0.753307,0.998937,nan,6.684216e-05,16
30,5.00000000e-02,0,0.722816,0.748661,0.987386,nan,8.241671e-05,16
32,0.0,1,0.736843,0.760799,1.0,nan,6.634649e-05,16
32,1.00000000e-03,0,0.737558,0.761121,1.000971,nan,6.691070e-05,16
32,3.68403150e-03,0,0.733352,0.759111,0.995262,nan,6.710485e-05,16
32,1.35720881e-02,0,0.731523,0.757453,0.992780,nan,6.921081e-05,16
32,5.00000000e-02,0,0.737778,0.758816,1.001269,nan,8.403708e-05,16
34,0.0,1,0.734926,0.758844,1.0,nan,6.349485e-05,16
34,1.00000000e-03,0,0.733465,0.758156,0.998012,nan,6.420425e-05,16
34,3.68403150e-03,0,0.732620,0.758016,0.996863,nan,6.444610e-05,16
34,1.35720881e-02,0,0.729085,0.754579,0.992053,nan,6.544814e-05,16
34,5.00000000e-02,0,0.729541,0.757340,0.992673,nan,8.095702e-05,16
36,0.0,1,0.739315,0.764221,1.0,nan,6.149736e-05,16
36,1.00000000e-03,0,0.735993,0.762160,0.995507,nan,6.217089e-05,16
36,3.68403150e-03,0,0.735222,0.762438,0.994464,nan,6.235179e-05,16
36,1.35720881e-02,0,0.732493,0.761350,0.990772,nan,6.395592e-05,16
36,5.00000000e-02,0,0.726055,0.753896,0.982064,nan,7.721792e-05,16
38,0.0,1,0.753886,0.771061,1.0,nan,6.003275e-05,16
38,1.00000000e-03,0,0.752140,0.771080,0.997685,nan,6.076042e-05,16
38,3.68403150e-03,0,0.753413,0.772551,0.999374,nan,6.090240e-05,16
38,1.35720881e-02,0,0.747543,0.768463,0.991586,nan,6.239705e-05,16
38,5.00000000e-02,0,0.741595,0.761112,0.983698,nan,7.707689e-05,16
40,0.0,1,0.730197,0.760666,1.0,nan,5.897778e-05,16
40,1.00000000e-03,0,0.728481,0.758173,0.997651,nan,5.979296e-05,16
40,3.68403150e-03,0,0.730194,0.760998,0.999997,nan,6.000073e-05,16
40,1.35720881e-02,0,0.731808,0.760706,1.002207,nan,6.152060e-05,16
40,5.00000000e-02,0,0.724749,0.754615,0.992540,nan,7.730475e-05,16
42,0.0,1,0.742197,0.768964,1.0,nan,5.801996e-05,16
42,1.00000000e-03,0,0.745586,0.769584,1.004566,nan,5.867970e-05,16
42,3.68403150e-03,0,0.743600,0.767315,1.001890,nan,5.884850e-05,16
42,1.35720881e-02,0,0.739889,0.765267,0.996890,nan,6.027946e-05,16
42,5.00000000e-02,0,0.738433,0.763374,0.994928,nan,7.684921e-05,16
44,0.0,1,0.731322,0.760582,1.0,nan,5.731530e-05,16
44,1.00000000e-03,0,0.729375,0.759755,0.997338,nan,5.764417e-05,16
44,3.68403150e-03,0,0.730405,0.759450,0.998746,nan,5.823401e-05,16
44,1.35720881e-02,0,0.730315,0.760096,0.998623,nan,5.941333e-05,16
44,5.00000000e-02,0,0.720802,0.748536,0.985616,nan,7.363062e-05,16
46,0.0,1,0.721001,0.750237,1.0,nan,5.666750e-05,16
46,1.00000000e-03,0,0.716872,0.748121,0.994272,nan,5.737911e-05,16
46,3.68403150e-03,0,0.721420,0.748990,1.000581,nan,5.756897e-05,16
46,1.35720881e-02,0,0.719647,0.749254,0.998122,nan,5.809848e-05,16
46,5.00000000e-02,0,0.714675,0.742964,0.991225,nan,7.248198e-05,16
48,0.0,1,0.729460,0.758977,1.0,nan,5.575953e-05,16
48,1.00000000e-03,0,0.730053,0.758957,1.000812,nan,5.641502e-05,16
48,3.68403150e-03,0,0.728680,0.759231,0.998931,nan,5.670052e-05,16
48,1.35720881e-02,0,0.726650,0.755987,0.996147,nan,5.782253e-05,16
48,5.00000000e-02,0,0.712663,0.748812,0.976973,nan,7.181025e-05,16
50,0.0,1,0.737294,0.768207,1.0,nan,5.500853e-05,16
50,1.00000000e-03,0,0.735320,0.767559,0.997322,nan,5.577692e-05,16
50,3.68403150e-03,0,0.735516,0.768265,0.997589,nan,5.599026e-05,16
50,1.35720881e-02,0,0.733127,0.764720,0.994348,nan,5.737827e-05,16
50,5.00000000e-02,0,0.722349,0.755905,0.979729,nan,7.277725e-05,16
52,0.0,1,0.745968,0.772678,1.0,nan,5.389745e-05,16
52,1.00000000e-03,0,0.744760,0.771725,0.998380,nan,5.461598e-05,16
52,3.68403150e-03,0,0.742056,0.770460,0.994755,nan,5.480116e-05,16
52,1.35720881e-02,0,0.739996,0.769111,0.991993,nan,5.569060e-05,16
52,5.00000000e-02,0,0.745274,0.772043,0.999069,nan,7.109992e-05,16
54,0.0,1,0.754011,0.780452,1.0,nan,5.417273e-05,16
54,1.00000000e-03,0,0.756015,0.782197,1.002659,nan,5.478792e-05,16
54,3.68403150e-03,0,0.753587,0.779963,0.999438,nan,5.495026e-05,16
54,1.35720881e-02,0,0.752210,0.778053,0.997611,nan,5.666075e-05,16
54,5.00000000e-02,0,0.762692,0.780993,1.011513,nan,7.174018e-05,16
56,0.0,1,0.743225,0.772660,1.0,nan,5.333602e-05,16
56,1.00000000e-03,0,0.740913,0.770857,0.996888,nan,5.391462e-05,16
56,3.68403150e-03,0,0.739174,0.769248,0.994549,nan,5.370546e-05,16
56,1.35720881e-02,0,0.739938,0.768218,0.995577,nan,5.517830e-05,16
56,5.00000000e-02,0,0.743610,0.771371,1.000517,nan,7.037617e-05,16
58,0.0,1,0.745371,0.773214,1.0,nan,5.127532e-05,16
58,1.00000000e-03,0,0.747800,0.774771,1.003258,nan,5.169945e-05,16
58,3.68403150e-03,0,0.743871,0.771929,0.997987,nan,5.177931e-05,16
58,1.35720881e-02,0,0.742568,0.769346,0.996239,nan,5.347911e-05,16
58,5.00000000e-02,0,0.738785,0.767145,0.991164,nan,6.918101e-05,16
60,0.0,1,0.731148,0.761857,1.0,nan,5.338752e-05,16
60,1.00000000e-03,0,0.732759,0.762837,1.002204,nan,5.408776e-05,16
60,3.68403150e-03,0,0.729511,0.762444,0.997761,nan,5.402697e-05,16
60,1.35720881e-02,0,0.730116,0.761783,0.998588,nan,5.535569e-05,16
60,5.00000000e-02,0,0.735977,0.762524,1.006605,nan,6.819990e-05,16
62,0.0,1,0.723272,0.758474,1.0,nan,5.285416e-05,16
62,1.00000000e-03,0,0.723800,0.758547,1.000730,nan,5.350054e-05,16
62,3.68403150e-03,0,0.726333,0.759017,1.004231,nan,5.341429e-05,16
62,1.35720881e-02,0,0.723124,0.755695,0.999795,nan,5.451426e-05,16
62,5.00000000e-02,0,0.717934,0.748813,0.992619,nan,6.903520e-05,16
64,0.0,1,0.731815,0.764714,1.0,nan,5.235950e-05,16
64,1.00000000e-03,0,0.731479,0.763547,0.999541,nan,5.274001e-05,16
64,3.68403150e-03,0,0.732650,0.765413,1.001142,nan,5.296872e-05,16
64,1.35720881e-02,0,0.728356,0.760865,0.995274,nan,5.466379e-05,16
64,5.00000000e-02,0,0.724759,0.757304,0.990358,nan,6.830822e-05,16
66,0.0,1,0.735412,0.768592,1.0,nan,5.099171e-05,16
66,1.00000000e-03,0,0.734049,0.767080,0.998146,nan,5.172919e-05,16
66,3.68403150e-03,0,0.735783,0.767414,1.000504,nan,5.149184e-05,16
66,1.35720881e-02,0,0.736785,0.767685,1.001867,nan,5.299854e-05,16
66,5.00000000e-02,0,0.743753,0.775558,1.011342,nan,6.768678e-05,16
68,0.0,1,0.743190,0.772027,1.0,nan,5.057588e-05,16
68,1.00000000e-03,0,0.740862,0.771135,0.996866,nan,5.106119e-05,16
68,3.68403150e-03,0,0.742089,0.772097,0.998517,nan,5.138506e-05,16
68,1.35720881e-02,0,0.742156,0.770947,0.998608,nan,5.240467e-05,16
68,5.00000000e-02,0,0.734127,0.765611,0.987805,nan,6.607769e-05,16
70,0.0,1,0.739301,0.767295,1.0,nan,4.892849e-05,16
70,1.00000000e-03,0,0.737709,0.766609,0.997846,nan,4.942267e-05,16
70,3.68403150e-03,0,0.738783,0.765800,0.999299,nan,4.965936e-05,16
70,1.35720881e-02,0,0.737387,0.767986,0.997410,nan,5.067337e-05,16
70,5.00000000e-02,0,0.730724,0.760445,0.988399,nan,6.614297e-05,16
72,0.0,1,0.741051,0.771959,1.0,nan,4.835127e-05,16
72,1.00000000e-03,0,0.743623,0.773947,1.003471,nan,4.885276e-05,16
72,3.68403150e-03,0,0.741519,0.771702,1.000631,nan,4.911019e-05,16
72,1.35720881e-02,0,0.740602,0.773543,0.999394,nan,5.005348e-05,16
72,5.00000000e-02,0,0.729826,0.762848,0.984852,nan,6.499130e-05,16
74,0.0,1,0.743566,0.773931,1.0,nan,4.719677e-05,16
74,1.00000000e-03,0,0.743640,0.772938,1.000100,nan,4.767773e-05,16
74,3.68403150e-03,0,0.745093,0.774284,1.002055,nan,4.785489e-05,16
74,1.35720881e-02,0,0.739000,0.772019,0.993860,nan,4.937342e-05,16
74,5.00000000e-02,0,0.738767,0.769275,0.993546,nan,6.373416e-05,16
76,0.0,1,0.740781,0.771705,1.0,nan,4.733367e-05,16
76,1.00000000e-03,0,0.740056,0.772059,0.999022,nan,4.796546e-05,16
76,3.68403150e-03,0,0.738885,0.771159,0.997441,nan,4.787075e-05,16
76,1.35720881e-02,0,0.734285,0.767151,0.991231,nan,4.959313e-05,16
76,5.00000000e-02,0,0.737264,0.768924,0.995253,nan,6.419144e-05,16
78,0.0,1,0.740878,0.773076,1.0,nan,4.764058e-05,16
78,1.00000000e-03,0,0.743538,0.774074,1.003590,nan,4.837207e-05,16
78,3.68403150e-03,0,0.742709,0.773196,1.002472,nan,4.817629e-05,16
78,1.35720881e-02,0,0.740799,0.771607,0.999894,nan,4.952533e-05,16
78,5.00000000e-02,0,0.732826,0.765645,0.989133,nan,6.418817e-05,16
80,0.0,1,0.740468,0.772987,1.0,nan,4.624533e-05,16
80,1.00000000e-03,0,0.739278,0.772638,0.998393,nan,4.707573e-05,16
80,3.68403150e-03,0,0.738081,0.771476,0.996777,nan,4.685530e-05,16
80,1.35720881e-02,0,0.738681,0.771083,0.997586,nan,4.864513e-05,16
80,5.00000000e-02,0,0.731817,0.766781,0.988317,nan,6.247045e-05,16
82,0.0,1,0.734009,0.766919,1.0,nan,4.658357e-05,16
82,1.00000000e-03,0,0.731229,0.765728,0.996212,nan,4.701611e-05,16
82,3.68403150e-03,0,0.731164,0.766279,0.996124,nan,4.721292e-05,16
82,1.35720881e-02,0,0.727895,0.762036,0.991671,nan,4.837484e-05,16
82,5.00000000e-02,0,0.736820,0.772016,1.003829,nan,6.291425e-05,16
84,0.0,1,0.738267,0.771334,1.0,nan,4.742350e-05,16
84,1.00000000e-03,0,0.741100,0.772416,1.003838,nan,4.805319e-05,16
84,3.68403150e-03,0,0.740852,0.772235,1.003503,nan,4.812729e-05,16
84,1.35720881e-02,0,0.736894,0.768624,0.998141,nan,4.948866e-05,16
84,5.00000000e-02,0,0.737438,0.768194,0.998877,nan,6.535566e-05,16
86,0.0,1,0.745295,0.776822,1.0,nan,4.628760e-05,16
86,1.00000000e-03,0,0.748811,0.778767,1.004718,nan,4.674797e-05,16
86,3.68403150e-03,0,0.745274,0.775220,0.999972,nan,4.690939e-05,16
86,1.35720881e-02,0,0.743512,0.775394,0.997608,nan,4.828654e-05,16
86,5.00000000e-02,0,0.734113,0.768784,0.984997,nan,6.242696e-05,16
88,0.0,1,0.745691,0.777629,1.0,nan,4.610202e-05,16
88,1.00000000e-03,0,0.745045,0.777244,0.999134,nan,4.679216e-05,16
88,3.68403150e-03,0,0.747147,0.778627,1.001953,nan,4.659127e-05,16
88,1.35720881e-02,0,0.746017,0.776748,1.000438,nan,4.797009e-05,16
88,5.00000000e-02,0,0.752640,0.781805,1.009320,nan,6.418379e-05,16
90,0.0,1,0.743829,0.775509,1.0,nan,4.650124e-05,16
90,1.00000000e-03,0,0.744198,0.774923,1.000495,nan,4.708836e-05,16
90,3.68403150e-03,0,0.743216,0.774999,0.999175,nan,4.717319e-05,16
90,1.35720881e-02,0,0.743577,0.773334,0.999661,nan,4.834314e-05,16
90,5.00000000e-02,0,0.725717,0.760993,0.975650,nan,6.290815e-05,16
92,0.0,1,0.755546,0.785477,1.0,nan,4.554740e-05,16
92,1.00000000e-03,0,0.755784,0.786168,1.000316,nan,4.611925e-05,16
92,3.68403150e-03,0,0.756113,0.787470,1.000751,nan,4.622384e-05,16
92,1.35720881e-02,0,0.752967,0.784409,0.996587,nan,4.776458e-05,16
92,5.00000000e-02,0,0.744827,0.776237,0.985814,nan,6.240317e-05,16
94,0.0,1,0.750983,0.781112,1.0,nan,4.617302e-05,16
94,1.00000000e-03,0,0.750522,0.781033,0.999387,nan,4.670759e-05,16
94,3.68403150e-03,0,0.749098,0.779581,0.997491,nan,4.666091e-05,16
94,1.35720881e-02,0,0.749311,0.779874,0.997774,nan,4.840995e-05,16
94,5.00000000e-02,0,0.743820,0.778205,0.990462,nan,6.328877e-05,16
96,0.0,1,0.746503,0.778241,1.0,nan,4.620225e-05,16
96,1.00000000e-03,0,0.748395,0.778772,1.002534,nan,4.674446e-05,16
96,3.68403150e-03,0,0.745855,0.777542,0.999132,nan,4.670400e-05,16
96,1.35720881e-02,0,0.750344,0.778611,1.005145,nan,4.847795e-05,16
96,5.00000000e-02,0,0.740959,0.772965,0.992573,nan,6.270548e-05,16
98,0.0,1,0.750295,0.780725,1.0,nan,4.574973e-05,16
98,1.00000000e-03,0,0.753425,0.782682,1.004171,nan,4.607087e-05,16
98,3.68403150e-03,0,0.746702,0.778541,0.995211,nan,4.633016e-05,16
98,1.35720881e-02,0,0.748145,0.779341,0.997134,nan,4.783394e-05,16
98,5.00000000e-02,0,0.750043,0.778224,0.999664,nan,6.170182e-05,16
100,0.0,1,0.751108,0.782376,1.0,nan,4.620524e-05,16
100,1.00000000e-03,0,0.751691,0.782765,1.000777,nan,4.673749e-05,16
100,3.68403150e-03,0,0.750149,0.781849,0.998724,nan,4.682736e-05,16
100,1.35720881e-02,0,0.748383,0.780385,0.996372,nan,4.849490e-05,16
100,5.00000000e-02,0,0.744776,0.775514,0.991571,nan,6.307483e-05,16
