scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531864,0.639175,-0.107311,0.527528,0.633116,-0.105588,0,0.531864,0.639175,0.000000,0.000000,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.530048,0.649154,-0.119105,0.529520,0.630484,-0.100964,0,0.531864,0.639175,0.001816,-0.009979,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.492245,0.647659,-0.155414,0.501052,0.635451,-0.134399,0,0.531864,0.639175,0.039620,-0.008484,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.373459,0.580648,-0.207189,0.402692,0.613865,-0.211173,0,0.531864,0.639175,0.158406,0.058527,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.253985,0.483139,-0.229154,0.276211,0.539580,-0.263369,0,0.531864,0.639175,0.277879,0.156036,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.165452,0.380618,-0.215166,0.173905,0.432822,-0.258917,0,0.531864,0.639175,0.366412,0.258557,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531864,0.639175,-0.107311,0.527528,0.633116,-0.105588,0,0.531864,0.639175,0.000000,0.000000,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.003000,0.527554,0.637243,-0.109689,0.522801,0.630857,-0.108055,0,0.531864,0.639175,0.004311,0.001932,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.004500,0.522663,0.633143,-0.110481,0.518774,0.627198,-0.108424,0,0.531864,0.639175,0.009202,0.006032,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.007000,0.508367,0.621215,-0.112848,0.507741,0.616695,-0.108954,0,0.531864,0.639175,0.023497,0.017960,110,110,5995,5995,5995,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/faceverse_ranking_vs_gt_sigma_sweep_neutral_full_mixed_xtopo_9a81466d_best_by_xtopo_mesh_clean_noicp/translation_sigma0p10/ranking_summary.md
