scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.114807,0.598032,-0.483225,0.124456,0.591699,-0.467243,0,110,220,5995,11990,5995
jitter,gt_vertex_mean_l2,5.000000e-02,0.000000e+00,0.000000e+00,0.000000,0.000000,0.087487,0.609911,-0.522424,0.101043,0.647043,-0.546000,0,110,220,5995,11990,5995
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,5.000000e-02,0.000000,0.004500,0.113514,0.598813,-0.485299,0.119388,0.592716,-0.473329,0,110,220,5995,11990,5995
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,2.000000,0.000000,0.120113,0.598910,-0.478797,0.130958,0.598361,-0.467402,0,110,220,5995,11990,5995
mixed,gt_vertex_mean_l2,5.000000e-02,5.000000e-02,5.000000e-02,2.000000,0.004500,0.132258,0.598688,-0.466430,0.144418,0.636562,-0.492144,0,110,220,5995,11990,5995
