scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,cpd_registered_chamfer
translation,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.2845580577850342,0.012060170993208885,0.00929189845919609,0.11291397065816676,nan
translation,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.28291890025138855,0.004532304592430592,0.0030418194364756346,0.09008624805193478,nan
translation,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.24780617654323578,0.005383973941206932,0.0038482064846903086,0.11142912518743467,nan
translation,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.3055110573768616,0.005840654950588942,0.0028020062018185854,0.10166895335607655,nan
translation,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2879796028137207,0.008837582543492317,0.006900893524289131,0.10826214652396124,nan
translation,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18506933748722076,0.0016002652700990438,0.0007064157980494201,0.08073390335592726,nan
translation,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.12690699100494385,0.0017596982652321458,0.0020255264826118946,0.08876000627088781,nan
translation,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.12342380732297897,0.0020783317741006613,0.002850398188456893,0.09091023098108994,nan
translation,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.06593691557645798,0.0004756934358738363,0.0003846996114589274,0.08049200096090516,nan
translation,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.12333850562572479,0.00015937488933559507,0.00017529359320178628,0.08234187622124395,nan
translation,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.17828170955181122,0.0006273651379160583,0.00029108498711138964,0.0839157872015217,nan
