scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,nicp_correspondence,cpd_registered_chamfer
clean,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.2763286530971527,0.012639177031815052,0.00929190218448639,0.1129139684471854,nan
clean,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.2636464536190033,0.004730615299195051,0.003331972286105156,0.08907522406984064,nan
clean,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.2369370013475418,0.005423284135758877,0.0038482043892145157,0.11142912390723306,nan
clean,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.27717122435569763,0.006503614131361246,0.0028020059689879417,0.101668951467518,nan
clean,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2763752043247223,0.009309071116149426,0.006216243375092745,0.10779023861298487,nan
clean,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18860512971878052,0.0017052999464794993,0.0007064156234264374,0.08073390416632599,nan
clean,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.13927190005779266,0.0020421536173671484,0.002230641432106495,0.08973812381280429,nan
clean,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.12482301145792007,0.0021515381522476673,0.002850400051102042,0.09091023496380338,nan
clean,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.068495012819767,0.0005161893786862493,0.00038469923310913146,0.08049200063397312,nan
clean,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.12302426993846893,0.00015083368634805083,0.0001752957614371553,0.08234187619915348,nan
clean,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.18073417246341705,0.0006738602533005178,0.00031951337587088346,0.08336901349795492,nan
clean,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.1835130900144577,0.0007275327225215733,0.0003106760559603572,0.07740304558399655,nan
clean,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.14647747576236725,0.0007634804933331907,0.0002734865411184728,0.0864073158534977,nan
clean,13,same_subject,id0478,original,id0478_GTready_original,id0478,up60k,id0478_GTready_up60k,0.0,0.13420160114765167,0.0008619797881692648,0.0005088088801130652,0.09064579166953574,nan
clean,14,same_subject,id0478,remesh,id0478_GTready_remesh,id0478,up60k,id0478_GTready_up60k,0.0,0.07497992366552353,0.0007045179372653365,0.0008885570568963885,0.08768912562887242,nan
clean,15,same_subject,id0485,crop,id0485_GTready_crop,id0485,down8k,id0485_GTready_down8k,0.0,0.23458504676818848,0.011868814006447792,0.010587566532194614,0.12510082196055966,nan
clean,16,same_subject,id0485,crop,id0485_GTready_crop,id0485,noisy,id0485_GTready_noisy,0.0,0.26022130250930786,0.006189817562699318,0.007683916948735714,0.11621991269267143,nan
clean,17,same_subject,id0485,crop,id0485_GTready_crop,id0485,original,id0485_GTready_original,0.0,0.23195131123065948,0.006491942331194878,0.004822665825486183,0.10057448459130727,nan
clean,18,same_subject,id0485,crop,id0485_GTready_crop,id0485,remesh,id0485_GTready_remesh,0.0,0.26942774653434753,0.006968933157622814,0.005391663871705532,0.1085839436016535,nan
clean,19,same_subject,id0485,crop,id0485_GTready_crop,id0485,up60k,id0485_GTready_up60k,0.0,0.25039228796958923,0.009506160393357277,0.008242733776569366,0.1052757326314243,nan
clean,20,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,noisy,id0485_GTready_noisy,0.0,0.14277780055999756,0.0009412839426659048,0.0005272271810099483,0.08502289279712587,nan
clean,21,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,original,id0485_GTready_original,0.0,0.10958385467529297,0.0013041314668953419,0.00044251239160075784,0.07568862048277139,nan
clean,22,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,remesh,id0485_GTready_remesh,0.0,0.14392682909965515,0.0017770861741155386,0.0014547737082466483,0.07942397909695346,nan
clean,23,same_subject,id0485,down8k,id0485_GTready_down8k,id0485,up60k,id0485_GTready_up60k,0.0,0.06665808707475662,0.00041069756844080985,0.0004914083401672542,0.07745114744789733,nan
clean,24,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,original,id0485_GTready_original,0.0,0.08025788515806198,0.00015286327106878161,0.000360752223059535,0.07924326903388781,nan
clean,25,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,remesh,id0485_GTready_remesh,0.0,0.17747077345848083,0.0007057409966364503,0.0006580856279470026,0.08395818932424826,nan
clean,26,same_subject,id0485,noisy,id0485_GTready_noisy,id0485,up60k,id0485_GTready_up60k,0.0,0.13891056180000305,0.0004476653703022748,0.0002682471531443298,0.0767962454736431,nan
clean,27,same_subject,id0485,original,id0485_GTready_original,id0485,remesh,id0485_GTready_remesh,0.0,0.15619492530822754,0.0007945592515170574,0.0003912174142897129,0.08129006417388403,nan
clean,28,same_subject,id0485,original,id0485_GTready_original,id0485,up60k,id0485_GTready_up60k,0.0,0.10752519220113754,0.000609097070991993,0.00018397800158709288,0.07721079326650895,nan
clean,29,same_subject,id0485,remesh,id0485_GTready_remesh,id0485,up60k,id0485_GTready_up60k,0.0,0.09561273455619812,0.0006315873470157385,0.0005843155086040497,0.08475982125224456,nan
clean,30,same_subject,id0489,crop,id0489_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.0,0.24250371754169464,0.01501789502799511,0.015299718827009201,0.13197951245090067,nan
clean,31,same_subject,id0489,crop,id0489_GTready_crop,id0489,noisy,id0489_GTready_noisy,0.0,0.2679724395275116,0.009478183463215828,0.011248443275690079,0.12400069238205713,nan
clean,32,same_subject,id0489,crop,id0489_GTready_crop,id0489,original,id0489_GTready_original,0.0,0.23411211371421814,0.008937770500779152,0.006526934448629618,0.10645084743215893,nan
clean,33,same_subject,id0489,crop,id0489_GTready_crop,id0489,remesh,id0489_GTready_remesh,0.0,0.24180597066879272,0.008717348799109459,0.005506899207830429,0.11152609964244735,nan
clean,34,same_subject,id0489,crop,id0489_GTready_crop,id0489,up60k,id0489_GTready_up60k,0.0,0.2497265487909317,0.0124577097594738,0.014572152867913246,0.12298636396635032,nan
clean,35,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,noisy,id0489_GTready_noisy,0.0,0.13506704568862915,0.0006840348360128701,0.0004210445040371269,0.07734016650660898,nan
clean,36,same_subject,id0489,down8k,id0489_GTready_down8k,id0489,original,id0489_GTready_original,0.0,0.11297497898340225,0.0012184164952486753,0.0003471615491434932,0.0791385776809303,nan
