scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,rigid_registered_chamfer,cpd_registered_chamfer
clean,0,same_subject,id0051,crop,id0051_GTready_crop,id0051,down8k,id0051_GTready_down8k,0.0,0.22554489970207214,0.005324310157448053,0.003925414755940437,0.01044359803199768
clean,1,same_subject,id0051,crop,id0051_GTready_crop,id0051,noisy,id0051_GTready_noisy,0.0,0.22422580420970917,0.0015238705091178417,0.0008079426479525864,0.008547252044081688
clean,2,same_subject,id0051,crop,id0051_GTready_crop,id0051,original,id0051_GTready_original,0.0,0.2344529628753662,0.0016430210089311004,0.0012469489593058825,0.0051285456866025925
clean,3,same_subject,id0051,crop,id0051_GTready_crop,id0051,remesh,id0051_GTready_remesh,0.0,0.2128399908542633,0.0031402679160237312,0.0031907225493341684,0.00986011978238821
clean,4,same_subject,id0051,crop,id0051_GTready_crop,id0051,up60k,id0051_GTready_up60k,0.0,0.21879804134368896,0.0030842781998217106,0.002156707225367427,0.013742202892899513
clean,5,same_subject,id0051,down8k,id0051_GTready_down8k,id0051,noisy,id0051_GTready_noisy,0.0,0.16583414375782013,0.0018478126730769873,0.00151633913628757,0.005327819846570492
clean,6,same_subject,id0051,down8k,id0051_GTready_down8k,id0051,original,id0051_GTready_original,0.0,0.15370725095272064,0.0025774375535547733,0.0021102637983858585,0.00938619114458561
clean,7,same_subject,id0051,down8k,id0051_GTready_down8k,id0051,remesh,id0051_GTready_remesh,0.0,0.1694221794605255,0.0016901695635169744,0.0012172427959740162,0.009658688679337502
clean,8,same_subject,id0051,down8k,id0051_GTready_down8k,id0051,up60k,id0051_GTready_up60k,0.0,0.0724308043718338,0.0007424443028867245,0.0008716642623767257,0.013620452024042606
clean,9,same_subject,id0051,noisy,id0051_GTready_noisy,id0051,original,id0051_GTready_original,0.0,0.10148876160383224,0.00018883156008087099,0.000239582805079408,0.0077596064656972885
clean,10,same_subject,id0051,noisy,id0051_GTready_noisy,id0051,remesh,id0051_GTready_remesh,0.0,0.21122688055038452,0.0015484660398215055,0.0005149879725649953,0.0038414490409195423
clean,11,same_subject,id0051,noisy,id0051_GTready_noisy,id0051,up60k,id0051_GTready_up60k,0.0,0.15092773735523224,0.0007269465131685138,0.00022561447985935956,0.004274420440196991
clean,12,same_subject,id0051,original,id0051_GTready_original,id0051,remesh,id0051_GTready_remesh,0.0,0.23393110930919647,0.002105835359543562,0.0003659419890027493,0.0063177612610161304
clean,13,same_subject,id0051,original,id0051_GTready_original,id0051,up60k,id0051_GTready_up60k,0.0,0.14691372215747833,0.001035151886753738,0.0006569381221197546,0.006133695598691702
clean,14,same_subject,id0051,remesh,id0051_GTready_remesh,id0051,up60k,id0051_GTready_up60k,0.0,0.1367715299129486,0.0006086209905333817,0.00015698398055974394,0.007206680253148079
clean,15,same_subject,id0059,crop,id0059_GTready_crop,id0059,down8k,id0059_GTready_down8k,0.0,0.24915271997451782,0.013019757345318794,0.010690657421946526,0.006832354236394167
clean,16,same_subject,id0059,crop,id0059_GTready_crop,id0059,noisy,id0059_GTready_noisy,0.0,0.23549552261829376,0.0070272572338581085,0.006412949878722429,0.003837538417428732
clean,17,same_subject,id0059,crop,id0059_GTready_crop,id0059,original,id0059_GTready_original,0.0,0.23214136064052582,0.007160580717027187,0.007395034655928612,0.011086985468864441
clean,18,same_subject,id0059,crop,id0059_GTready_crop,id0059,remesh,id0059_GTready_remesh,0.0,0.2840231955051422,0.007160307839512825,0.005720953457057476,0.004644437227398157
clean,19,same_subject,id0059,crop,id0059_GTready_crop,id0059,up60k,id0059_GTready_up60k,0.0,0.26264017820358276,0.010359857231378555,0.006733146496117115,0.004666985012590885
clean,20,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,noisy,id0059_GTready_noisy,0.0,0.11812525987625122,0.0009179033804684877,0.0006890512886457145,0.005842891521751881
clean,21,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,original,id0059_GTready_original,0.0,0.108181893825531,0.0013607311993837357,0.00037121400237083435,0.0048800259828567505
clean,22,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,remesh,id0059_GTready_remesh,0.0,0.13618320226669312,0.0020694327540695667,0.0016790232621133327,0.0061497981660068035
clean,23,same_subject,id0059,down8k,id0059_GTready_down8k,id0059,up60k,id0059_GTready_up60k,0.0,0.06268125027418137,0.0004132144385948777,0.00033086922485381365,0.005973202642053366
clean,24,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,original,id0059_GTready_original,0.0,0.04844721406698227,0.0001647073368076235,0.0002118809788953513,0.005134060978889465
clean,25,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,remesh,id0059_GTready_remesh,0.0,0.14240247011184692,0.0008145385654643178,0.0005659304442815483,0.005935922730714083
clean,26,same_subject,id0059,noisy,id0059_GTready_noisy,id0059,up60k,id0059_GTready_up60k,0.0,0.11464755237102509,0.0004311066586524248,0.0002113872324116528,0.004486102145165205
clean,27,same_subject,id0059,original,id0059_GTready_original,id0059,remesh,id0059_GTready_remesh,0.0,0.14622703194618225,0.0009016439435072243,0.0010449137771502137,0.012928078882396221
clean,28,same_subject,id0059,original,id0059_GTready_original,id0059,up60k,id0059_GTready_up60k,0.0,0.11029546707868576,0.0006338176317512989,0.00033031622297130525,0.014775676652789116
clean,29,same_subject,id0059,remesh,id0059_GTready_remesh,id0059,up60k,id0059_GTready_up60k,0.0,0.09237562119960785,0.0008103114669211209,0.0008384989341720939,0.005385207012295723
clean,30,same_subject,id0068,crop,id0068_GTready_crop,id0068,down8k,id0068_GTready_down8k,0.0,0.2785932421684265,0.015973135828971863,0.01118451077491045,0.005570776294916868
clean,31,same_subject,id0068,crop,id0068_GTready_crop,id0068,noisy,id0068_GTready_noisy,0.0,0.2803821563720703,0.009402167052030563,0.012944702059030533,0.002907304558902979
clean,32,same_subject,id0068,crop,id0068_GTready_crop,id0068,original,id0068_GTready_original,0.0,0.27003297209739685,0.009785947389900684,0.008177978917956352,0.0040398226119577885
clean,33,same_subject,id0068,crop,id0068_GTready_crop,id0068,remesh,id0068_GTready_remesh,0.0,0.32571834325790405,0.00986473262310028,0.011678421869874,0.007258239667862654
clean,34,same_subject,id0068,crop,id0068_GTready_crop,id0068,up60k,id0068_GTready_up60k,0.0,0.2923569083213806,0.013162137940526009,0.04166761040687561,0.007342151366174221
clean,35,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,noisy,id0068_GTready_noisy,0.0,0.12487450987100601,0.0007857744349166751,0.0006873792153783143,0.008316652849316597
clean,36,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,original,id0068_GTready_original,0.0,0.11480553448200226,0.0011382254306226969,0.0004447239334695041,0.005476194899529219
clean,37,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,remesh,id0068_GTready_remesh,0.0,0.13375291228294373,0.0020613379310816526,0.0016816180432215333,0.008535596542060375
clean,38,same_subject,id0068,down8k,id0068_GTready_down8k,id0068,up60k,id0068_GTready_up60k,0.0,0.05909059941768646,0.0004118518263567239,0.000248112715780735,0.006395237520337105
clean,39,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,original,id0068_GTready_original,0.0,0.0560593344271183,0.0001690840581431985,0.0002316738828085363,0.003215483855456114
clean,40,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,remesh,id0068_GTready_remesh,0.0,0.14173579216003418,0.000939259072765708,0.0007655730587430298,0.007563197053968906
clean,41,same_subject,id0068,noisy,id0068_GTready_noisy,id0068,up60k,id0068_GTready_up60k,0.0,0.11653514951467514,0.00042627641232684255,0.00018257040937896818,0.005478730425238609
clean,42,same_subject,id0068,original,id0068_GTready_original,id0068,remesh,id0068_GTready_remesh,0.0,0.146819069981575,0.0010328125208616257,0.000782680232077837,0.004005858208984137
clean,43,same_subject,id0068,original,id0068_GTready_original,id0068,up60k,id0068_GTready_up60k,0.0,0.11375692486763,0.0005740683991461992,0.0001125856870203279,0.0064395032823085785
clean,44,same_subject,id0068,remesh,id0068_GTready_remesh,id0068,up60k,id0068_GTready_up60k,0.0,0.08675570040941238,0.0008073721546679735,0.0006280478555709124,0.010989380069077015
clean,45,same_subject,id0084,crop,id0084_GTready_crop,id0084,down8k,id0084_GTready_down8k,0.0,0.20057597756385803,0.012469876557588577,0.008429079316556454,0.008047536015510559
clean,46,same_subject,id0084,crop,id0084_GTready_crop,id0084,noisy,id0084_GTready_noisy,0.0,0.22793471813201904,0.007674411870539188,0.005798643454909325,0.005697176791727543
clean,47,same_subject,id0084,crop,id0084_GTready_crop,id0084,original,id0084_GTready_original,0.0,0.1939312219619751,0.008105691522359848,0.011571453884243965,0.005765012465417385
clean,48,same_subject,id0084,crop,id0084_GTready_crop,id0084,remesh,id0084_GTready_remesh,0.0,0.18936549127101898,0.007302425801753998,0.009837405756115913,0.007297178730368614
clean,49,same_subject,id0084,crop,id0084_GTready_crop,id0084,up60k,id0084_GTready_up60k,0.0,0.19733646512031555,0.01034675631672144,0.008013473823666573,0.008626522496342659
clean,50,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,noisy,id0084_GTready_noisy,0.0,0.17368675768375397,0.000558441155590117,0.00031174413743428886,0.008849186822772026
clean,51,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,original,id0084_GTready_original,0.0,0.12224210053682327,0.0007616603979840875,0.0003906519850715995,0.007753313053399324
clean,52,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,remesh,id0084_GTready_remesh,0.0,0.13512438535690308,0.001708376919850707,0.0017681859899312258,0.007341320626437664
clean,53,same_subject,id0084,down8k,id0084_GTready_down8k,id0084,up60k,id0084_GTready_up60k,0.0,0.060798149555921555,0.0003277055802755058,0.0002992514637298882,0.006982420105487108
clean,54,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,original,id0084_GTready_original,0.0,0.10061326622962952,0.00014939204265829176,0.00017133663641288877,0.006901109125465155
clean,55,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,remesh,id0084_GTready_remesh,0.0,0.14779116213321686,0.0007627393351867795,0.0008795433677732944,0.00919811986386776
clean,56,same_subject,id0084,noisy,id0084_GTready_noisy,id0084,up60k,id0084_GTready_up60k,0.0,0.15141873061656952,0.00030563611653633416,0.0004107287968508899,0.004662201274186373
clean,57,same_subject,id0084,original,id0084_GTready_original,id0084,remesh,id0084_GTready_remesh,0.0,0.12250670045614243,0.0007866928353905678,0.000838505569845438,0.00632411427795887
clean,58,same_subject,id0084,original,id0084_GTready_original,id0084,up60k,id0084_GTready_up60k,0.0,0.10569179058074951,0.0003699019434861839,0.00015096651623025537,0.0039515066891908646
clean,59,same_subject,id0084,remesh,id0084_GTready_remesh,id0084,up60k,id0084_GTready_up60k,0.0,0.0948803499341011,0.0007270275382325053,0.000736493500880897,0.00780857540667057
clean,60,same_subject,id0129,crop,id0129_GTready_crop,id0129,down8k,id0129_GTready_down8k,0.0,0.3099325895309448,0.011419110000133514,0.010759251192212105,0.0045081814751029015
clean,61,same_subject,id0129,crop,id0129_GTready_crop,id0129,noisy,id0129_GTready_noisy,0.0,0.24494805932044983,0.0052965376526117325,0.004842563532292843,0.003523751627653837
clean,62,same_subject,id0129,crop,id0129_GTready_crop,id0129,original,id0129_GTready_original,0.0,0.2540966868400574,0.005218133330345154,0.005520723760128021,0.004906730726361275
clean,63,same_subject,id0129,crop,id0129_GTready_crop,id0129,remesh,id0129_GTready_remesh,0.0,0.3254859447479248,0.005991646088659763,0.004333170130848885,0.008187501691281796
clean,64,same_subject,id0129,crop,id0129_GTready_crop,id0129,up60k,id0129_GTready_up60k,0.0,0.31957072019577026,0.008670385926961899,0.0069349100813269615,0.00581526942551136
clean,65,same_subject,id0129,down8k,id0129_GTready_down8k,id0129,noisy,id0129_GTready_noisy,0.0,0.1498691886663437,0.001205447013489902,0.0007472260622307658,0.0066041601821780205
