subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,noisy,original,0.322800,0.391229,0.002823,1,
id0001,id0018,noisy,original,0.366204,0.530941,0.005016,1,
id0001,id0020,noisy,original,0.345168,0.505572,0.005111,1,
id0001,id0026,noisy,original,0.465494,0.610156,0.002415,1,
id0001,id0027,noisy,original,0.364464,0.440588,0.002006,1,
id0001,id0041,noisy,original,0.287332,0.388279,0.001005,1,
id0001,id0042,noisy,original,0.491159,0.607174,0.002770,1,
id0001,id0045,noisy,original,0.360608,0.345936,0.000920,1,
id0001,id0048,noisy,original,0.335410,0.358593,0.003819,1,
id0001,id0056,noisy,original,0.350707,0.513832,0.001143,1,
id0001,id0062,noisy,original,0.483203,0.527562,0.002063,1,
id0001,id0069,noisy,original,0.345951,0.485091,0.002410,1,
id0001,id0071,noisy,original,0.455894,0.536201,0.002374,1,
id0001,id0072,noisy,original,0.337381,0.372733,0.001484,1,
id0001,id0075,noisy,original,0.409765,0.533228,0.001983,1,
id0001,id0080,noisy,original,0.454938,0.536731,0.002345,1,
id0001,id0081,noisy,original,0.402132,0.535353,0.002537,1,
id0001,id0086,noisy,original,0.362781,0.428067,0.002535,1,
id0001,id0088,noisy,original,0.287890,0.422811,0.003046,1,
id0001,id0097,noisy,original,0.271231,0.379281,0.002181,1,
id0001,id0100,noisy,original,0.340169,0.398704,0.002053,1,
id0001,id0106,noisy,original,0.399704,0.543520,0.002905,1,
id0001,id0107,noisy,original,0.313481,0.405576,0.002866,1,
id0001,id0110,noisy,original,0.337847,0.438937,0.003243,1,
id0001,id0113,noisy,original,0.369655,0.449976,0.002014,1,
id0001,id0115,noisy,original,0.352460,0.412827,0.001232,1,
id0001,id0130,noisy,original,0.292304,0.378750,0.000882,1,
id0001,id0132,noisy,original,0.290086,0.355567,0.000862,1,
id0001,id0136,noisy,original,0.364559,0.404443,0.002117,1,
id0001,id0153,noisy,original,0.290769,0.457131,0.003094,1,
id0001,id0161,noisy,original,0.321011,0.414343,0.001396,1,
id0001,id0169,noisy,original,0.339859,0.390980,0.001374,1,
id0001,id0182,noisy,original,0.353581,0.493061,0.003298,1,
id0001,id0183,noisy,original,0.377801,0.538198,0.005643,1,
