subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,original,remesh,0.322800,0.365623,0.003925,1,
id0001,id0018,original,remesh,0.366204,0.451420,0.004038,1,
id0001,id0020,original,remesh,0.345168,0.435688,0.003995,1,
id0001,id0026,original,remesh,0.465494,0.635376,0.003960,1,
id0001,id0027,original,remesh,0.364464,0.459599,0.002245,1,
id0001,id0041,original,remesh,0.287332,0.424652,0.002388,1,
id0001,id0042,original,remesh,0.491159,0.636819,0.005268,1,
id0001,id0045,original,remesh,0.360608,0.404056,0.001726,1,
id0001,id0048,original,remesh,0.335410,0.370667,0.004532,1,
id0001,id0056,original,remesh,0.350707,0.538752,0.002973,1,
id0001,id0062,original,remesh,0.483203,0.595021,0.004153,1,
id0001,id0069,original,remesh,0.345951,0.527059,0.003275,1,
id0001,id0071,original,remesh,0.455894,0.597185,0.004570,1,
id0001,id0072,original,remesh,0.337381,0.421129,0.002643,1,
id0001,id0075,original,remesh,0.409765,0.552197,0.003257,1,
id0001,id0080,original,remesh,0.454938,0.611159,0.004344,1,
id0001,id0081,original,remesh,0.402132,0.589481,0.004370,1,
id0001,id0086,original,remesh,0.362781,0.475669,0.003912,1,
id0001,id0088,original,remesh,0.287890,0.440958,0.004206,1,
id0001,id0097,original,remesh,0.271231,0.362180,0.002209,1,
id0001,id0100,original,remesh,0.340169,0.468401,0.003524,1,
id0001,id0106,original,remesh,0.399704,0.596958,0.004818,1,
id0001,id0107,original,remesh,0.313481,0.379272,0.003260,1,
id0001,id0110,original,remesh,0.337847,0.426723,0.002192,1,
id0001,id0113,original,remesh,0.369655,0.549671,0.003616,1,
id0001,id0115,original,remesh,0.352460,0.476679,0.002432,1,
id0001,id0130,original,remesh,0.292304,0.375819,0.002349,1,
id0001,id0132,original,remesh,0.290086,0.392572,0.002007,1,
id0001,id0136,original,remesh,0.364559,0.504055,0.003469,1,
id0001,id0153,original,remesh,0.290769,0.419403,0.003506,1,
id0001,id0161,original,remesh,0.321011,0.461033,0.002289,1,
id0001,id0169,original,remesh,0.339859,0.460340,0.002526,1,
id0001,id0182,original,remesh,0.353581,0.491783,0.002947,1,
id0001,id0183,original,remesh,0.377801,0.492632,0.005658,1,
id0001,id0186,original,remesh,0.276798,0.444301,0.001806,1,
id0001,id0197,original,remesh,0.349722,0.419037,0.003658,1,
id0001,id0199,original,remesh,0.333997,0.436984,0.003683,1,
id0001,id0206,original,remesh,0.582220,0.729213,0.007032,1,
id0001,id0207,original,remesh,0.366138,0.477294,0.002614,1,
id0001,id0208,original,remesh,0.272983,0.337203,0.002893,1,
id0001,id0212,original,remesh,0.421550,0.377317,0.002627,1,
id0001,id0220,original,remesh,0.352810,0.389757,0.002395,1,
id0001,id0222,original,remesh,0.346686,0.347921,0.003609,1,
id0001,id0224,original,remesh,0.400929,0.565596,0.003723,1,
id0001,id0233,original,remesh,0.285536,0.381233,0.002613,1,
id0001,id0239,original,remesh,0.522106,0.691657,0.004815,1,
id0001,id0242,original,remesh,0.298460,0.431062,0.002316,1,
id0001,id0246,original,remesh,0.385500,0.491474,0.002428,1,
id0001,id0258,original,remesh,0.322260,0.444247,0.002683,1,
id0001,id0273,original,remesh,0.281542,0.447049,0.002106,1,
id0001,id0275,original,remesh,0.283546,0.310956,0.002102,1,
id0001,id0285,original,remesh,0.310977,0.499827,0.003354,1,
id0001,id0290,original,remesh,0.412985,0.473586,0.004194,1,
id0001,id0296,original,remesh,0.295725,0.327677,0.002495,1,
id0001,id0299,original,remesh,0.273174,0.379028,0.002847,1,
id0001,id0303,original,remesh,0.274224,0.386568,0.003219,1,
id0001,id0319,original,remesh,0.418635,0.423001,0.002641,1,
id0001,id0321,original,remesh,0.346538,0.381617,0.004148,1,
id0001,id0326,original,remesh,0.362382,0.430359,0.003869,1,
id0001,id0328,original,remesh,0.260064,0.399370,0.002380,1,
id0001,id0330,original,remesh,0.382978,0.522661,0.003290,1,
id0001,id0342,original,remesh,0.302526,0.480646,0.003011,1,
id0001,id0346,original,remesh,0.364628,0.539248,0.003971,1,
id0001,id0363,original,remesh,0.316617,0.529885,0.002405,1,
id0001,id0367,original,remesh,0.400716,0.476596,0.002254,1,
id0001,id0368,original,remesh,0.278228,0.332553,0.002880,1,
id0001,id0369,original,remesh,0.323987,0.419603,0.003810,1,
id0001,id0372,original,remesh,0.441989,0.379674,0.002364,1,
id0001,id0373,original,remesh,0.348212,0.444777,0.003320,1,
id0001,id0374,original,remesh,0.441220,0.492831,0.002387,1,
id0001,id0378,original,remesh,0.309927,0.359449,0.001798,1,
id0001,id0381,original,remesh,0.386134,0.354986,0.002798,1,
id0001,id0382,original,remesh,0.362844,0.471286,0.003517,1,
id0001,id0392,original,remesh,0.343611,0.483061,0.002864,1,
id0001,id0396,original,remesh,0.337015,0.520950,0.003327,1,
id0001,id0398,original,remesh,0.483421,0.628324,0.006029,1,
id0001,id0399,original,remesh,0.220824,0.281601,0.001920,1,
id0001,id0401,original,remesh,0.325417,0.471173,0.002410,1,
id0001,id0402,original,remesh,0.362388,0.433138,0.002612,1,
id0001,id0404,original,remesh,0.394736,0.491962,0.004109,1,
id0001,id0411,original,remesh,0.380956,0.580536,0.004436,1,
id0001,id0412,original,remesh,0.338277,0.362404,0.002111,1,
