topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations
original,remesh,original__to__remesh,1,0,0.761843,0.553160,0.208683,0.784246,0.580553,0.203694,1,100,4950,4950,4950
