scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.531864,0.605202,-0.073337,0.527528,0.561029,-0.033501,0,110,110,5995,5995,5995
jitter,gt_vertex_mean_l2,5.000000e-02,0.000000e+00,0.000000e+00,0.000000,0.000000,0.492245,0.649123,-0.156879,0.501052,0.640778,-0.139726,0,110,110,5995,5995,5995
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,5.000000e-02,0.000000,0.004500,0.522663,0.607038,-0.084375,0.518774,0.558635,-0.039860,0,110,110,5995,5995,5995
rotation,gt_vertex_mean_l2,0.000000e+00,5.000000e-02,0.000000e+00,2.000000,0.000000,0.501169,0.604593,-0.103425,0.500988,0.557252,-0.056264,0,110,110,5995,5995,5995
mixed,gt_vertex_mean_l2,5.000000e-02,5.000000e-02,5.000000e-02,2.000000,0.004500,0.476996,0.638449,-0.161453,0.486990,0.634137,-0.147147,0,110,110,5995,5995,5995
