topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations
down8k,original,down8k__to__original,1,0,0.780879,0.406846,0.374034,0.816663,0.500649,0.316013,1,100,4950,4950,4950
