subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,noisy,crop,0.322800,0.422895,0.015693,1,
id0001,id0018,noisy,crop,0.366204,0.493007,0.009933,1,
id0001,id0020,noisy,crop,0.345168,0.477656,0.009084,1,
id0001,id0026,noisy,crop,0.465494,0.475876,0.005583,1,
id0001,id0027,noisy,crop,0.364464,0.444013,0.009088,1,
id0001,id0041,noisy,crop,0.287332,0.456176,0.008132,1,
id0001,id0042,noisy,crop,0.491159,0.588628,0.004959,1,
id0001,id0045,noisy,crop,0.360608,0.355941,0.007064,1,
id0001,id0048,noisy,crop,0.335410,0.366783,0.010649,1,
id0001,id0056,noisy,crop,0.350707,0.575666,0.007585,1,
id0001,id0062,noisy,crop,0.483203,0.544130,0.005585,1,
id0001,id0069,noisy,crop,0.345951,0.522278,0.007519,1,
id0001,id0071,noisy,crop,0.455894,0.600238,0.003648,1,
id0001,id0072,noisy,crop,0.337381,0.416931,0.010937,1,
id0001,id0075,noisy,crop,0.409765,0.469652,0.004107,1,
id0001,id0080,noisy,crop,0.454938,0.499404,0.004625,1,
id0001,id0081,noisy,crop,0.402132,0.528507,0.014983,1,
id0001,id0086,noisy,crop,0.362781,0.457800,0.010399,1,
id0001,id0088,noisy,crop,0.287890,0.475240,0.015816,1,
id0001,id0097,noisy,crop,0.271231,0.391534,0.006193,1,
id0001,id0100,noisy,crop,0.340169,0.397623,0.005874,1,
id0001,id0106,noisy,crop,0.399704,0.521216,0.009980,1,
id0001,id0107,noisy,crop,0.313481,0.440420,0.012274,1,
id0001,id0110,noisy,crop,0.337847,0.368972,0.006123,1,
id0001,id0113,noisy,crop,0.369655,0.498234,0.012177,1,
id0001,id0115,noisy,crop,0.352460,0.378554,0.007958,1,
id0001,id0130,noisy,crop,0.292304,0.423152,0.008353,1,
id0001,id0132,noisy,crop,0.290086,0.410367,0.011056,1,
id0001,id0136,noisy,crop,0.364559,0.470060,0.013147,1,
id0001,id0153,noisy,crop,0.290769,0.541553,0.019977,1,
id0001,id0161,noisy,crop,0.321011,0.437791,0.014342,1,
id0001,id0169,noisy,crop,0.339859,0.454967,0.010846,1,
id0001,id0182,noisy,crop,0.353581,0.432294,0.009847,1,
id0001,id0183,noisy,crop,0.377801,0.599899,0.021614,1,
id0001,id0186,noisy,crop,0.276798,0.426077,0.010060,1,
id0001,id0197,noisy,crop,0.349722,0.418806,0.008516,1,
id0001,id0199,noisy,crop,0.333997,0.591470,0.016092,1,
id0001,id0206,noisy,crop,0.582220,0.634603,0.006920,1,
id0001,id0207,noisy,crop,0.366138,0.510176,0.011213,1,
id0001,id0208,noisy,crop,0.272983,0.401054,0.015068,1,
id0001,id0212,noisy,crop,0.421550,0.362147,0.004290,1,
id0001,id0220,noisy,crop,0.352810,0.386199,0.005815,1,
