scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.527009,0.570883,-0.043874,0.532420,0.543788,-0.011368,0,10,20,45,90,45
translation,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,2.000000e-01,0.000000,0.007000,0.537022,0.644928,-0.107905,0.504853,0.619543,-0.114690,0,10,20,45,90,45
