F,wbse,within_mean,within_std,within_cv,between_mean,n_subjects
1,1.0888027745082556,2.02071049091511,0.7383832853380718,2.736668788473346,3.0959074375026705,99
3,1.4631127078624986,1.1909952188754338,0.4327620755539205,2.752078534957115,2.508748872819197,99
5,1.6492183202591069,0.9637943731498674,0.35228583677864117,2.7358306026803674,2.4272888954433416,99
10,1.928087641643178,0.6372338524731599,0.2254201381785714,2.82687189184651,2.298296063315929,99
15,2.0070493771450555,0.5193288001529004,0.17933858689328816,2.8958006703929065,2.276270108321866,99
