method,F,subject,within
Deep3DFace,1,id0000,2.6078661435247885
Deep3DFace,1,id0001,2.5228208720226615
Deep3DFace,1,id0002,2.274452186788011
Deep3DFace,1,id0003,2.8119125435990546
Deep3DFace,1,id0004,2.5483808879259593
Deep3DFace,1,id0005,1.4649191377037736
Deep3DFace,1,id0006,1.5482037957907047
Deep3DFace,1,id0007,1.6531387896600673
Deep3DFace,1,id0008,2.3588161523111606
Deep3DFace,1,id0009,2.238759608883902
Deep3DFace,1,id0010,2.639512015980559
Deep3DFace,1,id0011,1.3467363390715905
Deep3DFace,1,id0012,2.359600869425733
Deep3DFace,1,id0013,1.0952361450022305
Deep3DFace,1,id0014,2.4889970590761648
Deep3DFace,1,id0015,1.719332350260582
Deep3DFace,1,id0016,2.1058137398920924
Deep3DFace,1,id0017,1.1060833785053357
Deep3DFace,1,id0018,2.087470677404369
Deep3DFace,1,id0019,1.9940065431232767
Deep3DFace,1,id0020,1.5713616764999212
Deep3DFace,1,id0021,2.381689169625068
Deep3DFace,1,id0022,2.30928895195397
Deep3DFace,1,id0023,1.8560720409363238
Deep3DFace,1,id0024,3.1338929571332326
Deep3DFace,1,id0025,2.373370384275827
Deep3DFace,1,id0026,1.434826184350623
Deep3DFace,1,id0027,2.330238889718116
Deep3DFace,1,id0028,1.727716816724196
Deep3DFace,1,id0029,1.875442648028254
Deep3DFace,1,id0030,1.424800747915316
Deep3DFace,1,id0031,2.049895910394719
Deep3DFace,1,id0032,2.2224448810505266
Deep3DFace,1,id0033,2.304404052606768
Deep3DFace,1,id0034,2.5211593364681524
Deep3DFace,1,id0035,1.2524773465064203
Deep3DFace,1,id0036,1.826076423603597
Deep3DFace,1,id0037,1.625426683754277
Deep3DFace,1,id0038,2.1638779417167333
Deep3DFace,1,id0039,1.8630905353048834
Deep3DFace,1,id0040,2.171812928093843
Deep3DFace,1,id0041,1.6712869933669132
Deep3DFace,1,id0042,2.854834097877444
Deep3DFace,1,id0043,1.6336761234409494
Deep3DFace,1,id0044,0.914761178524968
Deep3DFace,1,id0045,2.021264727655373
Deep3DFace,1,id0046,0.7284001459749295
Deep3DFace,1,id0047,1.932924329890464
Deep3DFace,1,id0048,1.5371036372090583
Deep3DFace,1,id0049,1.9019599542981904
Deep3DFace,1,id0050,2.915384389891862
Deep3DFace,1,id0051,2.0581280255800505
Deep3DFace,1,id0052,1.9636814254775914
Deep3DFace,1,id0053,2.071676297338485
Deep3DFace,1,id0054,1.583676404867454
Deep3DFace,1,id0055,2.283986146430208
Deep3DFace,1,id0056,2.961915657443185
Deep3DFace,1,id0057,1.5805264781740729
Deep3DFace,1,id0058,2.0907232050595543
Deep3DFace,1,id0059,1.4664804199881403
Deep3DFace,1,id0060,1.8665276812529878
Deep3DFace,1,id0061,2.3847218591299995
Deep3DFace,1,id0062,1.0126866612404593
