method,F,subject,wbse
Deep3DFace,1,id0000,0.8290312295921617
Deep3DFace,1,id0001,-0.40108446176615925
Deep3DFace,1,id0002,0.7045471913969908
Deep3DFace,1,id0003,-0.6921301558579577
Deep3DFace,1,id0004,0.3062514585296868
Deep3DFace,1,id0005,2.1038743615738986
Deep3DFace,1,id0006,2.9853276997344342
Deep3DFace,1,id0007,1.1936821396748727
Deep3DFace,1,id0008,1.1434167594566773
Deep3DFace,1,id0009,-0.16283746935795768
Deep3DFace,1,id0010,0.29442257081914014
Deep3DFace,1,id0011,0.9835558053579138
Deep3DFace,1,id0012,0.48791761709578313
Deep3DFace,1,id0013,1.8515256547105037
Deep3DFace,1,id0014,-0.04956309154297211
Deep3DFace,1,id0015,0.7024325930491371
Deep3DFace,1,id0016,0.34637381755783403
Deep3DFace,1,id0017,1.7989980938823213
Deep3DFace,1,id0018,0.9036392930738398
Deep3DFace,1,id0019,0.5214723396894578
Deep3DFace,1,id0020,2.9053937479884087
Deep3DFace,1,id0021,-0.43266642518607057
Deep3DFace,1,id0022,1.0640672863925658
Deep3DFace,1,id0023,0.7591492488256514
Deep3DFace,1,id0024,-1.4258311100939185
Deep3DFace,1,id0025,-0.30413159227941783
Deep3DFace,1,id0026,2.46884460277875
Deep3DFace,1,id0027,-0.06269814049727034
Deep3DFace,1,id0028,1.2488622636102555
Deep3DFace,1,id0029,0.7128853660908036
Deep3DFace,1,id0030,1.6221907290653155
Deep3DFace,1,id0031,0.13618259975734381
Deep3DFace,1,id0032,0.7757445396696869
Deep3DFace,1,id0033,-0.5092010870631527
Deep3DFace,1,id0034,1.0631404597828205
Deep3DFace,1,id0035,1.4859711093190582
Deep3DFace,1,id0036,1.5942873779442008
Deep3DFace,1,id0037,0.9694119900703253
Deep3DFace,1,id0038,0.7668824853650154
Deep3DFace,1,id0039,0.4593540961585363
Deep3DFace,1,id0040,1.1564439017726327
Deep3DFace,1,id0041,0.6686139596360701
Deep3DFace,1,id0042,-0.8865789546686326
Deep3DFace,1,id0043,0.8281586527108227
Deep3DFace,1,id0044,2.8580818669277828
Deep3DFace,1,id0045,0.2802189209384437
Deep3DFace,1,id0046,3.9248654614038605
Deep3DFace,1,id0047,0.5407172217872556
Deep3DFace,1,id0048,1.2147755610500712
Deep3DFace,1,id0049,0.6474639141926389
Deep3DFace,1,id0050,-0.5023895727362027
Deep3DFace,1,id0051,-0.014283608749874029
Deep3DFace,1,id0052,1.227099326859625
Deep3DFace,1,id0053,0.4500688367545066
Deep3DFace,1,id0054,1.1612515924709934
Deep3DFace,1,id0055,0.8738968313718124
Deep3DFace,1,id0056,-0.4981885376666261
Deep3DFace,1,id0057,0.8501435939775825
Deep3DFace,1,id0058,0.17171666651276268
Deep3DFace,1,id0059,0.8188087313080292
Deep3DFace,1,id0060,1.053060855473925
Deep3DFace,1,id0061,-0.41868124101574766
Deep3DFace,1,id0062,3.20079130177595
Deep3DFace,1,id0063,0.5114621958422781
Deep3DFace,1,id0064,0.1527177169290767
Deep3DFace,1,id0065,1.525528870305021
Deep3DFace,1,id0066,-0.9989316224852591
Deep3DFace,1,id0067,1.1054782867151112
Deep3DFace,1,id0068,0.26547376744234347
Deep3DFace,1,id0069,-0.1828120396123465
Deep3DFace,1,id0070,-0.2918519126624064
Deep3DFace,1,id0071,0.4535810833021486
Deep3DFace,1,id0072,0.15312135505784794
Deep3DFace,1,id0073,1.0197357285135489
Deep3DFace,1,id0074,2.931895284121444
Deep3DFace,1,id0075,0.42558854926599726
Deep3DFace,1,id0076,1.6786334497098472
Deep3DFace,1,id0077,-0.22820620397517188
Deep3DFace,1,id0078,0.30384562061547205
Deep3DFace,1,id0079,0.10772691705070604
Deep3DFace,1,id0080,-0.6575269179290943
Deep3DFace,1,id0081,0.5805289912711792
