F,wbse,within_mean,within_std,within_cv,between_mean,n_subjects
1,0.4496992794595972,2.430271554425082,1.318935617196341,1.8426005960708727,3.1043295610639303,99
3,0.8175646634138519,1.3124633534653642,0.6588623660842938,1.9920144494904262,2.107142569054077,99
5,1.0081227870047835,1.0564703355829603,0.4928163236283049,2.143740547806566,1.9926338196922189,99
10,1.225174061611832,0.7758557789993876,0.40127387695085687,1.9334819024224819,1.8401712887956432,99
15,1.3784440043056265,0.5980388159049124,0.3140523230203221,1.9042649013177773,1.7805626681440667,99
