method,F,subject,error
Deep3DFace,1,id0000,0.0030449037957132473
Deep3DFace,1,id0001,0.001998000465607178
Deep3DFace,1,id0002,0.0020678640044271925
Deep3DFace,1,id0003,0.002731694450408524
Deep3DFace,1,id0004,0.002615189489284678
Deep3DFace,1,id0005,0.0029672158963997136
Deep3DFace,1,id0006,0.0020117775854263595
Deep3DFace,1,id0007,0.002512413868947052
Deep3DFace,1,id0008,0.0022745745542266833
Deep3DFace,1,id0009,0.0026467094482699035
Deep3DFace,1,id0010,0.0019021876770069137
Deep3DFace,1,id0011,0.0017663000672213161
Deep3DFace,1,id0012,0.002726337548379533
Deep3DFace,1,id0013,0.002706272835084888
Deep3DFace,1,id0014,0.00232463699615495
Deep3DFace,1,id0015,0.00239456042440948
Deep3DFace,1,id0016,0.003720358721761258
Deep3DFace,1,id0017,0.0024089429517759947
Deep3DFace,1,id0018,0.0015994253495653587
Deep3DFace,1,id0019,0.0025546886519803406
Deep3DFace,1,id0020,0.0020130165790528923
Deep3DFace,1,id0021,0.002274051120620808
Deep3DFace,1,id0022,0.002210466132975739
Deep3DFace,1,id0023,0.0031685935375849817
Deep3DFace,1,id0024,0.002282456028298346
Deep3DFace,1,id0025,0.0025183760165171584
Deep3DFace,1,id0026,0.002397806735730389
Deep3DFace,1,id0027,0.0034279685066776573
Deep3DFace,1,id0028,0.0016577132316309663
Deep3DFace,1,id0029,0.00299333191548159
Deep3DFace,1,id0030,0.0036438591313106734
Deep3DFace,1,id0031,0.0025497386290763324
Deep3DFace,1,id0032,0.0018754443156224591
Deep3DFace,1,id0033,0.0029848239212875096
Deep3DFace,1,id0034,0.0025983027247131313
Deep3DFace,1,id0035,0.0025609431997831622
Deep3DFace,1,id0036,0.00235866714152372
Deep3DFace,1,id0037,0.002317044198061166
Deep3DFace,1,id0038,0.002835905368503792
Deep3DFace,1,id0039,0.0020461939964521833
Deep3DFace,1,id0040,0.0027689346935177985
Deep3DFace,1,id0041,0.002633876250172558
Deep3DFace,1,id0042,0.0028624317297794486
Deep3DFace,1,id0043,0.0025133186112517884
Deep3DFace,1,id0044,0.005142999121933136
Deep3DFace,1,id0045,0.004038350691695185
Deep3DFace,1,id0046,0.002283378296001737
Deep3DFace,1,id0047,0.002807346636404954
Deep3DFace,1,id0048,0.0032341472871155593
Deep3DFace,1,id0049,0.002449025031332343
Deep3DFace,1,id0050,0.0024480851984218926
Deep3DFace,1,id0051,0.0028300751012817547
Deep3DFace,1,id0052,0.0028559703458860956
Deep3DFace,1,id0053,0.0025036814774843513
Deep3DFace,1,id0054,0.003011802678580056
Deep3DFace,1,id0055,0.0033520852800722877
Deep3DFace,1,id0056,0.0024497683298730574
Deep3DFace,1,id0057,0.0020288630386902833
Deep3DFace,1,id0058,0.0019370922445218666
Deep3DFace,1,id0059,0.003004027646565839
Deep3DFace,1,id0060,0.002020355919124827
Deep3DFace,1,id0061,0.0022738129286926615
Deep3DFace,1,id0062,0.002623282485752235
Deep3DFace,1,id0063,0.0024456355046321133
Deep3DFace,1,id0064,0.003560345444746286
Deep3DFace,1,id0065,0.0025951584455505988
Deep3DFace,1,id0066,0.0027108902821258427
Deep3DFace,1,id0067,0.002655353641075594
Deep3DFace,1,id0068,0.0019721207845256063
Deep3DFace,1,id0069,0.0022622562546030637
Deep3DFace,1,id0070,0.0028164790346963857
Deep3DFace,1,id0071,0.002803719032590303
Deep3DFace,1,id0072,0.002739557182937317
Deep3DFace,1,id0073,0.0030650032613160796
Deep3DFace,1,id0074,0.0024742514432052384
Deep3DFace,1,id0075,0.0024177840259054016
Deep3DFace,1,id0076,0.0023676369737879806
Deep3DFace,1,id0077,0.0031977289315332147
Deep3DFace,1,id0078,0.002105119795808381
Deep3DFace,1,id0079,0.0033074066118442555
Deep3DFace,1,id0080,0.0023929781126282522
Deep3DFace,1,id0081,0.003149055040257674
Deep3DFace,1,id0082,0.0019341571037438511
Deep3DFace,1,id0083,0.002142486419466095
Deep3DFace,1,id0084,0.0021307708051653993
Deep3DFace,1,id0085,0.0021776302379139163
Deep3DFace,1,id0086,0.0021704837218139406
Deep3DFace,1,id0087,0.0028807420263610834
Deep3DFace,1,id0088,0.0029781303210944976
Deep3DFace,1,id0089,0.0032553120662479167
Deep3DFace,1,id0090,0.0033216448507180853
Deep3DFace,1,id0091,0.002910800040172087
Deep3DFace,1,id0092,0.0023510634946263976
Deep3DFace,1,id0093,0.0025186767577858975
Deep3DFace,1,id0094,0.0022042004179364115
Deep3DFace,1,id0095,0.00240460596200594
Deep3DFace,1,id0096,0.0038603663752829996
Deep3DFace,1,id0097,0.0028565027098983228
Deep3DFace,1,id0098,0.0018992625538974185
Deep3DFace,3,id0000,0.0030338643087670226
Deep3DFace,3,id0001,0.001855924187669052
Deep3DFace,3,id0002,0.0022048983923644264
Deep3DFace,3,id0003,0.0027788814001777147
Deep3DFace,3,id0004,0.0025819089324860354
Deep3DFace,3,id0005,0.002788799883347451
Deep3DFace,3,id0006,0.0020673297507981915
Deep3DFace,3,id0007,0.00240823411479469
Deep3DFace,3,id0008,0.002090243433681561
Deep3DFace,3,id0009,0.0024453828008519775
Deep3DFace,3,id0010,0.0018442681632561187
Deep3DFace,3,id0011,0.0017089580216380225
Deep3DFace,3,id0012,0.0026642051875765812
Deep3DFace,3,id0013,0.002826062516410388
Deep3DFace,3,id0014,0.0022454619638136945
Deep3DFace,3,id0015,0.00224051271246245
Deep3DFace,3,id0016,0.00382977943011585
Deep3DFace,3,id0017,0.0023978987976801115
Deep3DFace,3,id0018,0.0016051044528606585
Deep3DFace,3,id0019,0.00241452417485729
Deep3DFace,3,id0020,0.0023721857341412913
Deep3DFace,3,id0021,0.002164174422597282
Deep3DFace,3,id0022,0.0023985458556744057
Deep3DFace,3,id0023,0.003312448189822961
Deep3DFace,3,id0024,0.002507694669820951
Deep3DFace,3,id0025,0.002425374403687224
Deep3DFace,3,id0026,0.002534958722751526
Deep3DFace,3,id0027,0.0032206830930068776
Deep3DFace,3,id0028,0.0017446601749246057
Deep3DFace,3,id0029,0.002819116995321085
Deep3DFace,3,id0030,0.003582826800768417
Deep3DFace,3,id0031,0.0025236092414511447
Deep3DFace,3,id0032,0.001758893853915446
Deep3DFace,3,id0033,0.002712254787873862
Deep3DFace,3,id0034,0.002620103827260604
Deep3DFace,3,id0035,0.002737004213733721
Deep3DFace,3,id0036,0.0026195198217665912
Deep3DFace,3,id0037,0.0027397055007345925
Deep3DFace,3,id0038,0.002633550662778239
Deep3DFace,3,id0039,0.0021553480517941073
Deep3DFace,3,id0040,0.002850110860067982
Deep3DFace,3,id0041,0.002754935967187613
Deep3DFace,3,id0042,0.0028043408111940414
Deep3DFace,3,id0043,0.002602653896269274
Deep3DFace,3,id0044,0.004153722593149871
Deep3DFace,3,id0045,0.003977571213308022
Deep3DFace,3,id0046,0.0027302502902530144
Deep3DFace,3,id0047,0.0028404264983860708
Deep3DFace,3,id0048,0.0030290168903057977
Deep3DFace,3,id0049,0.002551697405098078
Deep3DFace,3,id0050,0.0021166346515293514
Deep3DFace,3,id0051,0.0026401082431401868
Deep3DFace,3,id0052,0.0027900177744839302
Deep3DFace,3,id0053,0.0024534285022611985
Deep3DFace,3,id0054,0.002183022630209025
Deep3DFace,3,id0055,0.0033479951460255435
Deep3DFace,3,id0056,0.002504145490895265
Deep3DFace,3,id0057,0.0019954521048454613
Deep3DFace,3,id0058,0.0018896850089115584
Deep3DFace,3,id0059,0.0029319451681801235
Deep3DFace,3,id0060,0.0018782443079354782
Deep3DFace,3,id0061,0.0023638183671984884
