scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.525033,0.570883,-0.045850,0.532839,0.543788,-0.010950,0,0.525033,0.570883,0.000000,0.000000,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.525955,0.648880,-0.122925,0.505722,0.612130,-0.106408,0,0.525033,0.570883,-0.000922,-0.077997,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.502635,0.708827,-0.206192,0.458099,0.665450,-0.207351,0,0.525033,0.570883,0.022398,-0.137945,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.416337,0.555731,-0.139394,0.389203,0.555567,-0.166364,0,0.525033,0.570883,0.108696,0.015152,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.319499,0.417787,-0.098287,0.357025,0.459711,-0.102686,0,0.525033,0.570883,0.205534,0.153096,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.271014,0.384848,-0.113834,0.316105,0.424502,-0.108396,0,0.525033,0.570883,0.254018,0.186034,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.525033,0.570883,-0.045850,0.532839,0.543788,-0.010950,0,0.525033,0.570883,0.000000,0.000000,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.001600,0.520290,0.635705,-0.115415,0.528300,0.600235,-0.071935,0,0.525033,0.570883,0.004743,-0.064822,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.002500,0.534124,0.640448,-0.106324,0.525401,0.599275,-0.073875,0,0.525033,0.570883,-0.009091,-0.069565,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.004000,0.544005,0.634651,-0.090646,0.520120,0.598301,-0.078181,0,0.525033,0.570883,-0.018972,-0.063768,10,20,45,90,45,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_matrix/shot100_heldout_xtopo10k_best_by_xtopo_mesh_clean_postperturb_icp/translation_sigma0p10/ranking_summary.md
