scenario,reference_metric,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs
clean,gt_vertex_mean_l2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000,0.545040,0.639175,-0.094135,0.539079,0.633116,-0.094037,0,110,110,5995,5995,5995
rotation,gt_vertex_mean_l2,0.000000e+00,2.000000e-02,0.000000e+00,1.400000,0.000000,0.533389,0.635987,-0.102598,0.527804,0.631717,-0.103913,0,110,110,5995,5995,5995
