subject_a,subject_b,topology_a,topology_b,gt_distance,latent_distance,raw_chamfer,n_mesh_pairs,mesh_pair_index
id0001,id0004,up60k,down8k,0.322800,0.327096,0.002044,1,
id0001,id0018,up60k,down8k,0.366204,0.404948,0.002669,1,
id0001,id0020,up60k,down8k,0.345168,0.400728,0.002880,1,
id0001,id0026,up60k,down8k,0.465494,0.562263,0.003192,1,
id0001,id0027,up60k,down8k,0.364464,0.403591,0.001905,1,
id0001,id0041,up60k,down8k,0.287332,0.358085,0.001957,1,
id0001,id0042,up60k,down8k,0.491159,0.569807,0.004824,1,
id0001,id0045,up60k,down8k,0.360608,0.287048,0.001199,1,
id0001,id0048,up60k,down8k,0.335410,0.346183,0.002298,1,
id0001,id0056,up60k,down8k,0.350707,0.442048,0.002433,1,
id0001,id0062,up60k,down8k,0.483203,0.500852,0.003643,1,
id0001,id0069,up60k,down8k,0.345951,0.457767,0.002790,1,
id0001,id0071,up60k,down8k,0.455894,0.497176,0.004425,1,
id0001,id0072,up60k,down8k,0.337381,0.343683,0.001902,1,
id0001,id0075,up60k,down8k,0.409765,0.478232,0.002505,1,
id0001,id0080,up60k,down8k,0.454938,0.537992,0.003913,1,
id0001,id0081,up60k,down8k,0.402132,0.487497,0.002479,1,
id0001,id0086,up60k,down8k,0.362781,0.434463,0.002444,1,
id0001,id0088,up60k,down8k,0.287890,0.380768,0.002867,1,
id0001,id0097,up60k,down8k,0.271231,0.302593,0.001505,1,
id0001,id0100,up60k,down8k,0.340169,0.392167,0.002374,1,
id0001,id0106,up60k,down8k,0.399704,0.545091,0.003682,1,
id0001,id0107,up60k,down8k,0.313481,0.323500,0.001610,1,
id0001,id0110,up60k,down8k,0.337847,0.394400,0.002097,1,
id0001,id0113,up60k,down8k,0.369655,0.425492,0.003255,1,
id0001,id0115,up60k,down8k,0.352460,0.390870,0.002089,1,
id0001,id0130,up60k,down8k,0.292304,0.335564,0.000944,1,
id0001,id0132,up60k,down8k,0.290086,0.313446,0.001377,1,
id0001,id0136,up60k,down8k,0.364559,0.410597,0.002283,1,
id0001,id0153,up60k,down8k,0.290769,0.345165,0.001915,1,
id0001,id0161,up60k,down8k,0.321011,0.373316,0.002040,1,
id0001,id0169,up60k,down8k,0.339859,0.368477,0.002253,1,
id0001,id0182,up60k,down8k,0.353581,0.423848,0.002233,1,
id0001,id0183,up60k,down8k,0.377801,0.522864,0.004167,1,
id0001,id0186,up60k,down8k,0.276798,0.341749,0.001775,1,
id0001,id0197,up60k,down8k,0.349722,0.392049,0.002289,1,
id0001,id0199,up60k,down8k,0.333997,0.442405,0.002574,1,
id0001,id0206,up60k,down8k,0.582220,0.673213,0.005993,1,
id0001,id0207,up60k,down8k,0.366138,0.408019,0.001672,1,
id0001,id0208,up60k,down8k,0.272983,0.280038,0.001542,1,
id0001,id0212,up60k,down8k,0.421550,0.409352,0.003972,1,
id0001,id0220,up60k,down8k,0.352810,0.304960,0.001316,1,
id0001,id0222,up60k,down8k,0.346686,0.297067,0.001977,1,
id0001,id0224,up60k,down8k,0.400929,0.493768,0.002866,1,
id0001,id0233,up60k,down8k,0.285536,0.341924,0.001363,1,
id0001,id0239,up60k,down8k,0.522106,0.597266,0.004746,1,
id0001,id0242,up60k,down8k,0.298460,0.369542,0.002052,1,
id0001,id0246,up60k,down8k,0.385500,0.339712,0.002057,1,
id0001,id0258,up60k,down8k,0.322260,0.367398,0.001776,1,
id0001,id0273,up60k,down8k,0.281542,0.363380,0.001452,1,
id0001,id0275,up60k,down8k,0.283546,0.197047,0.000799,1,
id0001,id0285,up60k,down8k,0.310977,0.432152,0.002415,1,
id0001,id0290,up60k,down8k,0.412985,0.439167,0.002296,1,
id0001,id0296,up60k,down8k,0.295725,0.278482,0.001296,1,
id0001,id0299,up60k,down8k,0.273174,0.271496,0.001531,1,
id0001,id0303,up60k,down8k,0.274224,0.312874,0.002045,1,
id0001,id0319,up60k,down8k,0.418635,0.326238,0.001933,1,
id0001,id0321,up60k,down8k,0.346538,0.354528,0.002632,1,
id0001,id0326,up60k,down8k,0.362382,0.433642,0.002604,1,
id0001,id0328,up60k,down8k,0.260064,0.356621,0.001567,1,
id0001,id0330,up60k,down8k,0.382978,0.431896,0.002512,1,
id0001,id0342,up60k,down8k,0.302526,0.378099,0.002272,1,
id0001,id0346,up60k,down8k,0.364628,0.436786,0.002756,1,
id0001,id0363,up60k,down8k,0.316617,0.442770,0.002138,1,
id0001,id0367,up60k,down8k,0.400716,0.366435,0.002060,1,
id0001,id0368,up60k,down8k,0.278228,0.270459,0.001744,1,
id0001,id0369,up60k,down8k,0.323987,0.407282,0.002105,1,
id0001,id0372,up60k,down8k,0.441989,0.321334,0.001474,1,
id0001,id0373,up60k,down8k,0.348212,0.425314,0.002499,1,
id0001,id0374,up60k,down8k,0.441220,0.421402,0.001432,1,
id0001,id0378,up60k,down8k,0.309927,0.302391,0.001454,1,
id0001,id0381,up60k,down8k,0.386134,0.320405,0.001605,1,
id0001,id0382,up60k,down8k,0.362844,0.408521,0.002415,1,
id0001,id0392,up60k,down8k,0.343611,0.422126,0.002169,1,
id0001,id0396,up60k,down8k,0.337015,0.463036,0.002524,1,
id0001,id0398,up60k,down8k,0.483421,0.592092,0.004714,1,
id0001,id0399,up60k,down8k,0.220824,0.244593,0.000985,1,
id0001,id0401,up60k,down8k,0.325417,0.398119,0.002105,1,
id0001,id0402,up60k,down8k,0.362388,0.342202,0.001550,1,
id0001,id0404,up60k,down8k,0.394736,0.388310,0.002629,1,
id0001,id0411,up60k,down8k,0.380956,0.472630,0.002922,1,
id0001,id0412,up60k,down8k,0.338277,0.324605,0.001756,1,
id0001,id0418,up60k,down8k,0.458799,0.461882,0.002450,1,
id0001,id0421,up60k,down8k,0.292851,0.327142,0.001495,1,
id0001,id0422,up60k,down8k,0.320140,0.406736,0.002251,1,
id0001,id0431,up60k,down8k,0.344573,0.419907,0.002558,1,
id0001,id0437,up60k,down8k,0.401537,0.461033,0.001955,1,
id0001,id0441,up60k,down8k,0.291814,0.297673,0.002094,1,
id0001,id0447,up60k,down8k,0.306172,0.383989,0.003062,1,
id0001,id0460,up60k,down8k,0.293119,0.420616,0.001602,1,
id0001,id0462,up60k,down8k,0.310316,0.386350,0.002102,1,
id0001,id0465,up60k,down8k,0.345278,0.311782,0.002082,1,
id0001,id0466,up60k,down8k,0.330986,0.379298,0.003009,1,
id0001,id0468,up60k,down8k,0.465759,0.612177,0.004606,1,
id0001,id0470,up60k,down8k,0.426994,0.439009,0.003108,1,
id0001,id0476,up60k,down8k,0.308868,0.331350,0.002363,1,
id0001,id0486,up60k,down8k,0.323589,0.465987,0.001735,1,
