epoch,loss,stress,rank,id,smooth,teacher,lr,spearman_clean,pearson_clean,auc_r,gate_mean_clean,gate_mean_noisy_max,spearman_noisy_max,ratio_noisy_max,intra_clean,n_eval
14,0.015699,0.006698,0.017899,0.000205,0.000000,0.000000,1.00e-04,0.693729,0.721915,0.993170,nan,nan,0.677767,0.976991,6.072820e-05,16
15,0.015826,0.006944,0.017647,0.000234,0.000000,0.000000,1.00e-04,0.693729,0.721915,0.993170,nan,nan,0.677767,0.976991,6.072820e-05,16
16,0.014107,0.006317,0.015452,0.000259,0.000000,0.000000,1.00e-04,0.710452,0.732597,0.993483,nan,nan,0.693379,0.975969,9.285777e-05,16
17,0.015697,0.006601,0.018045,0.000295,0.000000,0.000000,1.00e-04,0.710452,0.732597,0.993483,nan,nan,0.693379,0.975969,9.285777e-05,16
18,0.014409,0.006272,0.016108,0.000333,0.000000,0.000000,1.00e-04,0.707362,0.721323,0.991984,nan,nan,0.685999,0.969800,1.340246e-04,16
19,0.014325,0.006752,0.014959,0.000375,0.000000,0.000000,1.00e-04,0.707362,0.721323,0.991984,nan,nan,0.685999,0.969800,1.340246e-04,16
20,0.013729,0.006317,0.014632,0.000382,0.000000,0.000000,1.00e-04,0.686839,0.723004,0.998545,nan,nan,0.673447,0.980502,1.540473e-04,16
21,0.012939,0.005740,0.014183,0.000431,0.000000,0.000000,1.00e-04,0.686839,0.723004,0.998545,nan,nan,0.673447,0.980502,1.540473e-04,16
22,0.012989,0.005445,0.014837,0.000501,0.000000,0.000000,1.00e-04,0.699431,0.737455,1.000513,nan,nan,0.700738,1.001870,1.932451e-04,16
23,0.013429,0.005982,0.014627,0.000537,0.000000,0.000000,1.00e-04,0.699431,0.737455,1.000513,nan,nan,0.700738,1.001870,1.932451e-04,16
24,0.012801,0.005686,0.013944,0.000570,0.000000,0.000000,1.00e-04,0.698493,0.712638,0.994701,nan,nan,0.679385,0.972644,2.102657e-04,16
25,0.013441,0.005913,0.014786,0.000540,0.000000,0.000000,1.00e-04,0.698493,0.712638,0.994701,nan,nan,0.679385,0.972644,2.102657e-04,16
26,0.012481,0.005714,0.013240,0.000591,0.000000,0.000000,1.00e-04,0.718710,0.738466,0.993839,nan,nan,0.685761,0.954155,2.261274e-04,16
27,0.013508,0.005953,0.014802,0.000614,0.000000,0.000000,1.00e-04,0.718710,0.738466,0.993839,nan,nan,0.685761,0.954155,2.261274e-04,16
28,0.012610,0.005661,0.013598,0.000601,0.000000,0.000000,1.00e-04,0.720828,0.736022,0.991751,nan,nan,0.696407,0.966121,2.074794e-04,16
29,0.012229,0.005294,0.013554,0.000634,0.000000,0.000000,1.00e-04,0.720828,0.736022,0.991751,nan,nan,0.696407,0.966121,2.074794e-04,16
30,0.013051,0.005788,0.014179,0.000693,0.000000,0.000000,1.00e-04,0.750955,0.773931,0.991852,nan,nan,0.726027,0.966805,2.509053e-04,16
31,0.012001,0.005346,0.012955,0.000714,0.000000,0.000000,1.00e-04,0.750955,0.773931,0.991852,nan,nan,0.726027,0.966805,2.509053e-04,16
32,0.011711,0.005199,0.012673,0.000701,0.000000,0.000000,1.00e-04,0.742454,0.771685,0.991858,nan,nan,0.708790,0.954658,2.668285e-04,16
33,0.012981,0.005727,0.014159,0.000700,0.000000,0.000000,1.00e-04,0.742454,0.771685,0.991858,nan,nan,0.708790,0.954658,2.668285e-04,16
34,0.012644,0.005735,0.013488,0.000659,0.000000,0.000000,1.00e-04,0.745066,0.761641,0.997723,nan,nan,0.731076,0.981224,3.493430e-04,16
35,0.011504,0.005263,0.012097,0.000768,0.000000,0.000000,1.00e-04,0.745066,0.761641,0.997723,nan,nan,0.731076,0.981224,3.493430e-04,16
36,0.010890,0.004716,0.011956,0.000781,0.000000,0.000000,1.00e-04,0.780506,0.793103,0.996917,nan,nan,0.748441,0.958918,3.666382e-04,16
37,0.011731,0.005023,0.013013,0.000807,0.000000,0.000000,1.00e-04,0.780506,0.793103,0.996917,nan,nan,0.748441,0.958918,3.666382e-04,16
38,0.012200,0.005209,0.013589,0.000786,0.000000,0.000000,1.00e-04,0.766393,0.779019,0.996018,nan,nan,0.745042,0.972141,3.589051e-04,16
39,0.011925,0.005048,0.013333,0.000842,0.000000,0.000000,1.00e-04,0.766393,0.779019,0.996018,nan,nan,0.745042,0.972141,3.589051e-04,16
40,0.011733,0.005308,0.012437,0.000826,0.000000,0.000000,1.00e-04,0.756469,0.778003,0.994521,nan,nan,0.738440,0.976167,3.768586e-04,16
41,0.011359,0.005026,0.012241,0.000850,0.000000,0.000000,1.00e-04,0.756469,0.778003,0.994521,nan,nan,0.738440,0.976167,3.768586e-04,16
42,0.010919,0.004477,0.012471,0.000823,0.000000,0.000000,1.00e-04,0.773512,0.785917,0.993750,nan,nan,0.757666,0.979514,3.617145e-04,16
43,0.012380,0.005401,0.013527,0.000860,0.000000,0.000000,1.00e-04,0.773512,0.785917,0.993750,nan,nan,0.757666,0.979514,3.617145e-04,16
44,0.010624,0.004673,0.011487,0.000828,0.000000,0.000000,1.00e-04,0.784041,0.802354,0.995471,nan,nan,0.752455,0.959714,3.930450e-04,16
45,0.012264,0.005282,0.013530,0.000867,0.000000,0.000000,1.00e-04,0.784041,0.802354,0.995471,nan,nan,0.752455,0.959714,3.930450e-04,16
46,0.011963,0.005171,0.013122,0.000925,0.000000,0.000000,1.00e-04,0.750656,0.766155,0.996123,nan,nan,0.726189,0.967406,3.726141e-04,16
47,0.011868,0.004911,0.013433,0.000960,0.000000,0.000000,1.00e-04,0.750656,0.766155,0.996123,nan,nan,0.726189,0.967406,3.726141e-04,16
48,0.011662,0.005128,0.012587,0.000964,0.000000,0.000000,1.00e-04,0.764164,0.791813,0.994586,nan,nan,0.753534,0.986089,3.880589e-04,16
49,0.011102,0.004440,0.012866,0.000918,0.000000,0.000000,1.00e-04,0.764164,0.791813,0.994586,nan,nan,0.753534,0.986089,3.880589e-04,16
50,0.011578,0.005014,0.012666,0.000926,0.000000,0.000000,1.00e-04,0.775491,0.786501,0.995249,nan,nan,0.749839,0.966921,4.089146e-04,16
51,0.010213,0.004446,0.011073,0.000919,0.000000,0.000000,1.00e-04,0.775491,0.786501,0.995249,nan,nan,0.749839,0.966921,4.089146e-04,16
52,0.010571,0.004430,0.011818,0.000929,0.000000,0.000000,1.00e-04,0.776846,0.793737,0.991590,nan,nan,0.763087,0.982289,4.140120e-04,16
53,0.011362,0.004784,0.012682,0.000948,0.000000,0.000000,1.00e-04,0.776846,0.793737,0.991590,nan,nan,0.763087,0.982289,4.140120e-04,16
54,0.010861,0.004591,0.012073,0.000935,0.000000,0.000000,1.00e-04,0.787444,0.809872,0.988665,nan,nan,0.738574,0.937940,4.292717e-04,16
55,0.010479,0.004367,0.011745,0.000955,0.000000,0.000000,1.00e-04,0.787444,0.809872,0.988665,nan,nan,0.738574,0.937940,4.292717e-04,16
56,0.011575,0.004909,0.012897,0.000872,0.000000,0.000000,1.00e-04,0.774707,0.781331,0.986497,nan,nan,0.742306,0.958177,3.829558e-04,16
57,0.011310,0.004663,0.012837,0.000916,0.000000,0.000000,1.00e-04,0.774707,0.781331,0.986497,nan,nan,0.742306,0.958177,3.829558e-04,16
58,0.010853,0.004560,0.012141,0.000891,0.000000,0.000000,1.00e-04,0.789680,0.801053,0.992438,nan,nan,0.758907,0.961031,4.124707e-04,16
59,0.009993,0.004101,0.011292,0.000983,0.000000,0.000000,1.00e-04,0.789680,0.801053,0.992438,nan,nan,0.758907,0.961031,4.124707e-04,16
60,0.010818,0.004446,0.012268,0.000953,0.000000,0.000000,1.00e-04,0.780832,0.783481,0.991608,nan,nan,0.761349,0.975049,4.587092e-04,16
61,0.009697,0.004068,0.010724,0.001069,0.000000,0.000000,1.00e-04,0.780832,0.783481,0.991608,nan,nan,0.761349,0.975049,4.587092e-04,16
62,0.010003,0.004311,0.010864,0.001041,0.000000,0.000000,1.00e-04,0.786964,0.804512,0.996960,nan,nan,0.773959,0.983474,4.711080e-04,16
63,0.010044,0.004323,0.010939,0.001007,0.000000,0.000000,1.00e-04,0.786964,0.804512,0.996960,nan,nan,0.773959,0.983474,4.711080e-04,16
64,0.010330,0.004491,0.011192,0.000974,0.000000,0.000000,1.00e-04,0.794784,0.817354,0.993651,nan,nan,0.757097,0.952581,4.862175e-04,16
65,0.010255,0.004266,0.011439,0.001074,0.000000,0.000000,1.00e-04,0.794784,0.817354,0.993651,nan,nan,0.757097,0.952581,4.862175e-04,16
66,0.011539,0.004640,0.013271,0.001052,0.000000,0.000000,1.00e-04,0.803577,0.815693,0.990840,nan,nan,0.774896,0.964309,4.771419e-04,16
67,0.009730,0.004173,0.010581,0.001064,0.000000,0.000000,1.00e-04,0.803577,0.815693,0.990840,nan,nan,0.774896,0.964309,4.771419e-04,16
68,0.010573,0.004392,0.011843,0.001040,0.000000,0.000000,1.00e-04,0.790812,0.809924,0.997518,nan,nan,0.764236,0.966394,4.630951e-04,16
69,0.009821,0.004003,0.011088,0.001094,0.000000,0.000000,1.00e-04,0.790812,0.809924,0.997518,nan,nan,0.764236,0.966394,4.630951e-04,16
70,0.009436,0.003884,0.010572,0.001062,0.000000,0.000000,1.00e-04,0.757601,0.768228,0.989585,nan,nan,0.724391,0.956163,5.217106e-04,16
71,0.010554,0.004281,0.012022,0.001047,0.000000,0.000000,1.00e-04,0.757601,0.768228,0.989585,nan,nan,0.724391,0.956163,5.217106e-04,16
72,0.010578,0.004353,0.011936,0.001027,0.000000,0.000000,1.00e-04,0.810792,0.833668,0.991293,nan,nan,0.770771,0.950639,4.935294e-04,16
73,0.009504,0.004330,0.009784,0.001127,0.000000,0.000000,1.00e-04,0.810792,0.833668,0.991293,nan,nan,0.770771,0.950639,4.935294e-04,16
74,0.010335,0.004233,0.011673,0.001062,0.000000,0.000000,1.00e-04,0.821772,0.849417,0.994841,nan,nan,0.799373,0.972742,4.980062e-04,16
75,0.009154,0.003810,0.010145,0.001086,0.000000,0.000000,1.00e-04,0.821772,0.849417,0.994841,nan,nan,0.799373,0.972742,4.980062e-04,16
76,0.009064,0.003725,0.010164,0.001027,0.000000,0.000000,1.00e-04,0.817272,0.834968,0.987338,nan,nan,0.777406,0.951220,4.805043e-04,16
77,0.009613,0.004253,0.010201,0.001038,0.000000,0.000000,1.00e-04,0.817272,0.834968,0.987338,nan,nan,0.777406,0.951220,4.805043e-04,16
78,0.010382,0.004384,0.011459,0.001077,0.000000,0.000000,1.00e-04,0.797792,0.807099,0.998441,nan,nan,0.781330,0.979366,5.802880e-04,16
79,0.009425,0.003885,0.010567,0.001025,0.000000,0.000000,1.00e-04,0.797792,0.807099,0.998441,nan,nan,0.781330,0.979366,5.802880e-04,16
80,0.009494,0.004202,0.010065,0.001037,0.000000,0.000000,1.00e-04,0.801340,0.814830,0.994242,nan,nan,0.780445,0.973925,5.131886e-04,16
81,0.009833,0.003998,0.011151,0.001038,0.000000,0.000000,1.00e-04,0.801340,0.814830,0.994242,nan,nan,0.780445,0.973925,5.131886e-04,16
82,0.009847,0.004210,0.010730,0.001087,0.000000,0.000000,1.00e-04,0.776276,0.808801,0.994034,nan,nan,0.745596,0.960478,5.254164e-04,16
83,0.009928,0.004187,0.010954,0.001058,0.000000,0.000000,1.00e-04,0.776276,0.808801,0.994034,nan,nan,0.745596,0.960478,5.254164e-04,16
84,0.009051,0.003885,0.009784,0.001095,0.000000,0.000000,1.00e-04,0.803174,0.819219,0.994233,nan,nan,0.769114,0.957593,5.323904e-04,16
85,0.009065,0.004015,0.009568,0.001062,0.000000,0.000000,1.00e-04,0.803174,0.819219,0.994233,nan,nan,0.769114,0.957593,5.323904e-04,16
86,0.008910,0.003922,0.009438,0.001078,0.000000,0.000000,1.00e-04,0.818210,0.844902,0.993182,nan,nan,0.779975,0.953271,5.033658e-04,16
87,0.009362,0.003983,0.010194,0.001127,0.000000,0.000000,1.00e-04,0.818210,0.844902,0.993182,nan,nan,0.779975,0.953271,5.033658e-04,16
88,0.010298,0.004308,0.011406,0.001148,0.000000,0.000000,1.00e-04,0.803146,0.809630,0.991398,nan,nan,0.763796,0.951005,5.229352e-04,16
89,0.009305,0.003977,0.010109,0.001097,0.000000,0.000000,1.00e-04,0.803146,0.809630,0.991398,nan,nan,0.763796,0.951005,5.229352e-04,16
90,0.009399,0.004046,0.010180,0.001054,0.000000,0.000000,1.00e-04,0.836176,0.853274,0.991224,nan,nan,0.800046,0.956792,5.230935e-04,16
91,0.009863,0.003970,0.011230,0.001112,0.000000,0.000000,1.00e-04,0.836176,0.853274,0.991224,nan,nan,0.800046,0.956792,5.230935e-04,16
92,0.009578,0.003993,0.010619,0.001101,0.000000,0.000000,1.00e-04,0.803542,0.818649,0.995517,nan,nan,0.791990,0.985624,5.579795e-04,16
93,0.009376,0.003998,0.010184,0.001145,0.000000,0.000000,1.00e-04,0.803542,0.818649,0.995517,nan,nan,0.791990,0.985624,5.579795e-04,16
94,0.009188,0.003706,0.010402,0.001124,0.000000,0.000000,1.00e-04,0.776853,0.798055,0.988958,nan,nan,0.735070,0.946215,6.207311e-04,16
95,0.009015,0.003869,0.009747,0.001089,0.000000,0.000000,5.00e-05,0.776853,0.798055,0.988958,nan,nan,0.735070,0.946215,6.207311e-04,16
96,0.009558,0.004177,0.010227,0.001070,0.000000,0.000000,5.00e-05,0.780131,0.805277,0.992734,nan,nan,0.752455,0.964524,5.656504e-04,16
97,0.009039,0.003853,0.009806,0.001132,0.000000,0.000000,5.00e-05,0.780131,0.805277,0.992734,nan,nan,0.752455,0.964524,5.656504e-04,16
98,0.009011,0.003717,0.010041,0.001096,0.000000,0.000000,5.00e-05,0.817251,0.835749,0.988754,nan,nan,0.781820,0.956646,5.423262e-04,16
99,0.008494,0.003539,0.009361,0.001097,0.000000,0.000000,5.00e-05,0.817251,0.835749,0.988754,nan,nan,0.781820,0.956646,5.423262e-04,16
100,0.008964,0.003594,0.010206,0.001066,0.000000,0.000000,5.00e-05,0.790805,0.813858,0.993472,nan,nan,0.762791,0.964576,5.573185e-04,16
